time,open,high,low,close,tick_volume,real_volume,spread
2022.01.03 00:00:00,1.03649000,1.03653000,1.03616000,1.03646000,170,0,83
2022.01.03 00:30:00,1.03642000,1.03696000,1.03510000,1.03646000,169,0,69
2022.01.03 01:00:00,1.03726000,1.03750000,1.03647000,1.03740000,544,0,14
2022.01.03 01:30:00,1.03740000,1.03761000,1.03699000,1.03723000,425,0,10
2022.01.03 02:00:00,1.03727000,1.03742000,1.03706000,1.03739000,512,0,5
2022.01.03 02:30:00,1.03736000,1.03746000,1.03726000,1.03732000,382,0,1
2022.01.03 03:00:00,1.03732000,1.03774000,1.03721000,1.03755000,411,0,0
2022.01.03 03:30:00,1.03754000,1.03761000,1.03689000,1.03703000,637,0,2
2022.01.03 04:00:00,1.03703000,1.03707000,1.03677000,1.03691000,253,0,1
2022.01.03 04:30:00,1.03690000,1.03726000,1.03682000,1.03706000,252,0,2
2022.01.03 05:00:00,1.03706000,1.03752000,1.03695000,1.03747000,316,0,1
2022.01.03 05:30:00,1.03747000,1.03772000,1.03723000,1.03739000,353,0,2
2022.01.03 06:00:00,1.03739000,1.03754000,1.03722000,1.03754000,242,0,4
2022.01.03 06:30:00,1.03755000,1.03759000,1.03720000,1.03724000,243,0,1
2022.01.03 07:00:00,1.03724000,1.03724000,1.03695000,1.03707000,170,0,4
2022.01.03 07:30:00,1.03707000,1.03724000,1.03700000,1.03709000,335,0,3
2022.01.03 08:00:00,1.03710000,1.03727000,1.03710000,1.03712000,256,0,4
2022.01.03 08:30:00,1.03706000,1.03715000,1.03681000,1.03691000,427,0,1
2022.01.03 09:00:00,1.03691000,1.03695000,1.03636000,1.03667000,672,0,4
2022.01.03 09:30:00,1.03669000,1.03714000,1.03652000,1.03698000,619,0,4
2022.01.03 10:00:00,1.03698000,1.03708000,1.03615000,1.03616000,1039,0,2
2022.01.03 10:30:00,1.03616000,1.03631000,1.03555000,1.03562000,831,0,2
2022.01.03 11:00:00,1.03562000,1.03591000,1.03511000,1.03518000,935,0,1
2022.01.03 11:30:00,1.03517000,1.03563000,1.03490000,1.03515000,1009,0,2
2022.01.03 12:00:00,1.03514000,1.03619000,1.03512000,1.03613000,625,0,2
2022.01.03 12:30:00,1.03612000,1.03672000,1.03593000,1.03635000,675,0,1
2022.01.03 13:00:00,1.03635000,1.03652000,1.03584000,1.03633000,718,0,2
2022.01.03 13:30:00,1.03632000,1.03632000,1.03549000,1.03564000,638,0,4
2022.01.03 14:00:00,1.03564000,1.03663000,1.03544000,1.03636000,730,0,2
2022.01.03 14:30:00,1.03635000,1.03726000,1.03598000,1.03726000,822,0,3
2022.01.03 15:00:00,1.03724000,1.03811000,1.03698000,1.03809000,1321,0,1
2022.01.03 15:30:00,1.03808000,1.03848000,1.03780000,1.03833000,1335,0,0
2022.01.03 16:00:00,1.03833000,1.03854000,1.03807000,1.03839000,1076,0,1
2022.01.03 16:30:00,1.03837000,1.03897000,1.03805000,1.03819000,1676,0,1
2022.01.03 17:00:00,1.03822000,1.03903000,1.03801000,1.03892000,1431,0,0
2022.01.03 17:30:00,1.03892000,1.03916000,1.03708000,1.03746000,1825,0,0
2022.01.03 18:00:00,1.03744000,1.03763000,1.03692000,1.03719000,1445,0,1
2022.01.03 18:30:00,1.03720000,1.03722000,1.03687000,1.03722000,912,0,1
2022.01.03 19:00:00,1.03721000,1.03743000,1.03703000,1.03721000,519,0,2
2022.01.03 19:30:00,1.03721000,1.03732000,1.03704000,1.03721000,291,0,0
2022.01.03 20:00:00,1.03721000,1.03747000,1.03718000,1.03736000,239,0,0
2022.01.03 20:30:00,1.03736000,1.03747000,1.03721000,1.03742000,202,0,0
2022.01.03 21:00:00,1.03742000,1.03758000,1.03736000,1.03752000,268,0,2
2022.01.03 21:30:00,1.03752000,1.03759000,1.03730000,1.03751000,296,0,1
2022.01.03 22:00:00,1.03754000,1.03778000,1.03728000,1.03733000,278,0,4
2022.01.03 22:30:00,1.03733000,1.03784000,1.03731000,1.03784000,363,0,2
2022.01.03 23:00:00,1.03783000,1.03793000,1.03767000,1.03775000,223,0,7
2022.01.03 23:30:00,1.03775000,1.03826000,1.03767000,1.03826000,289,0,12
2022.01.04 00:00:00,1.03788000,1.03821000,1.03681000,1.03734000,217,0,27
2022.01.04 00:30:00,1.03756000,1.03773000,1.03717000,1.03758000,588,0,58
2022.01.04 01:00:00,1.03726000,1.03814000,1.03726000,1.03801000,438,0,14
2022.01.04 01:30:00,1.03801000,1.03810000,1.03777000,1.03788000,344,0,13
2022.01.04 02:00:00,1.03788000,1.03809000,1.03737000,1.03757000,645,0,4
2022.01.04 02:30:00,1.03759000,1.03781000,1.03746000,1.03750000,272,0,3
2022.01.04 03:00:00,1.03750000,1.03752000,1.03717000,1.03738000,392,0,2
2022.01.04 03:30:00,1.03738000,1.03747000,1.03711000,1.03742000,275,0,4
2022.01.04 04:00:00,1.03743000,1.03754000,1.03723000,1.03746000,482,0,5
2022.01.04 04:30:00,1.03745000,1.03776000,1.03739000,1.03768000,453,0,5
2022.01.04 05:00:00,1.03768000,1.03826000,1.03763000,1.03820000,646,0,1
2022.01.04 05:30:00,1.03821000,1.03830000,1.03782000,1.03784000,407,0,2
2022.01.04 06:00:00,1.03784000,1.03797000,1.03759000,1.03764000,313,0,4
2022.01.04 06:30:00,1.03765000,1.03774000,1.03749000,1.03753000,334,0,4
2022.01.04 07:00:00,1.03754000,1.03792000,1.03750000,1.03792000,468,0,6
2022.01.04 07:30:00,1.03793000,1.03802000,1.03774000,1.03776000,367,0,4
2022.01.04 08:00:00,1.03776000,1.03776000,1.03719000,1.03741000,364,0,4
2022.01.04 08:30:00,1.03735000,1.03758000,1.03700000,1.03706000,425,0,1
2022.01.04 09:00:00,1.03706000,1.03719000,1.03677000,1.03691000,619,0,3
2022.01.04 09:30:00,1.03691000,1.03773000,1.03688000,1.03773000,759,0,1
2022.01.04 10:00:00,1.03774000,1.03774000,1.03673000,1.03695000,1232,0,3
2022.01.04 10:30:00,1.03695000,1.03730000,1.03672000,1.03685000,864,0,4
2022.01.04 11:00:00,1.03685000,1.03761000,1.03684000,1.03750000,1046,0,0
2022.01.04 11:30:00,1.03750000,1.03825000,1.03730000,1.03730000,942,0,2
2022.01.04 12:00:00,1.03730000,1.03767000,1.03711000,1.03716000,631,0,3
2022.01.04 12:30:00,1.03715000,1.03759000,1.03622000,1.03625000,655,0,1
2022.01.04 13:00:00,1.03625000,1.03677000,1.03610000,1.03638000,1008,0,0
2022.01.04 13:30:00,1.03638000,1.03685000,1.03592000,1.03609000,779,0,1
2022.01.04 14:00:00,1.03609000,1.03616000,1.03568000,1.03587000,967,0,1
2022.01.04 14:30:00,1.03587000,1.03614000,1.03558000,1.03570000,1065,0,1
2022.01.04 15:00:00,1.03570000,1.03595000,1.03527000,1.03549000,977,0,1
2022.01.04 15:30:00,1.03549000,1.03556000,1.03473000,1.03479000,1003,0,0
2022.01.04 16:00:00,1.03479000,1.03492000,1.03407000,1.03476000,1024,0,3
2022.01.04 16:30:00,1.03476000,1.03478000,1.03391000,1.03437000,1110,0,1
2022.01.04 17:00:00,1.03438000,1.03522000,1.03401000,1.03483000,1868,0,0
2022.01.04 17:30:00,1.03482000,1.03518000,1.03367000,1.03377000,2255,0,1
2022.01.04 18:00:00,1.03379000,1.03409000,1.03347000,1.03378000,1575,0,1
2022.01.04 18:30:00,1.03379000,1.03456000,1.03378000,1.03414000,700,0,3
2022.01.04 19:00:00,1.03412000,1.03426000,1.03375000,1.03421000,570,0,2
2022.01.04 19:30:00,1.03421000,1.03427000,1.03386000,1.03388000,450,0,0
