tf,anchor_shift,bar_time,currency,S
M30,65,2025.09.25 15:00,CAD,69.1597866251
M30,65,2025.09.25 15:00,AUD,24.4842015318
M30,65,2025.09.25 15:00,NZD,38.4034078901
M30,66,2025.09.25 14:30,USD,69.9951502654
M30,66,2025.09.25 14:30,EUR,58.3280977165
M30,66,2025.09.25 14:30,GBP,19.2077379128
M30,66,2025.09.25 14:30,JPY,62.8143107588
M30,66,2025.09.25 14:30,CHF,53.7243490993
M30,66,2025.09.25 14:30,CAD,73.9484758198
M30,66,2025.09.25 14:30,AUD,27.0752234020
M30,66,2025.09.25 14:30,NZD,34.9066550254
M30,67,2025.09.25 14:00,USD,75.9931630698
M30,67,2025.09.25 14:00,EUR,54.4041400253
M30,67,2025.09.25 14:00,GBP,25.2044633511
M30,67,2025.09.25 14:00,JPY,45.6736425131
M30,67,2025.09.25 14:00,CHF,52.9105092077
M30,67,2025.09.25 14:00,CAD,73.6277526772
M30,67,2025.09.25 14:00,AUD,36.2961258866
M30,67,2025.09.25 14:00,NZD,35.8902032691
M30,68,2025.09.25 13:30,USD,62.8586069441
M30,68,2025.09.25 13:30,EUR,66.5641549950
M30,68,2025.09.25 13:30,GBP,42.7206225519
M30,68,2025.09.25 13:30,JPY,43.3201315610
M30,68,2025.09.25 13:30,CHF,59.8177151326
M30,68,2025.09.25 13:30,CAD,52.5089285050
M30,68,2025.09.25 13:30,AUD,34.0459067759
M30,68,2025.09.25 13:30,NZD,38.1639335345
M30,69,2025.09.25 13:00,USD,48.5696283756
M30,69,2025.09.25 13:00,EUR,70.9620239100
M30,69,2025.09.25 13:00,GBP,38.8860113111
M30,69,2025.09.25 13:00,JPY,53.1139882010
M30,69,2025.09.25 13:00,CHF,48.9451871886
M30,69,2025.09.25 13:00,CAD,48.8496784574
M30,69,2025.09.25 13:00,AUD,45.6077204087
M30,69,2025.09.25 13:00,NZD,45.0657621477
M30,70,2025.09.25 12:30,USD,59.9461158775
M30,70,2025.09.25 12:30,EUR,58.4769597662
M30,70,2025.09.25 12:30,GBP,33.1058359493
M30,70,2025.09.25 12:30,JPY,39.6058620596
M30,70,2025.09.25 12:30,CHF,40.3540506498
M30,70,2025.09.25 12:30,CAD,61.1416367086
M30,70,2025.09.25 12:30,AUD,53.4894730460
M30,70,2025.09.25 12:30,NZD,53.8800659430
M30,71,2025.09.25 12:00,USD,49.5921019675
M30,71,2025.09.25 12:00,EUR,52.7626999492
M30,71,2025.09.25 12:00,GBP,45.2457946114
M30,71,2025.09.25 12:00,JPY,34.9446873542
M30,71,2025.09.25 12:00,CHF,45.2698206680
M30,71,2025.09.25 12:00,CAD,39.9039371814
M30,71,2025.09.25 12:00,AUD,67.5645727108
M30,71,2025.09.25 12:00,NZD,64.7163855575
M30,72,2025.09.25 11:30,USD,46.4707471811
M30,72,2025.09.25 11:30,EUR,44.2771778225
M30,72,2025.09.25 11:30,GBP,47.1040005758
M30,72,2025.09.25 11:30,JPY,37.8320579921
M30,72,2025.09.25 11:30,CHF,40.3759045814
M30,72,2025.09.25 11:30,CAD,49.0613212241
M30,72,2025.09.25 11:30,AUD,60.2985812700
M30,72,2025.09.25 11:30,NZD,74.5802093529
M30,73,2025.09.25 11:00,USD,51.8092500021
M30,73,2025.09.25 11:00,EUR,30.3157997841
M30,73,2025.09.25 11:00,GBP,34.7948749058
M30,73,2025.09.25 11:00,JPY,58.1341374184
M30,73,2025.09.25 11:00,CHF,24.0888497084
M30,73,2025.09.25 11:00,CAD,50.7657821546
M30,73,2025.09.25 11:00,AUD,76.5998634317
M30,73,2025.09.25 11:00,NZD,73.4914425948
M30,74,2025.09.25 10:30,USD,73.4965309503
M30,74,2025.09.25 10:30,EUR,39.2043035401
M30,74,2025.09.25 10:30,GBP,32.3345971566
M30,74,2025.09.25 10:30,JPY,62.8068295564
M30,74,2025.09.25 10:30,CHF,24.6705793180
M30,74,2025.09.25 10:30,CAD,60.4058532347
M30,74,2025.09.25 10:30,AUD,47.6591808990
M30,74,2025.09.25 10:30,NZD,59.4221253449
M30,75,2025.09.25 10:00,USD,61.6007817937
M30,75,2025.09.25 10:00,EUR,46.3654295418
M30,75,2025.09.25 10:00,GBP,62.8743023581
M30,75,2025.09.25 10:00,JPY,64.6656450690
M30,75,2025.09.25 10:00,CHF,23.3713570017
M30,75,2025.09.25 10:00,CAD,47.0678020283
M30,75,2025.09.25 10:00,AUD,41.0173663584
M30,75,2025.09.25 10:00,NZD,53.0373158491
M30,76,2025.09.25 09:30,USD,49.7035098758
M30,76,2025.09.25 09:30,EUR,53.9801745153
M30,76,2025.09.25 09:30,GBP,78.9817488063
M30,76,2025.09.25 09:30,JPY,46.2114819448
M30,76,2025.09.25 09:30,CHF,28.2365664164
M30,76,2025.09.25 09:30,CAD,33.2646722753
M30,76,2025.09.25 09:30,AUD,51.5078876977
M30,76,2025.09.25 09:30,NZD,58.1139584683
M30,77,2025.09.25 09:00,USD,53.4381323963
M30,77,2025.09.25 09:00,EUR,68.0106836216
M30,77,2025.09.25 09:00,GBP,50.3884010007
M30,77,2025.09.25 09:00,JPY,28.2258610319
M30,77,2025.09.25 09:00,CHF,31.7346208074
M30,77,2025.09.25 09:00,CAD,48.8880438770
M30,77,2025.09.25 09:00,AUD,70.9091699521
M30,77,2025.09.25 09:00,NZD,48.4050873131
M30,78,2025.09.25 08:30,USD,59.7298628911
M30,78,2025.09.25 08:30,EUR,41.7297233763
M30,78,2025.09.25 08:30,GBP,56.1303453142
M30,78,2025.09.25 08:30,JPY,29.8217658084
M30,78,2025.09.25 08:30,CHF,37.1519075699
M30,78,2025.09.25 08:30,CAD,46.6357037448
M30,78,2025.09.25 08:30,AUD,72.0796263357
M30,78,2025.09.25 08:30,NZD,56.7210649595
M30,79,2025.09.25 08:00,USD,57.6214732761
M30,79,2025.09.25 08:00,EUR,43.4761290303
M30,79,2025.09.25 08:00,GBP,54.9754671746
M30,79,2025.09.25 08:00,JPY,42.3291050920
M30,79,2025.09.25 08:00,CHF,50.8705035545
M30,79,2025.09.25 08:00,CAD,53.7885855422
M30,79,2025.09.25 08:00,AUD,47.3898805428
M30,79,2025.09.25 08:00,NZD,49.5488557875
M30,80,2025.09.25 07:30,USD,32.3318516612
M30,80,2025.09.25 07:30,EUR,56.4597096626
M30,80,2025.09.25 07:30,GBP,53.7095142822
M30,80,2025.09.25 07:30,JPY,67.5151369050
M30,80,2025.09.25 07:30,CHF,42.1152833435
M30,80,2025.09.25 07:30,CAD,42.5615089187
M30,80,2025.09.25 07:30,AUD,52.7109986007
M30,80,2025.09.25 07:30,NZD,52.5959966260
H1,1,2025.09.26 22:00,USD,29.3353584449
H1,1,2025.09.26 22:00,EUR,67.3252514995
H1,1,2025.09.26 22:00,GBP,59.5133626024
H1,1,2025.09.26 22:00,JPY,33.0121523748
H1,1,2025.09.26 22:00,CHF,58.3870455495
H1,1,2025.09.26 22:00,CAD,36.8255072847
H1,1,2025.09.26 22:00,AUD,59.0434166853
H1,1,2025.09.26 22:00,NZD,56.5579055590
H1,2,2025.09.26 21:00,USD,22.3774561896
H1,2,2025.09.26 21:00,EUR,62.1536469479
H1,2,2025.09.26 21:00,GBP,66.1382126929
H1,2,2025.09.26 21:00,JPY,55.6787772852
H1,2,2025.09.26 21:00,CHF,63.7979865790
H1,2,2025.09.26 21:00,CAD,29.6423806165
H1,2,2025.09.26 21:00,AUD,50.3544731609
H1,2,2025.09.26 21:00,NZD,49.8570665280
H1,3,2025.09.26 20:00,USD,23.6038947218
H1,3,2025.09.26 20:00,EUR,64.3158634110
H1,3,2025.09.26 20:00,GBP,66.1362700196
H1,3,2025.09.26 20:00,JPY,42.0558919990
H1,3,2025.09.26 20:00,CHF,61.5737823510
H1,3,2025.09.26 20:00,CAD,37.4372518881
H1,3,2025.09.26 20:00,AUD,56.9952162498
H1,3,2025.09.26 20:00,NZD,47.8818293597
H1,4,2025.09.26 19:00,USD,28.9064920760
H1,4,2025.09.26 19:00,EUR,53.5989428228
H1,4,2025.09.26 19:00,GBP,58.0032696179
H1,4,2025.09.26 19:00,JPY,41.7316999174
H1,4,2025.09.26 19:00,CHF,48.6739941598
H1,4,2025.09.26 19:00,CAD,43.4401058536
H1,4,2025.09.26 19:00,AUD,69.6930039225
H1,4,2025.09.26 19:00,NZD,55.9524916299
H1,5,2025.09.26 18:00,USD,36.5282265043
H1,5,2025.09.26 18:00,EUR,49.8039638378
H1,5,2025.09.26 18:00,GBP,72.6624328217
H1,5,2025.09.26 18:00,JPY,66.7412385214
H1,5,2025.09.26 18:00,CHF,48.5071996077
H1,5,2025.09.26 18:00,CAD,23.6137090534
H1,5,2025.09.26 18:00,AUD,58.0912807970
H1,5,2025.09.26 18:00,NZD,44.0519488566
H1,6,2025.09.26 17:00,USD,27.8599207565
H1,6,2025.09.26 17:00,EUR,60.5719316215
H1,6,2025.09.26 17:00,GBP,83.3199346523
H1,6,2025.09.26 17:00,JPY,62.8804668306
H1,6,2025.09.26 17:00,CHF,50.6801730971
H1,6,2025.09.26 17:00,CAD,24.9258401477
H1,6,2025.09.26 17:00,AUD,48.4427857231
H1,6,2025.09.26 17:00,NZD,41.3189471711
H1,7,2025.09.26 16:00,USD,34.2692290932
H1,7,2025.09.26 16:00,EUR,53.2030374276
H1,7,2025.09.26 16:00,GBP,79.9768239457
H1,7,2025.09.26 16:00,JPY,33.1993626213
H1,7,2025.09.26 16:00,CHF,68.4446734582
H1,7,2025.09.26 16:00,CAD,34.3017387466
H1,7,2025.09.26 16:00,AUD,60.4012360468
H1,7,2025.09.26 16:00,NZD,36.2038986606
H1,8,2025.09.26 15:00,USD,27.9175199884
H1,8,2025.09.26 15:00,EUR,54.4757441169
H1,8,2025.09.26 15:00,GBP,80.4055403546
H1,8,2025.09.26 15:00,JPY,54.1459445108
H1,8,2025.09.26 15:00,CHF,52.4984900176
H1,8,2025.09.26 15:00,CAD,40.7689776306
H1,8,2025.09.26 15:00,AUD,52.2839938847
H1,8,2025.09.26 15:00,NZD,37.5037894965
H1,9,2025.09.26 14:00,USD,50.7912651279
H1,9,2025.09.26 14:00,EUR,42.3330225855
H1,9,2025.09.26 14:00,GBP,56.2013356936
H1,9,2025.09.26 14:00,JPY,62.7220009579
H1,9,2025.09.26 14:00,CHF,56.8653405299
H1,9,2025.09.26 14:00,CAD,48.0816642143
H1,9,2025.09.26 14:00,AUD,42.9387791920
H1,9,2025.09.26 14:00,NZD,40.0665916990
H1,10,2025.09.26 13:00,USD,76.1290702163
H1,10,2025.09.26 13:00,EUR,47.2923822356
H1,10,2025.09.26 13:00,GBP,60.5002092237
H1,10,2025.09.26 13:00,JPY,49.2834166378
H1,10,2025.09.26 13:00,CHF,50.2524726146
H1,10,2025.09.26 13:00,CAD,46.9782366007
H1,10,2025.09.26 13:00,AUD,26.9495892574
H1,10,2025.09.26 13:00,NZD,42.6146232139
H1,11,2025.09.26 12:00,USD,62.4157698542
H1,11,2025.09.26 12:00,EUR,72.5318249826
H1,11,2025.09.26 12:00,GBP,56.2444457861
H1,11,2025.09.26 12:00,JPY,53.6618793096
H1,11,2025.09.26 12:00,CHF,55.2318109363
H1,11,2025.09.26 12:00,CAD,42.3489329105
H1,11,2025.09.26 12:00,AUD,23.9189680125
H1,11,2025.09.26 12:00,NZD,33.6463682083
H1,12,2025.09.26 11:00,USD,46.4870511747
H1,12,2025.09.26 11:00,EUR,63.2028199518
H1,12,2025.09.26 11:00,GBP,74.2688982338
H1,12,2025.09.26 11:00,JPY,55.2113023599
H1,12,2025.09.26 11:00,CHF,58.5018879830
H1,12,2025.09.26 11:00,CAD,31.4939795855
H1,12,2025.09.26 11:00,AUD,28.8128605555
H1,12,2025.09.26 11:00,NZD,42.0212001557
H1,13,2025.09.26 10:00,USD,63.4931991960
H1,13,2025.09.26 10:00,EUR,67.2996293739
H1,13,2025.09.26 10:00,GBP,63.8769229919
H1,13,2025.09.26 10:00,JPY,39.9447283231
H1,13,2025.09.26 10:00,CHF,47.4403680432
H1,13,2025.09.26 10:00,CAD,52.6510567135
H1,13,2025.09.26 10:00,AUD,33.2996443475
H1,13,2025.09.26 10:00,NZD,31.9944510109
H1,14,2025.09.26 09:00,USD,50.7250802747
H1,14,2025.09.26 09:00,EUR,58.7664663283
H1,14,2025.09.26 09:00,GBP,74.2327655266
H1,14,2025.09.26 09:00,JPY,37.0381293279
H1,14,2025.09.26 09:00,CHF,66.6723314263
H1,14,2025.09.26 09:00,CAD,32.1931205863
H1,14,2025.09.26 09:00,AUD,30.2446757411
H1,14,2025.09.26 09:00,NZD,50.1274307887
H1,15,2025.09.26 08:00,USD,54.9924968850
H1,15,2025.09.26 08:00,EUR,51.0031370055
H1,15,2025.09.26 08:00,GBP,63.8489213919
H1,15,2025.09.26 08:00,JPY,39.3688903291
H1,15,2025.09.26 08:00,CHF,63.6499777330
H1,15,2025.09.26 08:00,CAD,37.7481982156
H1,15,2025.09.26 08:00,AUD,42.9589122058
H1,15,2025.09.26 08:00,NZD,46.4294662341
H1,16,2025.09.26 07:00,USD,43.4897859694
H1,16,2025.09.26 07:00,EUR,58.1071117785
H1,16,2025.09.26 07:00,GBP,45.3820702266
H1,16,2025.09.26 07:00,JPY,59.1714149986
H1,16,2025.09.26 07:00,CHF,62.7635534725
H1,16,2025.09.26 07:00,CAD,49.3371065111
H1,16,2025.09.26 07:00,AUD,33.9543366560
H1,16,2025.09.26 07:00,NZD,47.7946203874
H1,17,2025.09.26 06:00,USD,47.6540331102
H1,17,2025.09.26 06:00,EUR,56.6186484877
H1,17,2025.09.26 06:00,GBP,54.5559746268
H1,17,2025.09.26 06:00,JPY,44.8958492012
H1,17,2025.09.26 06:00,CHF,59.3287958553
H1,17,2025.09.26 06:00,CAD,45.2206592360
H1,17,2025.09.26 06:00,AUD,53.4118319629
H1,17,2025.09.26 06:00,NZD,38.3142075198
H1,18,2025.09.26 05:00,USD,44.6160644381
H1,18,2025.09.26 05:00,EUR,65.2245070222
H1,18,2025.09.26 05:00,GBP,53.1359272902
H1,18,2025.09.26 05:00,JPY,42.6228976933
H1,18,2025.09.26 05:00,CHF,53.4297186484
H1,18,2025.09.26 05:00,CAD,41.4776553256
H1,18,2025.09.26 05:00,AUD,54.9401566348
H1,18,2025.09.26 05:00,NZD,44.5530729474
H1,19,2025.09.26 04:00,USD,58.9712277167
H1,19,2025.09.26 04:00,EUR,61.2259773002
H1,19,2025.09.26 04:00,GBP,58.0331121996
H1,19,2025.09.26 04:00,JPY,41.3160298436
H1,19,2025.09.26 04:00,CHF,57.8038263785
H1,19,2025.09.26 04:00,CAD,49.7365763187
H1,19,2025.09.26 04:00,AUD,34.8854229806
H1,19,2025.09.26 04:00,NZD,38.0278272621
H1,20,2025.09.26 03:00,USD,49.1078256774
H1,20,2025.09.26 03:00,EUR,62.1693789441
H1,20,2025.09.26 03:00,GBP,54.0459427597
H1,20,2025.09.26 03:00,JPY,64.1473531098
H1,20,2025.09.26 03:00,CHF,53.8078872726
H1,20,2025.09.26 03:00,CAD,48.8371015333
H1,20,2025.09.26 03:00,AUD,34.8799492895
H1,20,2025.09.26 03:00,NZD,33.0045614137
H1,21,2025.09.26 02:00,USD,70.9690708977
H1,21,2025.09.26 02:00,EUR,57.9352770787
H1,21,2025.09.26 02:00,GBP,46.6159478451
H1,21,2025.09.26 02:00,JPY,37.4523044264
H1,21,2025.09.26 02:00,CHF,51.3691242281
H1,21,2025.09.26 02:00,CAD,57.5588394610
H1,21,2025.09.26 02:00,AUD,49.5515836692
H1,21,2025.09.26 02:00,NZD,28.5478523937
H1,22,2025.09.26 01:00,USD,54.6868965494
H1,22,2025.09.26 01:00,EUR,57.9006830493
H1,22,2025.09.26 01:00,GBP,48.7480579694
H1,22,2025.09.26 01:00,JPY,47.2424101707
H1,22,2025.09.26 01:00,CHF,57.3693555741
H1,22,2025.09.26 01:00,CAD,48.7521136752
H1,22,2025.09.26 01:00,AUD,45.5283309313
H1,22,2025.09.26 01:00,NZD,39.7721520806
H1,23,2025.09.26 00:00,USD,68.6334908829
H1,23,2025.09.26 00:00,EUR,31.7134865757
H1,23,2025.09.26 00:00,GBP,32.4671923864
H1,23,2025.09.26 00:00,JPY,61.7968120032
H1,23,2025.09.26 00:00,CHF,56.1839515611
H1,23,2025.09.26 00:00,CAD,64.5813360940
H1,23,2025.09.26 00:00,AUD,39.1642677690
H1,23,2025.09.26 00:00,NZD,45.4594627277
H1,24,2025.09.25 23:00,USD,51.4265278667
H1,24,2025.09.25 23:00,EUR,38.9038104645
H1,24,2025.09.25 23:00,GBP,34.5097731019
H1,24,2025.09.25 23:00,JPY,59.4326364520
H1,24,2025.09.25 23:00,CHF,71.3271843550
H1,24,2025.09.25 23:00,CAD,57.7494150732
H1,24,2025.09.25 23:00,AUD,44.9385121526
H1,24,2025.09.25 23:00,NZD,41.7121405341
H1,25,2025.09.25 22:00,USD,57.0150094943
H1,25,2025.09.25 22:00,EUR,55.0106187425
H1,25,2025.09.25 22:00,GBP,40.8108509463
H1,25,2025.09.25 22:00,JPY,53.2538007472
H1,25,2025.09.25 22:00,CHF,62.9551559117
H1,25,2025.09.25 22:00,CAD,51.2054644096
H1,25,2025.09.25 22:00,AUD,49.0364171821
H1,25,2025.09.25 22:00,NZD,30.7126825663
H1,26,2025.09.25 21:00,USD,74.2874528585
H1,26,2025.09.25 21:00,EUR,37.3178080270
H1,26,2025.09.25 21:00,GBP,41.8117553821
H1,26,2025.09.25 21:00,JPY,46.8251693341
H1,26,2025.09.25 21:00,CHF,68.5684670753
H1,26,2025.09.25 21:00,CAD,64.9481840782
H1,26,2025.09.25 21:00,AUD,38.7794570449
H1,26,2025.09.25 21:00,NZD,27.4617062001
H1,27,2025.09.25 20:00,USD,78.3613165284
H1,27,2025.09.25 20:00,EUR,43.2213556372
H1,27,2025.09.25 20:00,GBP,42.1391376433
H1,27,2025.09.25 20:00,JPY,52.2880388094
H1,27,2025.09.25 20:00,CHF,67.0034946480
H1,27,2025.09.25 20:00,CAD,60.0869692587
H1,27,2025.09.25 20:00,AUD,28.8774043137
H1,27,2025.09.25 20:00,NZD,28.0222831612
H1,28,2025.09.25 19:00,USD,78.0825341282
H1,28,2025.09.25 19:00,EUR,63.4731096308
H1,28,2025.09.25 19:00,GBP,29.9475940643
H1,28,2025.09.25 19:00,JPY,46.5123784187
H1,28,2025.09.25 19:00,CHF,49.0661570562
H1,28,2025.09.25 19:00,CAD,56.7207926096
H1,28,2025.09.25 19:00,AUD,37.1365609675
H1,28,2025.09.25 19:00,NZD,39.0608731248
H1,29,2025.09.25 18:00,USD,72.3809523810
H1,29,2025.09.25 18:00,EUR,51.2357943800
H1,29,2025.09.25 18:00,GBP,30.4534179631
H1,29,2025.09.25 18:00,JPY,29.2599240150
H1,29,2025.09.25 18:00,CHF,46.9973736623
H1,29,2025.09.25 18:00,CAD,66.4740369430
H1,29,2025.09.25 18:00,AUD,60.2806043188
H1,29,2025.09.25 18:00,NZD,42.9178963368
H1,30,2025.09.25 17:00,USD,79.0476190476
H1,30,2025.09.25 17:00,EUR,50.2595431911
H1,30,2025.09.25 17:00,GBP,27.9782935584
H1,30,2025.09.25 17:00,JPY,43.2332674361
H1,30,2025.09.25 17:00,CHF,41.5340706991
H1,30,2025.09.25 17:00,CAD,68.5714285714
H1,30,2025.09.25 17:00,AUD,50.5648044246
H1,30,2025.09.25 17:00,NZD,38.8109730718
H1,31,2025.09.25 16:00,USD,79.0476190476
H1,31,2025.09.25 16:00,EUR,48.9751085523
H1,31,2025.09.25 16:00,GBP,42.2499999086
H1,31,2025.09.25 16:00,JPY,56.3104794303
H1,31,2025.09.25 16:00,CHF,54.3295849422
H1,31,2025.09.25 16:00,CAD,70.4761904762
H1,31,2025.09.25 16:00,AUD,27.8941934599
H1,31,2025.09.25 16:00,NZD,20.7168241829
H1,32,2025.09.25 15:00,USD,83.5012537649
H1,32,2025.09.25 15:00,EUR,43.0361080904
H1,32,2025.09.25 15:00,GBP,29.4591414909
H1,32,2025.09.25 15:00,JPY,59.0485635941
H1,32,2025.09.25 15:00,CHF,30.0781079899
H1,32,2025.09.25 15:00,CAD,75.5463652827
H1,32,2025.09.25 15:00,AUD,32.3721719930
H1,32,2025.09.25 15:00,NZD,46.9582877939
H1,33,2025.09.25 14:00,USD,70.7598310598
H1,33,2025.09.25 14:00,EUR,53.0930022356
H1,33,2025.09.25 14:00,GBP,23.0467942514
H1,33,2025.09.25 14:00,JPY,54.2325462527
H1,33,2025.09.25 14:00,CHF,44.0624338207
H1,33,2025.09.25 14:00,CAD,73.1217174384
H1,33,2025.09.25 14:00,AUD,41.1482814197
H1,33,2025.09.25 14:00,NZD,40.5353935217
H1,34,2025.09.25 13:00,USD,51.5229646551
H1,34,2025.09.25 13:00,EUR,70.7196596697
H1,34,2025.09.25 13:00,GBP,40.0249589757
H1,34,2025.09.25 13:00,JPY,44.7398247896
H1,34,2025.09.25 13:00,CHF,51.4253239209
H1,34,2025.09.25 13:00,CAD,51.7967768638
H1,34,2025.09.25 13:00,AUD,46.2831762711
H1,34,2025.09.25 13:00,NZD,43.4873148541
H1,35,2025.09.25 12:00,USD,41.7683306111
H1,35,2025.09.25 12:00,EUR,61.9857819829
H1,35,2025.09.25 12:00,GBP,40.5944090649
H1,35,2025.09.25 12:00,JPY,34.5450833323
H1,35,2025.09.25 12:00,CHF,37.3912575044
H1,35,2025.09.25 12:00,CAD,49.5355083486
H1,35,2025.09.25 12:00,AUD,69.7657821137
H1,35,2025.09.25 12:00,NZD,64.4138470420
H1,36,2025.09.25 11:00,USD,40.8702121491
H1,36,2025.09.25 11:00,EUR,40.6096752922
H1,36,2025.09.25 11:00,GBP,43.1219495207
H1,36,2025.09.25 11:00,JPY,44.8645099600
H1,36,2025.09.25 11:00,CHF,31.4484864159
H1,36,2025.09.25 11:00,CAD,44.4908007863
H1,36,2025.09.25 11:00,AUD,75.2425997225
H1,36,2025.09.25 11:00,NZD,79.3517661532
H1,37,2025.09.25 10:00,USD,69.1089424025
H1,37,2025.09.25 10:00,EUR,45.0881819289
H1,37,2025.09.25 10:00,GBP,40.8998420673
H1,37,2025.09.25 10:00,JPY,61.2598956721
H1,37,2025.09.25 10:00,CHF,23.0295156223
H1,37,2025.09.25 10:00,CAD,57.2801016331
H1,37,2025.09.25 10:00,AUD,47.1491879025
H1,37,2025.09.25 10:00,NZD,56.1843327713
H1,38,2025.09.25 09:00,USD,51.5062474000
H1,38,2025.09.25 09:00,EUR,59.6398596745
H1,38,2025.09.25 09:00,GBP,73.5362327049
H1,38,2025.09.25 09:00,JPY,39.2410021579
H1,38,2025.09.25 09:00,CHF,27.9780515437
H1,38,2025.09.25 09:00,CAD,36.5804593568
H1,38,2025.09.25 09:00,AUD,61.8343416322
H1,38,2025.09.25 09:00,NZD,49.6838055300
H1,39,2025.09.25 08:00,USD,62.3346865338
H1,39,2025.09.25 08:00,EUR,45.4233765625
H1,39,2025.09.25 08:00,GBP,55.6173599276
H1,39,2025.09.25 08:00,JPY,30.2789878356
H1,39,2025.09.25 08:00,CHF,47.2189500017
H1,39,2025.09.25 08:00,CAD,50.6837874375
H1,39,2025.09.25 08:00,AUD,63.9365296720
H1,39,2025.09.25 08:00,NZD,44.5063220293
H1,40,2025.09.25 07:00,USD,42.7436828212
H1,40,2025.09.25 07:00,EUR,53.3206884518
H1,40,2025.09.25 07:00,GBP,60.9320694178
H1,40,2025.09.25 07:00,JPY,60.4316026807
H1,40,2025.09.25 07:00,CHF,47.5343475951
H1,40,2025.09.25 07:00,CAD,41.1203232664
H1,40,2025.09.25 07:00,AUD,47.8926219817
H1,40,2025.09.25 07:00,NZD,46.0246637852
H1,41,2025.09.25 06:00,USD,39.0533072496
H1,41,2025.09.25 06:00,EUR,55.5116632104
H1,41,2025.09.25 06:00,GBP,50.8347708672
H1,41,2025.09.25 06:00,JPY,41.6288353232
H1,41,2025.09.25 06:00,CHF,39.2317605456
H1,41,2025.09.25 06:00,CAD,45.9593667659
H1,41,2025.09.25 06:00,AUD,63.1624645930
H1,41,2025.09.25 06:00,NZD,64.6178314452
H1,42,2025.09.25 05:00,USD,44.2922021264
H1,42,2025.09.25 05:00,EUR,56.1291490202
H1,42,2025.09.25 05:00,GBP,54.5631825517
H1,42,2025.09.25 05:00,JPY,33.0502371687
H1,42,2025.09.25 05:00,CHF,39.0494514686
H1,42,2025.09.25 05:00,CAD,48.1624671100
H1,42,2025.09.25 05:00,AUD,66.9423551670
H1,42,2025.09.25 05:00,NZD,57.8109553876
H1,43,2025.09.25 04:00,USD,60.8753456256
H1,43,2025.09.25 04:00,EUR,55.2448434710
H1,43,2025.09.25 04:00,GBP,58.2507519196
H1,43,2025.09.25 04:00,JPY,35.9796907381
H1,43,2025.09.25 04:00,CHF,48.2685769072
H1,43,2025.09.25 04:00,CAD,62.0499570132
H1,43,2025.09.25 04:00,AUD,43.4343372077
H1,43,2025.09.25 04:00,NZD,35.8964971175
H1,44,2025.09.25 03:00,USD,43.4525499757
H1,44,2025.09.25 03:00,EUR,48.1874557874
H1,44,2025.09.25 03:00,GBP,56.6662369304
H1,44,2025.09.25 03:00,JPY,65.2064624676
H1,44,2025.09.25 03:00,CHF,55.6317615970
H1,44,2025.09.25 03:00,CAD,43.3828780303
H1,44,2025.09.25 03:00,AUD,59.7027493756
H1,44,2025.09.25 03:00,NZD,27.7699058360
H1,45,2025.09.25 02:00,USD,53.7696772352
H1,45,2025.09.25 02:00,EUR,56.9519148144
H1,45,2025.09.25 02:00,GBP,54.6162613807
H1,45,2025.09.25 02:00,JPY,45.1632001026
H1,45,2025.09.25 02:00,CHF,48.1888065170
H1,45,2025.09.25 02:00,CAD,45.9989676718
H1,45,2025.09.25 02:00,AUD,54.7753828916
H1,45,2025.09.25 02:00,NZD,40.5357893867
H1,46,2025.09.25 01:00,USD,54.8432950367
H1,46,2025.09.25 01:00,EUR,60.9543329855
H1,46,2025.09.25 01:00,GBP,57.0582481475
H1,46,2025.09.25 01:00,JPY,33.7063152179
H1,46,2025.09.25 01:00,CHF,54.2942344367
H1,46,2025.09.25 01:00,CAD,48.0888288081
H1,46,2025.09.25 01:00,AUD,47.4190734771
H1,46,2025.09.25 01:00,NZD,43.6356718906
H1,47,2025.09.25 00:00,USD,56.4776246130
H1,47,2025.09.25 00:00,EUR,45.1795604358
H1,47,2025.09.25 00:00,GBP,53.5345941490
H1,47,2025.09.25 00:00,JPY,52.9666196300
H1,47,2025.09.25 00:00,CHF,65.9706052360
H1,47,2025.09.25 00:00,CAD,45.9452542027
H1,47,2025.09.25 00:00,AUD,28.1918419869
H1,47,2025.09.25 00:00,NZD,51.7338997465
H1,48,2025.09.24 23:00,USD,55.3526026791
H1,48,2025.09.24 23:00,EUR,40.6915245540
H1,48,2025.09.24 23:00,GBP,47.0422807508
H1,48,2025.09.24 23:00,JPY,43.5253735217
H1,48,2025.09.24 23:00,CHF,72.2906277985
H1,48,2025.09.24 23:00,CAD,58.5459319551
H1,48,2025.09.24 23:00,AUD,41.3062157522
H1,48,2025.09.24 23:00,NZD,41.2454429886
H1,49,2025.09.24 22:00,USD,58.1304978658
H1,49,2025.09.24 22:00,EUR,53.9045815603
H1,49,2025.09.24 22:00,GBP,48.3445618695
H1,49,2025.09.24 22:00,JPY,31.0701361401
H1,49,2025.09.24 22:00,CHF,57.6351840384
H1,49,2025.09.24 22:00,CAD,48.1195251277
H1,49,2025.09.24 22:00,AUD,58.6934591548
H1,49,2025.09.24 22:00,NZD,44.1020542435
H1,50,2025.09.24 21:00,USD,71.4587273978
H1,50,2025.09.24 21:00,EUR,56.7060056168
H1,50,2025.09.24 21:00,GBP,57.6025566247
H1,50,2025.09.24 21:00,JPY,29.5820129231
H1,50,2025.09.24 21:00,CHF,60.0118386380
