tf,anchor_shift,bar_time,currency,S
H1,50,2025.09.24 21:00,CAD,51.1861251913
H1,50,2025.09.24 21:00,AUD,45.5201192193
H1,50,2025.09.24 21:00,NZD,27.9326143890
H1,51,2025.09.24 20:00,USD,57.8765425320
H1,51,2025.09.24 20:00,EUR,45.3182021070
H1,51,2025.09.24 20:00,GBP,71.0649252766
H1,51,2025.09.24 20:00,JPY,37.1637637848
H1,51,2025.09.24 20:00,CHF,50.4017597961
H1,51,2025.09.24 20:00,CAD,49.7102270055
H1,51,2025.09.24 20:00,AUD,49.2829608948
H1,51,2025.09.24 20:00,NZD,39.1816186032
H1,52,2025.09.24 19:00,USD,80.3185235904
H1,52,2025.09.24 19:00,EUR,43.0312649764
H1,52,2025.09.24 19:00,GBP,59.2301338799
H1,52,2025.09.24 19:00,JPY,51.4238821176
H1,52,2025.09.24 19:00,CHF,53.6951745630
H1,52,2025.09.24 19:00,CAD,44.6488869697
H1,52,2025.09.24 19:00,AUD,35.3391304762
H1,52,2025.09.24 19:00,NZD,32.3130034269
H1,53,2025.09.24 18:00,USD,70.1565991323
H1,53,2025.09.24 18:00,EUR,53.8511195324
H1,53,2025.09.24 18:00,GBP,57.4063514673
H1,53,2025.09.24 18:00,JPY,42.7733701816
H1,53,2025.09.24 18:00,CHF,48.9941215594
H1,53,2025.09.24 18:00,CAD,53.2989265466
H1,53,2025.09.24 18:00,AUD,42.0668011298
H1,53,2025.09.24 18:00,NZD,31.4527104505
H1,54,2025.09.24 17:00,USD,68.0979737444
H1,54,2025.09.24 17:00,EUR,55.7061673685
H1,54,2025.09.24 17:00,GBP,64.2108622792
H1,54,2025.09.24 17:00,JPY,33.5908486419
H1,54,2025.09.24 17:00,CHF,62.3311623763
H1,54,2025.09.24 17:00,CAD,43.0132983146
H1,54,2025.09.24 17:00,AUD,48.9956073975
H1,54,2025.09.24 17:00,NZD,24.0540798775
H1,55,2025.09.24 16:00,USD,76.5263497460
H1,55,2025.09.24 16:00,EUR,42.1375874782
H1,55,2025.09.24 16:00,GBP,35.9801437844
H1,55,2025.09.24 16:00,JPY,39.3747180122
H1,55,2025.09.24 16:00,CHF,66.8777199080
H1,55,2025.09.24 16:00,CAD,66.1877213909
H1,55,2025.09.24 16:00,AUD,51.6960556933
H1,55,2025.09.24 16:00,NZD,21.2197039870
H1,56,2025.09.24 15:00,USD,74.7004910782
H1,56,2025.09.24 15:00,EUR,42.0011952453
H1,56,2025.09.24 15:00,GBP,41.5769408328
H1,56,2025.09.24 15:00,JPY,24.8485217212
H1,56,2025.09.24 15:00,CHF,69.0365403770
H1,56,2025.09.24 15:00,CAD,64.8838675849
H1,56,2025.09.24 15:00,AUD,45.9234775110
H1,56,2025.09.24 15:00,NZD,37.0289656496
H1,57,2025.09.24 14:00,USD,75.2252375219
H1,57,2025.09.24 14:00,EUR,34.1294389705
H1,57,2025.09.24 14:00,GBP,37.2422345555
H1,57,2025.09.24 14:00,JPY,31.6038044622
H1,57,2025.09.24 14:00,CHF,62.4735864558
H1,57,2025.09.24 14:00,CAD,67.9814705630
H1,57,2025.09.24 14:00,AUD,54.5767748109
H1,57,2025.09.24 14:00,NZD,36.7674526603
H1,58,2025.09.24 13:00,USD,79.8514980305
H1,58,2025.09.24 13:00,EUR,25.5459371866
H1,58,2025.09.24 13:00,GBP,44.9670202624
H1,58,2025.09.24 13:00,JPY,39.3422084912
H1,58,2025.09.24 13:00,CHF,37.3567818238
H1,58,2025.09.24 13:00,CAD,66.7133125337
H1,58,2025.09.24 13:00,AUD,61.2066286550
H1,58,2025.09.24 13:00,NZD,45.0166130168
H1,59,2025.09.24 12:00,USD,72.9478229613
H1,59,2025.09.24 12:00,EUR,37.0115845210
H1,59,2025.09.24 12:00,GBP,51.2316815188
H1,59,2025.09.24 12:00,JPY,33.5789106656
H1,59,2025.09.24 12:00,CHF,47.8103288907
H1,59,2025.09.24 12:00,CAD,43.9666617762
H1,59,2025.09.24 12:00,AUD,68.6886570470
H1,59,2025.09.24 12:00,NZD,44.7643526196
H1,60,2025.09.24 11:00,USD,78.7912601038
H1,60,2025.09.24 11:00,EUR,32.2564068667
H1,60,2025.09.24 11:00,GBP,48.1178992570
H1,60,2025.09.24 11:00,JPY,26.6576453553
H1,60,2025.09.24 11:00,CHF,39.7406001823
H1,60,2025.09.24 11:00,CAD,57.6558984051
H1,60,2025.09.24 11:00,AUD,65.3434605406
H1,60,2025.09.24 11:00,NZD,51.4368292892
H1,61,2025.09.24 10:00,USD,69.7317865925
H1,61,2025.09.24 10:00,EUR,46.4564241642
H1,61,2025.09.24 10:00,GBP,23.8347237998
H1,61,2025.09.24 10:00,JPY,37.0122348544
H1,61,2025.09.24 10:00,CHF,37.1438270481
H1,61,2025.09.24 10:00,CAD,51.0755417159
H1,61,2025.09.24 10:00,AUD,72.4325698056
H1,61,2025.09.24 10:00,NZD,62.3128920194
H1,62,2025.09.24 09:00,USD,76.6827182784
H1,62,2025.09.24 09:00,EUR,39.8694792149
H1,62,2025.09.24 09:00,GBP,47.4547104758
H1,62,2025.09.24 09:00,JPY,24.4801113469
H1,62,2025.09.24 09:00,CHF,58.3546967259
H1,62,2025.09.24 09:00,CAD,49.0965574977
H1,62,2025.09.24 09:00,AUD,67.1313429380
H1,62,2025.09.24 09:00,NZD,36.9303835224
H1,63,2025.09.24 08:00,USD,59.5135188667
H1,63,2025.09.24 08:00,EUR,43.8010534663
H1,63,2025.09.24 08:00,GBP,39.9127320864
H1,63,2025.09.24 08:00,JPY,41.6873561062
H1,63,2025.09.24 08:00,CHF,48.8500261179
H1,63,2025.09.24 08:00,CAD,44.0816934571
H1,63,2025.09.24 08:00,AUD,80.1124899420
H1,63,2025.09.24 08:00,NZD,42.0411299574
H1,64,2025.09.24 07:00,USD,52.8331339277
H1,64,2025.09.24 07:00,EUR,62.8935834030
H1,64,2025.09.24 07:00,GBP,38.9346361060
H1,64,2025.09.24 07:00,JPY,21.2318249793
H1,64,2025.09.24 07:00,CHF,55.0023375081
H1,64,2025.09.24 07:00,CAD,39.7008919524
H1,64,2025.09.24 07:00,AUD,74.7150165924
H1,64,2025.09.24 07:00,NZD,54.6885755311
H1,65,2025.09.24 06:00,USD,67.1479215624
H1,65,2025.09.24 06:00,EUR,56.0322230254
H1,65,2025.09.24 06:00,GBP,43.9588712811
H1,65,2025.09.24 06:00,JPY,29.7075556202
H1,65,2025.09.24 06:00,CHF,46.2012029516
H1,65,2025.09.24 06:00,CAD,46.1387992157
H1,65,2025.09.24 06:00,AUD,66.8387034496
H1,65,2025.09.24 06:00,NZD,43.9747228940
H1,66,2025.09.24 05:00,USD,52.2208531626
H1,66,2025.09.24 05:00,EUR,35.4579371840
H1,66,2025.09.24 05:00,GBP,42.7294219152
H1,66,2025.09.24 05:00,JPY,40.6444863166
H1,66,2025.09.24 05:00,CHF,41.8876136529
H1,66,2025.09.24 05:00,CAD,44.7404454890
H1,66,2025.09.24 05:00,AUD,81.9047619048
H1,66,2025.09.24 05:00,NZD,60.4144803750
H1,67,2025.09.24 04:00,USD,53.8260114535
H1,67,2025.09.24 04:00,EUR,40.6231985642
H1,67,2025.09.24 04:00,GBP,39.9131418547
H1,67,2025.09.24 04:00,JPY,42.8743148579
H1,67,2025.09.24 04:00,CHF,46.6915953420
H1,67,2025.09.24 04:00,CAD,41.2859268082
H1,67,2025.09.24 04:00,AUD,76.8694348288
H1,67,2025.09.24 04:00,NZD,57.9163762906
H1,68,2025.09.24 03:00,USD,64.8693878684
H1,68,2025.09.24 03:00,EUR,48.9836055664
H1,68,2025.09.24 03:00,GBP,53.4081485944
H1,68,2025.09.24 03:00,JPY,32.8544314229
H1,68,2025.09.24 03:00,CHF,50.9507108028
H1,68,2025.09.24 03:00,CAD,49.5409726553
H1,68,2025.09.24 03:00,AUD,45.5149561535
H1,68,2025.09.24 03:00,NZD,53.8777869363
H1,69,2025.09.24 02:00,USD,47.0875691584
H1,69,2025.09.24 02:00,EUR,72.8084066961
H1,69,2025.09.24 02:00,GBP,58.9576928420
H1,69,2025.09.24 02:00,JPY,46.4332826467
H1,69,2025.09.24 02:00,CHF,50.3475019855
H1,69,2025.09.24 02:00,CAD,38.5494248551
H1,69,2025.09.24 02:00,AUD,48.0286805737
H1,69,2025.09.24 02:00,NZD,37.7874412425
H1,70,2025.09.24 01:00,USD,41.6187528053
H1,70,2025.09.24 01:00,EUR,62.6915403143
H1,70,2025.09.24 01:00,GBP,56.1585843755
H1,70,2025.09.24 01:00,JPY,47.7705369709
H1,70,2025.09.24 01:00,CHF,53.4459482102
H1,70,2025.09.24 01:00,CAD,37.1522242545
H1,70,2025.09.24 01:00,AUD,51.8795955484
H1,70,2025.09.24 01:00,NZD,49.2828175209
H1,71,2025.09.24 00:00,USD,47.6146123503
H1,71,2025.09.24 00:00,EUR,50.3780974237
H1,71,2025.09.24 00:00,GBP,38.1753435576
H1,71,2025.09.24 00:00,JPY,70.8333144632
H1,71,2025.09.24 00:00,CHF,54.9169871895
H1,71,2025.09.24 00:00,CAD,49.7079607127
H1,71,2025.09.24 00:00,AUD,36.6186867699
H1,71,2025.09.24 00:00,NZD,51.7549975332
H1,72,2025.09.23 23:00,USD,37.2539432890
H1,72,2025.09.23 23:00,EUR,46.7785832419
H1,72,2025.09.23 23:00,GBP,46.4617157019
H1,72,2025.09.23 23:00,JPY,53.7442879095
H1,72,2025.09.23 23:00,CHF,78.8193996959
H1,72,2025.09.23 23:00,CAD,44.6383124266
H1,72,2025.09.23 23:00,AUD,44.6884745041
H1,72,2025.09.23 23:00,NZD,47.6152832310
H1,73,2025.09.23 22:00,USD,34.5066882463
H1,73,2025.09.23 22:00,EUR,62.3366115755
H1,73,2025.09.23 22:00,GBP,62.5649102732
H1,73,2025.09.23 22:00,JPY,42.9124048694
H1,73,2025.09.23 22:00,CHF,55.0769070637
H1,73,2025.09.23 22:00,CAD,38.5147870246
H1,73,2025.09.23 22:00,AUD,57.1113185136
H1,73,2025.09.23 22:00,NZD,46.9763724338
H1,74,2025.09.23 21:00,USD,48.2592802606
H1,74,2025.09.23 21:00,EUR,65.0047528438
H1,74,2025.09.23 21:00,GBP,46.5249672536
H1,74,2025.09.23 21:00,JPY,72.9351506649
H1,74,2025.09.23 21:00,CHF,62.0363780233
H1,74,2025.09.23 21:00,CAD,22.8982446329
H1,74,2025.09.23 21:00,AUD,41.9751473623
H1,74,2025.09.23 21:00,NZD,40.3660789585
H1,75,2025.09.23 20:00,USD,44.5676487614
H1,75,2025.09.23 20:00,EUR,69.9556751561
H1,75,2025.09.23 20:00,GBP,51.1816532771
H1,75,2025.09.23 20:00,JPY,66.7681397699
H1,75,2025.09.23 20:00,CHF,65.7945128697
H1,75,2025.09.23 20:00,CAD,26.5078072433
H1,75,2025.09.23 20:00,AUD,37.9026264074
H1,75,2025.09.23 20:00,NZD,37.3219365151
H1,76,2025.09.23 19:00,USD,41.2940706417
H1,76,2025.09.23 19:00,EUR,57.6060658532
H1,76,2025.09.23 19:00,GBP,52.6811463564
H1,76,2025.09.23 19:00,JPY,42.5979969106
H1,76,2025.09.23 19:00,CHF,64.8830476985
H1,76,2025.09.23 19:00,CAD,38.2569742479
H1,76,2025.09.23 19:00,AUD,54.4259770169
H1,76,2025.09.23 19:00,NZD,48.2547212748
H1,77,2025.09.23 18:00,USD,60.0023645583
H1,77,2025.09.23 18:00,EUR,59.8458982790
H1,77,2025.09.23 18:00,GBP,58.6340407404
H1,77,2025.09.23 18:00,JPY,30.7204399012
H1,77,2025.09.23 18:00,CHF,56.2032876147
H1,77,2025.09.23 18:00,CAD,40.8706495360
H1,77,2025.09.23 18:00,AUD,47.5137287023
H1,77,2025.09.23 18:00,NZD,46.2095906681
H1,78,2025.09.23 17:00,USD,53.8217136828
H1,78,2025.09.23 17:00,EUR,49.5196372174
H1,78,2025.09.23 17:00,GBP,67.5214982048
H1,78,2025.09.23 17:00,JPY,48.0188241416
H1,78,2025.09.23 17:00,CHF,26.8442253765
H1,78,2025.09.23 17:00,CAD,45.2135764594
H1,78,2025.09.23 17:00,AUD,59.7240725046
H1,78,2025.09.23 17:00,NZD,49.3364524129
H1,79,2025.09.23 16:00,USD,48.6389018977
H1,79,2025.09.23 16:00,EUR,49.9552832212
H1,79,2025.09.23 16:00,GBP,50.9347461940
H1,79,2025.09.23 16:00,JPY,57.9784789084
H1,79,2025.09.23 16:00,CHF,48.6984106423
H1,79,2025.09.23 16:00,CAD,53.6328150447
H1,79,2025.09.23 16:00,AUD,58.0570517386
H1,79,2025.09.23 16:00,NZD,32.1043123530
H1,80,2025.09.23 15:00,USD,42.3136491292
H1,80,2025.09.23 15:00,EUR,45.0912967631
H1,80,2025.09.23 15:00,GBP,72.0202679128
H1,80,2025.09.23 15:00,JPY,30.4583894266
H1,80,2025.09.23 15:00,CHF,46.4021462423
H1,80,2025.09.23 15:00,CAD,63.2289565381
H1,80,2025.09.23 15:00,AUD,65.1582795726
H1,80,2025.09.23 15:00,NZD,35.3270144154
H4,1,2025.09.26 16:00,USD,50.5972333383
H4,1,2025.09.26 16:00,EUR,49.6845580400
H4,1,2025.09.26 16:00,GBP,70.9619009795
H4,1,2025.09.26 16:00,JPY,38.3457598032
H4,1,2025.09.26 16:00,CHF,52.1439897091
H4,1,2025.09.26 16:00,CAD,43.8591129108
H4,1,2025.09.26 16:00,AUD,57.4158202558
H4,1,2025.09.26 16:00,NZD,36.9916249634
H4,2,2025.09.26 12:00,USD,56.0665538041
H4,2,2025.09.26 12:00,EUR,49.4592834641
H4,2,2025.09.26 12:00,GBP,58.1805035247
H4,2,2025.09.26 12:00,JPY,50.1286188021
H4,2,2025.09.26 12:00,CHF,55.2946325973
H4,2,2025.09.26 12:00,CAD,59.8389982974
H4,2,2025.09.26 12:00,AUD,43.0233958263
H4,2,2025.09.26 12:00,NZD,28.0080136838
H4,3,2025.09.26 08:00,USD,67.6835220273
H4,3,2025.09.26 08:00,EUR,62.7639586710
H4,3,2025.09.26 08:00,GBP,61.7940644433
H4,3,2025.09.26 08:00,JPY,36.1743470399
H4,3,2025.09.26 08:00,CHF,61.2351942043
H4,3,2025.09.26 08:00,CAD,48.5312322057
H4,3,2025.09.26 08:00,AUD,31.5585132252
H4,3,2025.09.26 08:00,NZD,30.2591681834
H4,4,2025.09.26 04:00,USD,59.7880875149
H4,4,2025.09.26 04:00,EUR,60.8186092402
H4,4,2025.09.26 04:00,GBP,48.6619067889
H4,4,2025.09.26 04:00,JPY,39.9784085419
H4,4,2025.09.26 04:00,CHF,55.1025255943
H4,4,2025.09.26 04:00,CAD,52.7391453952
H4,4,2025.09.26 04:00,AUD,50.8601002979
H4,4,2025.09.26 04:00,NZD,32.0512166268
H4,5,2025.09.26 00:00,USD,63.8239362456
H4,5,2025.09.26 00:00,EUR,56.4731006280
H4,5,2025.09.26 00:00,GBP,46.7048076427
H4,5,2025.09.26 00:00,JPY,45.8629555178
H4,5,2025.09.26 00:00,CHF,53.3067330534
H4,5,2025.09.26 00:00,CAD,57.9966892528
H4,5,2025.09.26 00:00,AUD,48.4311434077
H4,5,2025.09.26 00:00,NZD,27.4006342520
H4,6,2025.09.25 20:00,USD,74.7619047619
H4,6,2025.09.25 20:00,EUR,39.3909040188
H4,6,2025.09.25 20:00,GBP,33.2130274241
H4,6,2025.09.25 20:00,JPY,46.1629631327
H4,6,2025.09.25 20:00,CHF,67.4841164053
H4,6,2025.09.25 20:00,CAD,63.1599647703
H4,6,2025.09.25 20:00,AUD,45.0813885608
H4,6,2025.09.25 20:00,NZD,30.7457309262
H4,7,2025.09.25 16:00,USD,81.8438061611
H4,7,2025.09.25 16:00,EUR,53.6714705963
H4,7,2025.09.25 16:00,GBP,34.3869585895
H4,7,2025.09.25 16:00,JPY,37.3663706858
H4,7,2025.09.25 16:00,CHF,52.4707455653
H4,7,2025.09.25 16:00,CAD,68.7181686664
H4,7,2025.09.25 16:00,AUD,50.4270532895
H4,7,2025.09.25 16:00,NZD,21.1154264462
H4,8,2025.09.25 12:00,USD,82.1584271763
H4,8,2025.09.25 12:00,EUR,54.7166559010
H4,8,2025.09.25 12:00,GBP,31.7193199902
H4,8,2025.09.25 12:00,JPY,42.6197533852
H4,8,2025.09.25 12:00,CHF,42.0055536684
H4,8,2025.09.25 12:00,CAD,66.2697977739
H4,8,2025.09.25 12:00,AUD,46.5849530911
H4,8,2025.09.25 12:00,NZD,33.9255390141
H4,9,2025.09.25 08:00,USD,69.1327292679
H4,9,2025.09.25 08:00,EUR,43.7208183530
H4,9,2025.09.25 08:00,GBP,48.3230169286
H4,9,2025.09.25 08:00,JPY,33.4362153612
H4,9,2025.09.25 08:00,CHF,37.2482482432
H4,9,2025.09.25 08:00,CAD,45.8499321489
H4,9,2025.09.25 08:00,AUD,68.6946851104
H4,9,2025.09.25 08:00,NZD,53.5943545868
H4,10,2025.09.25 04:00,USD,54.3102712978
H4,10,2025.09.25 04:00,EUR,55.9632683351
H4,10,2025.09.25 04:00,GBP,54.3212626013
H4,10,2025.09.25 04:00,JPY,35.2455855549
H4,10,2025.09.25 04:00,CHF,46.0148157383
H4,10,2025.09.25 04:00,CAD,44.3170021788
H4,10,2025.09.25 04:00,AUD,66.5214555169
H4,10,2025.09.25 04:00,NZD,43.3063387770
H4,11,2025.09.25 00:00,USD,52.2383683583
H4,11,2025.09.25 00:00,EUR,54.0140492105
H4,11,2025.09.25 00:00,GBP,50.5950592600
H4,11,2025.09.25 00:00,JPY,49.3883297397
H4,11,2025.09.25 00:00,CHF,55.7032333346
H4,11,2025.09.25 00:00,CAD,41.0715583489
H4,11,2025.09.25 00:00,AUD,67.9993233431
H4,11,2025.09.25 00:00,NZD,28.9900784050
H4,12,2025.09.24 20:00,USD,66.8671456082
H4,12,2025.09.24 20:00,EUR,46.4732798159
H4,12,2025.09.24 20:00,GBP,48.8686714741
H4,12,2025.09.24 20:00,JPY,32.7498425556
H4,12,2025.09.24 20:00,CHF,71.1464628934
H4,12,2025.09.24 20:00,CAD,48.3770284926
H4,12,2025.09.24 20:00,AUD,53.8508384856
H4,12,2025.09.24 20:00,NZD,31.6667306746
H4,13,2025.09.24 16:00,USD,79.2386288548
H4,13,2025.09.24 16:00,EUR,50.5782574584
H4,13,2025.09.24 16:00,GBP,57.0083568929
H4,13,2025.09.24 16:00,JPY,40.7913819917
H4,13,2025.09.24 16:00,CHF,67.7947067731
H4,13,2025.09.24 16:00,CAD,39.1980433301
H4,13,2025.09.24 16:00,AUD,45.8246581418
H4,13,2025.09.24 16:00,NZD,19.5659665573
H4,14,2025.09.24 12:00,USD,73.9765755606
H4,14,2025.09.24 12:00,EUR,40.9757856626
H4,14,2025.09.24 12:00,GBP,44.3153234107
H4,14,2025.09.24 12:00,JPY,28.1347201306
H4,14,2025.09.24 12:00,CHF,65.8442049451
H4,14,2025.09.24 12:00,CAD,51.4730565123
H4,14,2025.09.24 12:00,AUD,62.3454587902
H4,14,2025.09.24 12:00,NZD,32.9348749879
H4,15,2025.09.24 08:00,USD,65.4509525108
H4,15,2025.09.24 08:00,EUR,48.6980575411
H4,15,2025.09.24 08:00,GBP,47.6847755384
H4,15,2025.09.24 08:00,JPY,31.3360610625
H4,15,2025.09.24 08:00,CHF,46.7115108998
H4,15,2025.09.24 08:00,CAD,44.7580011901
H4,15,2025.09.24 08:00,AUD,73.0705898867
H4,15,2025.09.24 08:00,NZD,42.2900513706
H4,16,2025.09.24 04:00,USD,50.1763304920
H4,16,2025.09.24 04:00,EUR,59.0015416069
H4,16,2025.09.24 04:00,GBP,46.6889364269
H4,16,2025.09.24 04:00,JPY,34.3348431660
H4,16,2025.09.24 04:00,CHF,49.9539588118
H4,16,2025.09.24 04:00,CAD,33.6083823851
H4,16,2025.09.24 04:00,AUD,76.6898678735
H4,16,2025.09.24 04:00,NZD,49.5461392377
H4,17,2025.09.24 00:00,USD,58.5879238667
H4,17,2025.09.24 00:00,EUR,64.3622477751
H4,17,2025.09.24 00:00,GBP,56.8145212931
H4,17,2025.09.24 00:00,JPY,48.5098155578
H4,17,2025.09.24 00:00,CHF,54.0283492008
H4,17,2025.09.24 00:00,CAD,37.4447321904
H4,17,2025.09.24 00:00,AUD,40.8954207881
H4,17,2025.09.24 00:00,NZD,39.3569893279
H4,18,2025.09.23 20:00,USD,46.0851839990
H4,18,2025.09.23 20:00,EUR,65.9318743267
H4,18,2025.09.23 20:00,GBP,47.3232264811
H4,18,2025.09.23 20:00,JPY,61.1710938226
H4,18,2025.09.23 20:00,CHF,74.7668422251
H4,18,2025.09.23 20:00,CAD,28.7382957578
H4,18,2025.09.23 20:00,AUD,36.8922991247
H4,18,2025.09.23 20:00,NZD,39.0911842630
H4,19,2025.09.23 16:00,USD,52.1716014231
H4,19,2025.09.23 16:00,EUR,66.4833194251
H4,19,2025.09.23 16:00,GBP,54.0635387581
H4,19,2025.09.23 16:00,JPY,50.9575377974
H4,19,2025.09.23 16:00,CHF,62.8556295090
H4,19,2025.09.23 16:00,CAD,35.4012134408
H4,19,2025.09.23 16:00,AUD,48.0728438936
H4,19,2025.09.23 16:00,NZD,29.9943157530
H4,20,2025.09.23 12:00,USD,43.2373149912
H4,20,2025.09.23 12:00,EUR,54.8558380897
H4,20,2025.09.23 12:00,GBP,51.6227690941
H4,20,2025.09.23 12:00,JPY,39.8093112991
H4,20,2025.09.23 12:00,CHF,53.3270805340
H4,20,2025.09.23 12:00,CAD,50.3015684573
H4,20,2025.09.23 12:00,AUD,64.1733127327
H4,20,2025.09.23 12:00,NZD,42.6728048020
H4,21,2025.09.23 08:00,USD,50.7978502320
H4,21,2025.09.23 08:00,EUR,56.2222949380
H4,21,2025.09.23 08:00,GBP,36.5754884776
H4,21,2025.09.23 08:00,JPY,64.3155649405
H4,21,2025.09.23 08:00,CHF,58.4688666413
H4,21,2025.09.23 08:00,CAD,31.6818682467
H4,21,2025.09.23 08:00,AUD,54.4660729982
H4,21,2025.09.23 08:00,NZD,47.4719935256
H4,22,2025.09.23 04:00,USD,60.5295186469
H4,22,2025.09.23 04:00,EUR,74.0544638096
H4,22,2025.09.23 04:00,GBP,53.0778753667
H4,22,2025.09.23 04:00,JPY,51.1285382152
H4,22,2025.09.23 04:00,CHF,61.0610704596
H4,22,2025.09.23 04:00,CAD,42.3459378358
H4,22,2025.09.23 04:00,AUD,29.3690131704
H4,22,2025.09.23 04:00,NZD,28.4335824959
H4,23,2025.09.23 00:00,USD,53.1829644892
H4,23,2025.09.23 00:00,EUR,72.9775787632
H4,23,2025.09.23 00:00,GBP,54.5843726737
H4,23,2025.09.23 00:00,JPY,54.8279696030
H4,23,2025.09.23 00:00,CHF,58.7614791961
H4,23,2025.09.23 00:00,CAD,35.8064911125
H4,23,2025.09.23 00:00,AUD,37.9089074963
H4,23,2025.09.23 00:00,NZD,31.9502366660
H4,24,2025.09.22 20:00,USD,47.9809078078
H4,24,2025.09.22 20:00,EUR,64.7796045085
H4,24,2025.09.22 20:00,GBP,35.6319874426
H4,24,2025.09.22 20:00,JPY,58.1837982406
H4,24,2025.09.22 20:00,CHF,65.8776704689
H4,24,2025.09.22 20:00,CAD,38.2603592439
H4,24,2025.09.22 20:00,AUD,42.7440220436
H4,24,2025.09.22 20:00,NZD,46.5416502440
H4,25,2025.09.22 16:00,USD,55.6884662432
H4,25,2025.09.22 16:00,EUR,69.0509243599
H4,25,2025.09.22 16:00,GBP,48.8432007304
H4,25,2025.09.22 16:00,JPY,58.5016033246
H4,25,2025.09.22 16:00,CHF,61.6454233771
H4,25,2025.09.22 16:00,CAD,33.5627752321
H4,25,2025.09.22 16:00,AUD,29.8656038376
H4,25,2025.09.22 16:00,NZD,42.8420028950
H4,26,2025.09.22 12:00,USD,49.2858752736
H4,26,2025.09.22 12:00,EUR,67.8046398431
H4,26,2025.09.22 12:00,GBP,45.9635023186
H4,26,2025.09.22 12:00,JPY,50.1260218312
H4,26,2025.09.22 12:00,CHF,58.2795732379
H4,26,2025.09.22 12:00,CAD,48.0109208123
H4,26,2025.09.22 12:00,AUD,40.0331042934
H4,26,2025.09.22 12:00,NZD,40.4963623898
H4,27,2025.09.22 08:00,USD,53.2565792411
H4,27,2025.09.22 08:00,EUR,61.9198367139
H4,27,2025.09.22 08:00,GBP,47.4546359127
H4,27,2025.09.22 08:00,JPY,60.0432498656
H4,27,2025.09.22 08:00,CHF,60.3968074221
H4,27,2025.09.22 08:00,CAD,45.5515061887
H4,27,2025.09.22 08:00,AUD,37.7692675001
H4,27,2025.09.22 08:00,NZD,33.6081171559
H4,28,2025.09.22 04:00,USD,64.9256361098
H4,28,2025.09.22 04:00,EUR,52.8336718622
H4,28,2025.09.22 04:00,GBP,39.7828164240
H4,28,2025.09.22 04:00,JPY,39.6497026138
H4,28,2025.09.22 04:00,CHF,35.3800215767
H4,28,2025.09.22 04:00,CAD,57.5836244503
H4,28,2025.09.22 04:00,AUD,59.9361761771
H4,28,2025.09.22 04:00,NZD,49.9083507861
H4,29,2025.09.22 00:00,USD,75.2625817759
H4,29,2025.09.22 00:00,EUR,55.3181141227
H4,29,2025.09.22 00:00,GBP,46.2032801738
H4,29,2025.09.22 00:00,JPY,41.0934583626
H4,29,2025.09.22 00:00,CHF,41.5280805719
H4,29,2025.09.22 00:00,CAD,65.1901945156
H4,29,2025.09.22 00:00,AUD,40.1794899902
H4,29,2025.09.22 00:00,NZD,35.2248004874
H4,30,2025.09.19 20:00,USD,68.7895930437
H4,30,2025.09.19 20:00,EUR,40.8320205649
H4,30,2025.09.19 20:00,GBP,26.4949137991
H4,30,2025.09.19 20:00,JPY,59.7467812240
H4,30,2025.09.19 20:00,CHF,53.1575021164
H4,30,2025.09.19 20:00,CAD,70.3640755069
H4,30,2025.09.19 20:00,AUD,44.3360094445
H4,30,2025.09.19 20:00,NZD,36.2791043005
H4,31,2025.09.19 16:00,USD,60.2499076809
H4,31,2025.09.19 16:00,EUR,53.5434110473
H4,31,2025.09.19 16:00,GBP,35.6550410646
H4,31,2025.09.19 16:00,JPY,63.9104718256
H4,31,2025.09.19 16:00,CHF,50.9647964828
H4,31,2025.09.19 16:00,CAD,75.7818178358
H4,31,2025.09.19 16:00,AUD,36.4582679954
H4,31,2025.09.19 16:00,NZD,23.4362860676
H4,32,2025.09.19 12:00,USD,78.7860579437
H4,32,2025.09.19 12:00,EUR,46.8646015359
H4,32,2025.09.19 12:00,GBP,28.3032115460
H4,32,2025.09.19 12:00,JPY,46.7463743331
H4,32,2025.09.19 12:00,CHF,48.7071691123
H4,32,2025.09.19 12:00,CAD,69.2697761738
H4,32,2025.09.19 12:00,AUD,42.9277513813
H4,32,2025.09.19 12:00,NZD,38.3950579739
H4,33,2025.09.19 08:00,USD,73.1387711320
H4,33,2025.09.19 08:00,EUR,54.5553247534
H4,33,2025.09.19 08:00,GBP,29.1637342796
H4,33,2025.09.19 08:00,JPY,54.1650829440
H4,33,2025.09.19 08:00,CHF,32.5934496645
H4,33,2025.09.19 08:00,CAD,58.9017158320
H4,33,2025.09.19 08:00,AUD,52.3947935203
H4,33,2025.09.19 08:00,NZD,45.0871278742
H4,34,2025.09.19 04:00,USD,70.6483303496
H4,34,2025.09.19 04:00,EUR,53.6506933511
H4,34,2025.09.19 04:00,GBP,46.6611888976
H4,34,2025.09.19 04:00,JPY,65.6157994806
H4,34,2025.09.19 04:00,CHF,45.4602823270
H4,34,2025.09.19 04:00,CAD,62.4152544745
H4,34,2025.09.19 04:00,AUD,32.6850510024
H4,34,2025.09.19 04:00,NZD,22.8634001172
H4,35,2025.09.19 00:00,USD,70.0191822025
H4,35,2025.09.19 00:00,EUR,64.7530957905
H4,35,2025.09.19 00:00,GBP,45.0407758965
H4,35,2025.09.19 00:00,JPY,32.4118764031
H4,35,2025.09.19 00:00,CHF,48.2516770613
