tf,shift,bar_time,pair,ifm_light
M30,4801,2026.02.20 15:00,EURNZD,50.0000000000
M30,4801,2026.02.20 15:30,EURUSD,60.0000000000
M30,4801,2026.02.20 15:00,GBPAUD,60.0000000000
M30,4801,2026.02.20 13:30,GBPCAD,60.0000000000
M30,4801,2026.02.20 15:00,GBPCHF,86.6666666667
M30,4801,2026.02.20 15:00,GBPJPY,76.6666666667
M30,4801,2026.02.20 15:00,GBPNZD,60.0000000000
M30,4801,2026.02.20 14:00,GBPUSD,73.3333333333
M30,4801,2026.02.20 15:00,NZDCAD,76.6666666667
M30,4801,2026.02.20 15:00,NZDCHF,50.0000000000
M30,4801,2026.02.20 15:00,NZDJPY,43.3333333333
M30,4801,2026.02.20 15:00,NZDUSD,56.6666666667
M30,4801,2026.02.20 15:00,USDCAD,23.3333333333
M30,4801,2026.02.20 15:00,USDCHF,20.0000000000
M30,4801,2026.02.20 15:00,USDJPY,30.0000000000
M30,4841,2026.02.19 19:00,AUDCAD,70.0000000000
M30,4841,2026.02.19 19:00,AUDCHF,80.0000000000
M30,4841,2026.02.19 19:00,AUDJPY,70.0000000000
M30,4841,2026.02.19 19:00,AUDNZD,50.0000000000
M30,4841,2026.02.19 19:00,AUDUSD,50.0000000000
M30,4841,2026.02.19 19:00,CADCHF,53.3333333333
M30,4841,2026.02.19 19:00,CADJPY,33.3333333333
M30,4841,2026.02.19 19:00,CHFJPY,46.6666666667
M30,4841,2026.02.19 19:00,EURAUD,50.0000000000
M30,4841,2026.02.19 19:00,EURCAD,43.3333333333
M30,4841,2026.02.19 19:00,EURCHF,76.6666666667
M30,4841,2026.02.19 19:00,EURGBP,60.0000000000
M30,4841,2026.02.19 19:00,EURJPY,46.6666666667
M30,4841,2026.02.19 19:00,EURNZD,20.0000000000
M30,4841,2026.02.19 19:30,EURUSD,46.6666666667
M30,4841,2026.02.19 19:00,GBPAUD,26.6666666667
M30,4841,2026.02.19 17:30,GBPCAD,20.0000000000
M30,4841,2026.02.19 19:00,GBPCHF,46.6666666667
M30,4841,2026.02.19 19:00,GBPJPY,46.6666666667
M30,4841,2026.02.19 19:00,GBPNZD,26.6666666667
M30,4841,2026.02.19 18:00,GBPUSD,30.0000000000
M30,4841,2026.02.19 19:00,NZDCAD,70.0000000000
M30,4841,2026.02.19 19:00,NZDCHF,80.0000000000
M30,4841,2026.02.19 19:00,NZDJPY,70.0000000000
M30,4841,2026.02.19 19:00,NZDUSD,43.3333333333
M30,4841,2026.02.19 19:00,USDCAD,50.0000000000
M30,4841,2026.02.19 19:00,USDCHF,66.6666666667
M30,4841,2026.02.19 19:00,USDJPY,53.3333333333
M30,4881,2026.02.18 23:00,AUDCAD,33.3333333333
M30,4881,2026.02.18 23:00,AUDCHF,23.3333333333
M30,4881,2026.02.18 23:00,AUDJPY,66.6666666667
M30,4881,2026.02.18 23:00,AUDNZD,53.3333333333
M30,4881,2026.02.18 23:00,AUDUSD,36.6666666667
M30,4881,2026.02.18 23:00,CADCHF,23.3333333333
M30,4881,2026.02.18 23:00,CADJPY,66.6666666667
M30,4881,2026.02.18 23:00,CHFJPY,73.3333333333
M30,4881,2026.02.18 23:00,EURAUD,33.3333333333
M30,4881,2026.02.18 23:00,EURCAD,36.6666666667
M30,4881,2026.02.18 23:00,EURCHF,16.6666666667
M30,4881,2026.02.18 23:00,EURGBP,66.6666666667
M30,4881,2026.02.18 23:00,EURJPY,73.3333333333
M30,4881,2026.02.18 23:00,EURNZD,53.3333333333
M30,4881,2026.02.18 23:30,EURUSD,26.6666666667
M30,4881,2026.02.18 23:00,GBPAUD,33.3333333333
M30,4881,2026.02.18 21:30,GBPCAD,20.0000000000
M30,4881,2026.02.18 23:00,GBPCHF,16.6666666667
M30,4881,2026.02.18 23:00,GBPJPY,66.6666666667
M30,4881,2026.02.18 23:00,GBPNZD,53.3333333333
M30,4881,2026.02.18 22:00,GBPUSD,16.6666666667
M30,4881,2026.02.18 23:00,NZDCAD,36.6666666667
M30,4881,2026.02.18 23:00,NZDCHF,23.3333333333
M30,4881,2026.02.18 23:00,NZDJPY,46.6666666667
M30,4881,2026.02.18 23:00,NZDUSD,36.6666666667
M30,4881,2026.02.18 23:00,USDCAD,63.3333333333
M30,4881,2026.02.18 23:00,USDCHF,46.6666666667
M30,4881,2026.02.18 23:00,USDJPY,66.6666666667
M30,4921,2026.02.18 03:00,AUDCAD,50.0000000000
M30,4921,2026.02.18 03:00,AUDCHF,46.6666666667
M30,4921,2026.02.18 03:00,AUDJPY,43.3333333333
M30,4921,2026.02.18 03:00,AUDNZD,86.6666666667
M30,4921,2026.02.18 03:00,AUDUSD,50.0000000000
M30,4921,2026.02.18 03:00,CADCHF,53.3333333333
M30,4921,2026.02.18 03:00,CADJPY,56.6666666667
M30,4921,2026.02.18 03:00,CHFJPY,70.0000000000
M30,4921,2026.02.18 03:00,EURAUD,53.3333333333
M30,4921,2026.02.18 03:00,EURCAD,53.3333333333
M30,4921,2026.02.18 03:00,EURCHF,50.0000000000
M30,4921,2026.02.18 03:00,EURGBP,46.6666666667
M30,4921,2026.02.18 03:00,EURJPY,56.6666666667
M30,4921,2026.02.18 03:00,EURNZD,86.6666666667
M30,4921,2026.02.18 03:30,EURUSD,46.6666666667
M30,4921,2026.02.18 03:00,GBPAUD,53.3333333333
M30,4921,2026.02.18 01:30,GBPCAD,63.3333333333
M30,4921,2026.02.18 03:00,GBPCHF,76.6666666667
M30,4921,2026.02.18 03:00,GBPJPY,70.0000000000
M30,4921,2026.02.18 03:00,GBPNZD,86.6666666667
M30,4921,2026.02.18 02:00,GBPUSD,53.3333333333
M30,4921,2026.02.18 03:00,NZDCAD,20.0000000000
M30,4921,2026.02.18 03:00,NZDCHF,20.0000000000
M30,4921,2026.02.18 03:00,NZDJPY,20.0000000000
M30,4921,2026.02.18 03:00,NZDUSD,20.0000000000
M30,4921,2026.02.18 03:00,USDCAD,73.3333333333
M30,4921,2026.02.18 03:00,USDCHF,56.6666666667
M30,4921,2026.02.18 03:00,USDJPY,56.6666666667
M30,4961,2026.02.17 07:00,AUDCAD,36.6666666667
M30,4961,2026.02.17 07:00,AUDCHF,23.3333333333
M30,4961,2026.02.17 07:00,AUDJPY,30.0000000000
M30,4961,2026.02.17 07:00,AUDNZD,26.6666666667
M30,4961,2026.02.17 07:00,AUDUSD,30.0000000000
M30,4961,2026.02.17 07:00,CADCHF,20.0000000000
M30,4961,2026.02.17 07:00,CADJPY,20.0000000000
M30,4961,2026.02.17 07:00,CHFJPY,20.0000000000
M30,4961,2026.02.17 07:00,EURAUD,63.3333333333
M30,4961,2026.02.17 07:00,EURCAD,56.6666666667
M30,4961,2026.02.17 07:00,EURCHF,13.3333333333
M30,4961,2026.02.17 07:00,EURGBP,80.0000000000
M30,4961,2026.02.17 07:00,EURJPY,20.0000000000
M30,4961,2026.02.17 07:00,EURNZD,20.0000000000
M30,4961,2026.02.17 07:30,EURUSD,43.3333333333
M30,4961,2026.02.17 07:00,GBPAUD,43.3333333333
M30,4961,2026.02.17 05:30,GBPCAD,33.3333333333
M30,4961,2026.02.17 07:00,GBPCHF,20.0000000000
M30,4961,2026.02.17 07:00,GBPJPY,20.0000000000
M30,4961,2026.02.17 07:00,GBPNZD,20.0000000000
M30,4961,2026.02.17 06:00,GBPUSD,40.0000000000
M30,4961,2026.02.17 07:00,NZDCAD,73.3333333333
M30,4961,2026.02.17 07:00,NZDCHF,50.0000000000
M30,4961,2026.02.17 07:00,NZDJPY,30.0000000000
M30,4961,2026.02.17 07:00,NZDUSD,50.0000000000
M30,4961,2026.02.17 07:00,USDCAD,76.6666666667
M30,4961,2026.02.17 07:00,USDCHF,30.0000000000
M30,4961,2026.02.17 07:00,USDJPY,20.0000000000
M30,5001,2026.02.16 11:00,AUDCAD,76.6666666667
M30,5001,2026.02.16 11:00,AUDCHF,60.0000000000
M30,5001,2026.02.16 11:00,AUDJPY,73.3333333333
M30,5001,2026.02.16 11:00,AUDNZD,30.0000000000
M30,5001,2026.02.16 11:00,AUDUSD,60.0000000000
M30,5001,2026.02.16 11:00,CADCHF,66.6666666667
M30,5001,2026.02.16 11:00,CADJPY,76.6666666667
M30,5001,2026.02.16 11:00,CHFJPY,80.0000000000
M30,5001,2026.02.16 11:00,EURAUD,33.3333333333
M30,5001,2026.02.16 11:00,EURCAD,50.0000000000
M30,5001,2026.02.16 11:00,EURCHF,60.0000000000
M30,5001,2026.02.16 11:00,EURGBP,20.0000000000
M30,5001,2026.02.16 11:00,EURJPY,86.6666666667
M30,5001,2026.02.16 11:00,EURNZD,20.0000000000
M30,5001,2026.02.16 11:30,EURUSD,30.0000000000
M30,5001,2026.02.16 11:00,GBPAUD,56.6666666667
M30,5001,2026.02.16 09:30,GBPCAD,30.0000000000
M30,5001,2026.02.16 11:00,GBPCHF,73.3333333333
M30,5001,2026.02.16 11:00,GBPJPY,86.6666666667
M30,5001,2026.02.16 11:00,GBPNZD,50.0000000000
M30,5001,2026.02.16 10:00,GBPUSD,73.3333333333
M30,5001,2026.02.16 11:00,NZDCAD,73.3333333333
M30,5001,2026.02.16 11:00,NZDCHF,73.3333333333
M30,5001,2026.02.16 11:00,NZDJPY,76.6666666667
M30,5001,2026.02.16 11:00,NZDUSD,73.3333333333
M30,5001,2026.02.16 11:00,USDCAD,40.0000000000
M30,5001,2026.02.16 11:00,USDCHF,60.0000000000
M30,5001,2026.02.16 11:00,USDJPY,76.6666666667
M30,5041,2026.02.13 15:00,AUDCAD,36.6666666667
M30,5041,2026.02.13 15:00,AUDCHF,26.6666666667
M30,5041,2026.02.13 15:00,AUDJPY,20.0000000000
M30,5041,2026.02.13 15:00,AUDNZD,30.0000000000
M30,5041,2026.02.13 15:00,AUDUSD,36.6666666667
M30,5041,2026.02.13 15:00,CADCHF,20.0000000000
M30,5041,2026.02.13 15:00,CADJPY,30.0000000000
M30,5041,2026.02.13 15:00,CHFJPY,50.0000000000
M30,5041,2026.02.13 15:00,EURAUD,66.6666666667
M30,5041,2026.02.13 15:00,EURCAD,60.0000000000
M30,5041,2026.02.13 15:00,EURCHF,20.0000000000
M30,5041,2026.02.13 15:00,EURGBP,50.0000000000
M30,5041,2026.02.13 15:00,EURJPY,36.6666666667
M30,5041,2026.02.13 15:00,EURNZD,56.6666666667
M30,5041,2026.02.13 15:30,EURUSD,80.0000000000
M30,5041,2026.02.13 15:00,GBPAUD,86.6666666667
M30,5041,2026.02.13 13:30,GBPCAD,20.0000000000
M30,5041,2026.02.13 15:00,GBPCHF,46.6666666667
M30,5041,2026.02.13 15:00,GBPJPY,56.6666666667
M30,5041,2026.02.13 15:00,GBPNZD,86.6666666667
M30,5041,2026.02.13 14:00,GBPUSD,30.0000000000
M30,5041,2026.02.13 15:00,NZDCAD,50.0000000000
M30,5041,2026.02.13 15:00,NZDCHF,26.6666666667
M30,5041,2026.02.13 15:00,NZDJPY,36.6666666667
M30,5041,2026.02.13 15:00,NZDUSD,50.0000000000
M30,5041,2026.02.13 15:00,USDCAD,80.0000000000
M30,5041,2026.02.13 15:00,USDCHF,26.6666666667
M30,5041,2026.02.13 15:00,USDJPY,36.6666666667
M30,5081,2026.02.12 19:00,AUDCAD,30.0000000000
M30,5081,2026.02.12 19:00,AUDCHF,20.0000000000
M30,5081,2026.02.12 19:00,AUDJPY,20.0000000000
M30,5081,2026.02.12 19:00,AUDNZD,36.6666666667
M30,5081,2026.02.12 19:00,AUDUSD,20.0000000000
M30,5081,2026.02.12 19:00,CADCHF,20.0000000000
M30,5081,2026.02.12 19:00,CADJPY,20.0000000000
M30,5081,2026.02.12 19:00,CHFJPY,20.0000000000
M30,5081,2026.02.12 19:00,EURAUD,73.3333333333
M30,5081,2026.02.12 19:00,EURCAD,73.3333333333
M30,5081,2026.02.12 19:00,EURCHF,43.3333333333
M30,5081,2026.02.12 19:00,EURGBP,70.0000000000
M30,5081,2026.02.12 19:00,EURJPY,33.3333333333
M30,5081,2026.02.12 19:00,EURNZD,86.6666666667
M30,5081,2026.02.12 19:30,EURUSD,20.0000000000
M30,5081,2026.02.12 19:00,GBPAUD,73.3333333333
M30,5081,2026.02.12 17:30,GBPCAD,66.6666666667
M30,5081,2026.02.12 19:00,GBPCHF,36.6666666667
M30,5081,2026.02.12 19:00,GBPJPY,20.0000000000
M30,5081,2026.02.12 19:00,GBPNZD,73.3333333333
M30,5081,2026.02.12 18:00,GBPUSD,30.0000000000
M30,5081,2026.02.12 19:00,NZDCAD,30.0000000000
M30,5081,2026.02.12 19:00,NZDCHF,20.0000000000
M30,5081,2026.02.12 19:00,NZDJPY,20.0000000000
M30,5081,2026.02.12 19:00,NZDUSD,13.3333333333
M30,5081,2026.02.12 19:00,USDCAD,73.3333333333
M30,5081,2026.02.12 19:00,USDCHF,70.0000000000
M30,5081,2026.02.12 19:00,USDJPY,33.3333333333
M30,5121,2026.02.11 23:00,AUDCAD,73.3333333333
M30,5121,2026.02.11 23:00,AUDCHF,53.3333333333
M30,5121,2026.02.11 23:00,AUDJPY,66.6666666667
M30,5121,2026.02.11 23:00,AUDNZD,46.6666666667
M30,5121,2026.02.11 23:00,AUDUSD,53.3333333333
M30,5121,2026.02.11 23:00,CADCHF,46.6666666667
M30,5121,2026.02.11 23:00,CADJPY,33.3333333333
M30,5121,2026.02.11 23:00,CHFJPY,33.3333333333
M30,5121,2026.02.11 23:00,EURAUD,33.3333333333
M30,5121,2026.02.11 23:00,EURCAD,53.3333333333
M30,5121,2026.02.11 23:00,EURCHF,66.6666666667
M30,5121,2026.02.11 23:00,EURGBP,46.6666666667
M30,5121,2026.02.11 23:00,EURJPY,46.6666666667
M30,5121,2026.02.11 23:00,EURNZD,53.3333333333
M30,5121,2026.02.11 23:30,EURUSD,46.6666666667
M30,5121,2026.02.11 23:00,GBPAUD,33.3333333333
M30,5121,2026.02.11 21:30,GBPCAD,36.6666666667
M30,5121,2026.02.11 23:00,GBPCHF,46.6666666667
M30,5121,2026.02.11 23:00,GBPJPY,46.6666666667
M30,5121,2026.02.11 23:00,GBPNZD,33.3333333333
M30,5121,2026.02.11 22:00,GBPUSD,23.3333333333
M30,5121,2026.02.11 23:00,NZDCAD,53.3333333333
M30,5121,2026.02.11 23:00,NZDCHF,66.6666666667
M30,5121,2026.02.11 23:00,NZDJPY,46.6666666667
M30,5121,2026.02.11 23:00,NZDUSD,33.3333333333
M30,5121,2026.02.11 23:00,USDCAD,73.3333333333
M30,5121,2026.02.11 23:00,USDCHF,66.6666666667
M30,5121,2026.02.11 23:00,USDJPY,46.6666666667
M30,5161,2026.02.11 03:00,AUDCAD,73.3333333333
M30,5161,2026.02.11 03:00,AUDCHF,73.3333333333
M30,5161,2026.02.11 03:00,AUDJPY,26.6666666667
M30,5161,2026.02.11 03:00,AUDNZD,76.6666666667
M30,5161,2026.02.11 03:00,AUDUSD,76.6666666667
M30,5161,2026.02.11 03:00,CADCHF,50.0000000000
M30,5161,2026.02.11 03:00,CADJPY,26.6666666667
M30,5161,2026.02.11 03:00,CHFJPY,20.0000000000
M30,5161,2026.02.11 03:00,EURAUD,20.0000000000
M30,5161,2026.02.11 03:00,EURCAD,53.3333333333
M30,5161,2026.02.11 03:00,EURCHF,56.6666666667
M30,5161,2026.02.11 03:00,EURGBP,60.0000000000
M30,5161,2026.02.11 03:00,EURJPY,20.0000000000
M30,5161,2026.02.11 03:00,EURNZD,36.6666666667
M30,5161,2026.02.11 03:30,EURUSD,46.6666666667
M30,5161,2026.02.11 03:00,GBPAUD,20.0000000000
M30,5161,2026.02.11 01:30,GBPCAD,36.6666666667
M30,5161,2026.02.11 03:00,GBPCHF,63.3333333333
M30,5161,2026.02.11 03:00,GBPJPY,20.0000000000
M30,5161,2026.02.11 03:00,GBPNZD,50.0000000000
M30,5161,2026.02.11 02:00,GBPUSD,53.3333333333
M30,5161,2026.02.11 03:00,NZDCAD,66.6666666667
M30,5161,2026.02.11 03:00,NZDCHF,70.0000000000
M30,5161,2026.02.11 03:00,NZDJPY,20.0000000000
M30,5161,2026.02.11 03:00,NZDUSD,73.3333333333
M30,5161,2026.02.11 03:00,USDCAD,30.0000000000
M30,5161,2026.02.11 03:00,USDCHF,43.3333333333
M30,5161,2026.02.11 03:00,USDJPY,13.3333333333
M30,5201,2026.02.10 07:00,AUDCAD,23.3333333333
M30,5201,2026.02.10 07:00,AUDCHF,23.3333333333
M30,5201,2026.02.10 07:00,AUDJPY,16.6666666667
M30,5201,2026.02.10 07:00,AUDNZD,26.6666666667
M30,5201,2026.02.10 07:00,AUDUSD,23.3333333333
M30,5201,2026.02.10 07:00,CADCHF,66.6666666667
M30,5201,2026.02.10 07:00,CADJPY,16.6666666667
M30,5201,2026.02.10 07:00,CHFJPY,16.6666666667
M30,5201,2026.02.10 07:00,EURAUD,76.6666666667
M30,5201,2026.02.10 07:00,EURCAD,46.6666666667
M30,5201,2026.02.10 07:00,EURCHF,73.3333333333
M30,5201,2026.02.10 07:00,EURGBP,66.6666666667
M30,5201,2026.02.10 07:00,EURJPY,16.6666666667
M30,5201,2026.02.10 07:00,EURNZD,63.3333333333
M30,5201,2026.02.10 07:30,EURUSD,33.3333333333
M30,5201,2026.02.10 07:00,GBPAUD,76.6666666667
M30,5201,2026.02.10 05:30,GBPCAD,23.3333333333
M30,5201,2026.02.10 07:00,GBPCHF,66.6666666667
M30,5201,2026.02.10 07:00,GBPJPY,16.6666666667
M30,5201,2026.02.10 07:00,GBPNZD,56.6666666667
M30,5201,2026.02.10 06:00,GBPUSD,26.6666666667
M30,5201,2026.02.10 07:00,NZDCAD,36.6666666667
M30,5201,2026.02.10 07:00,NZDCHF,46.6666666667
M30,5201,2026.02.10 07:00,NZDJPY,20.0000000000
M30,5201,2026.02.10 07:00,NZDUSD,36.6666666667
M30,5201,2026.02.10 07:00,USDCAD,46.6666666667
M30,5201,2026.02.10 07:00,USDCHF,66.6666666667
M30,5201,2026.02.10 07:00,USDJPY,20.0000000000
M30,5241,2026.02.09 11:00,AUDCAD,66.6666666667
M30,5241,2026.02.09 11:00,AUDCHF,33.3333333333
M30,5241,2026.02.09 11:00,AUDJPY,63.3333333333
M30,5241,2026.02.09 11:00,AUDNZD,76.6666666667
M30,5241,2026.02.09 11:00,AUDUSD,83.3333333333
M30,5241,2026.02.09 11:00,CADCHF,20.0000000000
M30,5241,2026.02.09 11:00,CADJPY,53.3333333333
M30,5241,2026.02.09 11:00,CHFJPY,66.6666666667
M30,5241,2026.02.09 11:00,EURAUD,56.6666666667
M30,5241,2026.02.09 11:00,EURCAD,73.3333333333
M30,5241,2026.02.09 11:00,EURCHF,20.0000000000
M30,5241,2026.02.09 11:00,EURGBP,73.3333333333
M30,5241,2026.02.09 11:00,EURJPY,66.6666666667
M30,5241,2026.02.09 11:00,EURNZD,60.0000000000
M30,5241,2026.02.09 11:30,EURUSD,66.6666666667
M30,5241,2026.02.09 11:00,GBPAUD,20.0000000000
M30,5241,2026.02.09 09:30,GBPCAD,33.3333333333
M30,5241,2026.02.09 11:00,GBPCHF,26.6666666667
M30,5241,2026.02.09 11:00,GBPJPY,36.6666666667
M30,5241,2026.02.09 11:00,GBPNZD,50.0000000000
M30,5241,2026.02.09 10:00,GBPUSD,30.0000000000
M30,5241,2026.02.09 11:00,NZDCAD,33.3333333333
M30,5241,2026.02.09 11:00,NZDCHF,20.0000000000
M30,5241,2026.02.09 11:00,NZDJPY,30.0000000000
M30,5241,2026.02.09 11:00,NZDUSD,50.0000000000
M30,5241,2026.02.09 11:00,USDCAD,13.3333333333
M30,5241,2026.02.09 11:00,USDCHF,13.3333333333
M30,5241,2026.02.09 11:00,USDJPY,23.3333333333
M30,5281,2026.02.06 15:00,AUDCAD,50.0000000000
M30,5281,2026.02.06 15:00,AUDCHF,76.6666666667
M30,5281,2026.02.06 15:00,AUDJPY,86.6666666667
M30,5281,2026.02.06 15:00,AUDNZD,80.0000000000
M30,5281,2026.02.06 15:00,AUDUSD,86.6666666667
M30,5281,2026.02.06 15:00,CADCHF,86.6666666667
M30,5281,2026.02.06 15:00,CADJPY,80.0000000000
M30,5281,2026.02.06 15:00,CHFJPY,60.0000000000
M30,5281,2026.02.06 15:00,EURAUD,26.6666666667
M30,5281,2026.02.06 15:00,EURCAD,20.0000000000
M30,5281,2026.02.06 15:00,EURCHF,76.6666666667
M30,5281,2026.02.06 15:00,EURGBP,56.6666666667
M30,5281,2026.02.06 15:00,EURJPY,80.0000000000
M30,5281,2026.02.06 15:00,EURNZD,40.0000000000
M30,5281,2026.02.06 15:30,EURUSD,86.6666666667
M30,5281,2026.02.06 15:00,GBPAUD,20.0000000000
M30,5281,2026.02.06 13:30,GBPCAD,60.0000000000
M30,5281,2026.02.06 15:00,GBPCHF,50.0000000000
M30,5281,2026.02.06 15:00,GBPJPY,60.0000000000
M30,5281,2026.02.06 15:00,GBPNZD,26.6666666667
M30,5281,2026.02.06 14:00,GBPUSD,80.0000000000
M30,5281,2026.02.06 15:00,NZDCAD,50.0000000000
M30,5281,2026.02.06 15:00,NZDCHF,56.6666666667
M30,5281,2026.02.06 15:00,NZDJPY,80.0000000000
M30,5281,2026.02.06 15:00,NZDUSD,86.6666666667
M30,5281,2026.02.06 15:00,USDCAD,13.3333333333
M30,5281,2026.02.06 15:00,USDCHF,50.0000000000
M30,5281,2026.02.06 15:00,USDJPY,50.0000000000
M30,5321,2026.02.05 19:00,AUDCAD,50.0000000000
M30,5321,2026.02.05 19:00,AUDCHF,36.6666666667
M30,5321,2026.02.05 19:00,AUDJPY,46.6666666667
M30,5321,2026.02.05 19:00,AUDNZD,50.0000000000
M30,5321,2026.02.05 19:00,AUDUSD,50.0000000000
M30,5321,2026.02.05 19:00,CADCHF,53.3333333333
M30,5321,2026.02.05 19:00,CADJPY,46.6666666667
M30,5321,2026.02.05 19:00,CHFJPY,43.3333333333
M30,5321,2026.02.05 19:00,EURAUD,70.0000000000
M30,5321,2026.02.05 19:00,EURCAD,46.6666666667
M30,5321,2026.02.05 19:00,EURCHF,53.3333333333
M30,5321,2026.02.05 19:00,EURGBP,53.3333333333
M30,5321,2026.02.05 19:00,EURJPY,46.6666666667
M30,5321,2026.02.05 19:00,EURNZD,66.6666666667
M30,5321,2026.02.05 19:30,EURUSD,53.3333333333
M30,5321,2026.02.05 19:00,GBPAUD,36.6666666667
M30,5321,2026.02.05 17:30,GBPCAD,33.3333333333
M30,5321,2026.02.05 19:00,GBPCHF,33.3333333333
M30,5321,2026.02.05 19:00,GBPJPY,46.6666666667
M30,5321,2026.02.05 19:00,GBPNZD,46.6666666667
M30,5321,2026.02.05 18:00,GBPUSD,46.6666666667
M30,5321,2026.02.05 19:00,NZDCAD,36.6666666667
M30,5321,2026.02.05 19:00,NZDCHF,36.6666666667
M30,5321,2026.02.05 19:00,NZDJPY,46.6666666667
M30,5321,2026.02.05 19:00,NZDUSD,50.0000000000
M30,5321,2026.02.05 19:00,USDCAD,30.0000000000
M30,5321,2026.02.05 19:00,USDCHF,53.3333333333
M30,5321,2026.02.05 19:00,USDJPY,33.3333333333
M30,5361,2026.02.04 23:00,AUDCAD,33.3333333333
M30,5361,2026.02.04 23:00,AUDCHF,33.3333333333
M30,5361,2026.02.04 23:00,AUDJPY,66.6666666667
M30,5361,2026.02.04 23:00,AUDNZD,46.6666666667
M30,5361,2026.02.04 23:00,AUDUSD,46.6666666667
M30,5361,2026.02.04 23:00,CADCHF,63.3333333333
M30,5361,2026.02.04 23:00,CADJPY,66.6666666667
M30,5361,2026.02.04 23:00,CHFJPY,53.3333333333
M30,5361,2026.02.04 23:00,EURAUD,53.3333333333
M30,5361,2026.02.04 23:00,EURCAD,23.3333333333
M30,5361,2026.02.04 23:00,EURCHF,63.3333333333
M30,5361,2026.02.04 23:00,EURGBP,46.6666666667
M30,5361,2026.02.04 23:00,EURJPY,53.3333333333
M30,5361,2026.02.04 23:00,EURNZD,53.3333333333
M30,5361,2026.02.04 23:30,EURUSD,53.3333333333
M30,5361,2026.02.04 23:00,GBPAUD,33.3333333333
M30,5361,2026.02.04 21:30,GBPCAD,53.3333333333
M30,5361,2026.02.04 23:00,GBPCHF,33.3333333333
M30,5361,2026.02.04 23:00,GBPJPY,46.6666666667
M30,5361,2026.02.04 23:00,GBPNZD,36.6666666667
M30,5361,2026.02.04 22:00,GBPUSD,33.3333333333
M30,5361,2026.02.04 23:00,NZDCAD,33.3333333333
M30,5361,2026.02.04 23:00,NZDCHF,33.3333333333
M30,5361,2026.02.04 23:00,NZDJPY,53.3333333333
M30,5361,2026.02.04 23:00,NZDUSD,46.6666666667
M30,5361,2026.02.04 23:00,USDCAD,26.6666666667
M30,5361,2026.02.04 23:00,USDCHF,46.6666666667
M30,5361,2026.02.04 23:00,USDJPY,63.3333333333
M30,5401,2026.02.04 03:00,AUDCAD,86.6666666667
M30,5401,2026.02.04 03:00,AUDCHF,86.6666666667
M30,5401,2026.02.04 03:00,AUDJPY,86.6666666667
M30,5401,2026.02.04 03:00,AUDNZD,80.0000000000
M30,5401,2026.02.04 03:00,AUDUSD,86.6666666667
M30,5401,2026.02.04 03:00,CADCHF,63.3333333333
M30,5401,2026.02.04 03:00,CADJPY,86.6666666667
M30,5401,2026.02.04 03:00,CHFJPY,86.6666666667
M30,5401,2026.02.04 03:00,EURAUD,20.0000000000
M30,5401,2026.02.04 03:00,EURCAD,70.0000000000
M30,5401,2026.02.04 03:00,EURCHF,80.0000000000
M30,5401,2026.02.04 03:00,EURGBP,30.0000000000
M30,5401,2026.02.04 03:00,EURJPY,86.6666666667
M30,5401,2026.02.04 03:00,EURNZD,73.3333333333
M30,5401,2026.02.04 03:30,EURUSD,76.6666666667
M30,5401,2026.02.04 03:00,GBPAUD,20.0000000000
M30,5401,2026.02.04 01:30,GBPCAD,46.6666666667
M30,5401,2026.02.04 03:00,GBPCHF,80.0000000000
M30,5401,2026.02.04 03:00,GBPJPY,86.6666666667
M30,5401,2026.02.04 03:00,GBPNZD,73.3333333333
M30,5401,2026.02.04 02:00,GBPUSD,66.6666666667
M30,5401,2026.02.04 03:00,NZDCAD,43.3333333333
M30,5401,2026.02.04 03:00,NZDCHF,66.6666666667
M30,5401,2026.02.04 03:00,NZDJPY,86.6666666667
M30,5401,2026.02.04 03:00,NZDUSD,56.6666666667
M30,5401,2026.02.04 03:00,USDCAD,26.6666666667
M30,5401,2026.02.04 03:00,USDCHF,56.6666666667
M30,5401,2026.02.04 03:00,USDJPY,80.0000000000
M30,5441,2026.02.03 07:00,AUDCAD,60.0000000000
M30,5441,2026.02.03 07:00,AUDCHF,60.0000000000
M30,5441,2026.02.03 07:00,AUDJPY,73.3333333333
M30,5441,2026.02.03 07:00,AUDNZD,60.0000000000
M30,5441,2026.02.03 07:00,AUDUSD,60.0000000000
M30,5441,2026.02.03 07:00,CADCHF,33.3333333333
M30,5441,2026.02.03 07:00,CADJPY,66.6666666667
M30,5441,2026.02.03 07:00,CHFJPY,73.3333333333
M30,5441,2026.02.03 07:00,EURAUD,33.3333333333
M30,5441,2026.02.03 07:00,EURCAD,50.0000000000
M30,5441,2026.02.03 07:00,EURCHF,33.3333333333
M30,5441,2026.02.03 07:00,EURGBP,30.0000000000
M30,5441,2026.02.03 07:00,EURJPY,66.6666666667
M30,5441,2026.02.03 07:00,EURNZD,20.0000000000
M30,5441,2026.02.03 07:30,EURUSD,53.3333333333
M30,5441,2026.02.03 07:00,GBPAUD,33.3333333333
M30,5441,2026.02.03 05:30,GBPCAD,50.0000000000
M30,5441,2026.02.03 07:00,GBPCHF,66.6666666667
M30,5441,2026.02.03 07:00,GBPJPY,76.6666666667
M30,5441,2026.02.03 07:00,GBPNZD,20.0000000000
M30,5441,2026.02.03 06:00,GBPUSD,83.3333333333
M30,5441,2026.02.03 07:00,NZDCAD,73.3333333333
