time_epoch,time_server,open,high,low,close,tick_volume,spread
1768176000,2026.01.12 00:00,105.829,106.280,105.822,106.035,39025,1
1768262400,2026.01.13 00:00,106.042,106.700,105.948,106.416,104664,1
1768348800,2026.01.14 00:00,106.416,106.717,105.589,105.732,123519,1
1768435200,2026.01.15 00:00,105.733,106.332,105.674,106.254,104824,1
1768521600,2026.01.16 00:00,106.255,106.320,105.526,105.634,92545,1
1768780800,2026.01.19 00:00,105.307,106.189,105.212,106.117,85590,1
1768867200,2026.01.20 00:00,106.122,106.825,105.915,106.473,141017,1
1768953600,2026.01.21 00:00,106.473,107.203,106.298,106.970,122617,1
1769040000,2026.01.22 00:00,106.970,108.405,106.946,108.309,112525,1
1769126400,2026.01.23 00:00,108.325,109.005,107.202,107.293,131815,1
1769385600,2026.01.26 00:00,107.084,107.315,106.077,106.491,148706,1
1769472000,2026.01.27 00:00,106.495,107.094,106.068,106.728,141252,1
1769558400,2026.01.28 00:00,106.728,108.050,106.602,107.968,163244,1
1769644800,2026.01.29 00:00,107.969,108.572,106.524,107.838,179166,1
1769731200,2026.01.30 00:00,107.832,108.585,107.294,107.713,215357,1
1769990400,2026.02.02 00:00,107.755,108.369,106.856,108.079,215816,1
1770076800,2026.02.03 00:00,108.079,109.554,108.070,109.275,168804,1
1770163200,2026.02.04 00:00,109.273,110.189,109.184,109.736,155003,1
1770249600,2026.02.05 00:00,109.736,109.962,108.506,108.775,183651,1
1770336000,2026.02.06 00:00,108.774,110.378,108.047,110.215,138709,1
1770595200,2026.02.09 00:00,110.439,110.790,109.654,110.462,139359,1
1770681600,2026.02.10 00:00,110.462,110.659,108.894,109.137,117694,1
1770768000,2026.02.11 00:00,109.141,109.643,108.577,109.096,152446,1
1770854400,2026.02.12 00:00,109.096,109.484,107.969,108.177,161286,1
1770940800,2026.02.13 00:00,108.177,108.792,107.694,107.948,152180,1
1771200000,2026.02.16 00:00,107.856,108.891,107.848,108.561,67024,1
1771286400,2026.02.17 00:00,108.540,108.738,107.847,108.588,142783,1
1771372800,2026.02.18 00:00,108.593,109.207,108.373,109.010,103782,1
1771459200,2026.02.19 00:00,109.018,109.766,108.854,109.366,121179,1
1771545600,2026.02.20 00:00,109.366,110.070,108.879,109.814,152761,1
1771804800,2026.02.23 00:00,109.661,109.776,108.805,109.087,121013,1
1771891200,2026.02.24 00:00,109.077,110.439,109.044,109.996,115050,1
1771977600,2026.02.25 00:00,110.009,111.475,109.969,111.293,111365,1
1772064000,2026.02.26 00:00,111.290,111.336,110.264,110.849,123646,1
1772150400,2026.02.27 00:00,110.851,111.297,110.508,111.017,128738,1
1772409600,2026.03.02 00:00,110.096,111.791,110.084,111.728,224105,1
1772496000,2026.03.03 00:00,111.727,112.090,109.529,110.874,269685,1
