tf,anchor_shift,bar_time,currency,vel,acel,zvel,zS,cesta
H1,73,2025.09.25 23:00,JPY,16.1993690159,17.8306115398,0.4850615182,0.8229396395,0.7142857143
H1,73,2025.09.25 23:00,CHF,29.7931136560,19.7075293728,1.2190806702,1.8606659437,0.8571428571
H1,73,2025.09.25 23:00,CAD,-10.8220134982,-34.9026412833,-0.4300744465,0.6760889047,0.5714285714
H1,73,2025.09.25 23:00,AUD,-5.6262922720,19.0515030260,-0.1690595444,-0.4415837508,0.5714285714
H1,73,2025.09.25 23:00,NZD,2.9721117583,41.8752759603,0.1137886946,-0.8090092461,0.5714285714
H1,74,2025.09.25 22:00,USD,-22.0326095533,-31.9712861985,-0.7649142015,0.7719465540,0.8571428571
H1,74,2025.09.25 22:00,EUR,6.0355101902,2.1485835668,0.2364515316,0.5513791357,0.4285714286
H1,74,2025.09.25 22:00,GBP,-4.0446427913,-2.2692792385,-0.1574799643,-1.5455278981,1.0000000000
H1,74,2025.09.25 22:00,JPY,-3.0566786830,1.8927375588,-0.0912955032,0.3580551497,0.5714285714
H1,74,2025.09.25 22:00,CHF,8.6255709694,-22.6744983505,0.3544404805,1.4256128906,1.0000000000
H1,74,2025.09.25 22:00,CAD,-19.2707260666,-32.4668149097,-0.7704584605,0.1326518656,0.7142857143
H1,74,2025.09.25 22:00,AUD,21.1422237222,40.3972181648,0.6322327332,-0.1060347012,0.7142857143
H1,74,2025.09.25 22:00,NZD,12.6013522124,44.9433394067,0.4839912911,-1.5880829963,0.8571428571
H1,75,2025.09.25 21:00,USD,-9.2138009065,-41.2088072714,-0.3300110233,1.5263115369,1.0000000000
H1,75,2025.09.25 21:00,EUR,-5.7183000634,10.8854515206,-0.2318301142,-0.7969948942,0.5714285714
H1,75,2025.09.25 21:00,GBP,7.1437501181,49.1512732088,0.2784624878,-0.5240771162,0.7142857143
H1,75,2025.09.25 21:00,JPY,-12.2233942601,-32.0309556963,-0.3641262632,-0.1995178622,0.4285714286
H1,75,2025.09.25 21:00,CHF,38.4903590854,36.3903026392,1.4559446552,1.1669097490,0.7142857143
H1,75,2025.09.25 21:00,CAD,-10.5981812045,-49.5640871304,-0.4355376859,0.9393980483,0.8571428571
H1,75,2025.09.25 21:00,AUD,6.4072850518,35.8694546910,0.1928348642,-0.7051395740,0.8571428571
H1,75,2025.09.25 21:00,NZD,-14.2877178209,-9.4926319615,-0.5449928124,-1.4068898876,1.0000000000
H1,76,2025.09.25 20:00,USD,7.6014854686,-0.8236590574,0.2712494711,1.7130242189,1.0000000000
H1,76,2025.09.25 20:00,EUR,-9.8716465984,-17.5412722715,-0.3942018849,-0.4094302870,0.5714285714
H1,76,2025.09.25 20:00,GBP,11.2378116614,37.2155565044,0.4343982202,-0.5839970436,0.7142857143
H1,76,2025.09.25 20:00,JPY,-1.9445074433,-25.8980658604,-0.0579535483,0.1381976006,0.5714285714
H1,76,2025.09.25 20:00,CHF,22.9410608273,26.0975770083,0.8534951873,1.0270114967,0.7142857143
H1,76,2025.09.25 20:00,CAD,-13.0347481797,-35.4726781805,-0.4986873567,0.6092531924,0.8571428571
H1,76,2025.09.25 20:00,AUD,-12.2708771060,10.5173711463,-0.3717095512,-1.2758053012,1.0000000000
H1,76,2025.09.25 20:00,NZD,-4.6585786299,5.9051707109,-0.1776121425,-1.2182538769,0.8571428571
H1,77,2025.09.25 19:00,USD,26.5595694731,17.7802876391,0.9438133297,1.9409803902,1.0000000000
H1,77,2025.09.25 19:00,EUR,-7.2465500389,-24.6455212567,-0.3092856496,0.9312208603,0.7142857143
H1,77,2025.09.25 19:00,GBP,-7.4407504362,12.1231685239,-0.2888033666,-1.1079778557,0.8571428571
H1,77,2025.09.25 19:00,JPY,1.7725536291,17.4643315202,0.0527708638,-0.2410539258,0.4285714286
H1,77,2025.09.25 19:00,CHF,-2.3591668646,-6.2501431904,-0.0907365440,-0.0645444187,0.5714285714
H1,77,2025.09.25 19:00,CAD,4.9240157458,-5.7524378516,0.1837971125,0.4645209938,0.8571428571
H1,77,2025.09.25 19:00,AUD,-9.1466153037,-7.5371695931,-0.2778438542,-0.8890822601,0.7142857143
H1,77,2025.09.25 19:00,NZD,-7.0630562045,-3.1825157914,-0.2684062408,-1.0340637840,1.0000000000
H1,78,2025.09.25 18:00,USD,30.6126217698,27.8975984083,1.0815394717,1.5317680884,1.0000000000
H1,78,2025.09.25 18:00,EUR,-10.7499876029,-17.2241063754,-0.4525485873,0.0845786347,0.5714285714
H1,78,2025.09.25 18:00,GBP,-7.8986822156,9.3250383557,-0.2876033580,-1.1961805546,0.7142857143
H1,78,2025.09.25 18:00,JPY,-5.2851593174,1.7985926735,-0.1597523265,-1.4194653563,0.8571428571
H1,78,2025.09.25 18:00,CHF,9.6061161579,11.4466191991,0.3693534334,-0.2055018539,0.5714285714
H1,78,2025.09.25 18:00,CAD,16.9385285944,13.3623870117,0.6372059992,1.1274946502,0.8571428571
H1,78,2025.09.25 18:00,AUD,-9.4851777949,-16.0884953156,-0.3004722702,0.7036117747,0.7142857143
H1,78,2025.09.25 18:00,NZD,-23.7382595914,-30.5176339572,-0.8978691035,-0.6263053834,1.0000000000
H1,79,2025.09.25 17:00,USD,38.1774068985,41.5993968757,1.3481846433,1.8868407421,1.0000000000
H1,79,2025.09.25 17:00,EUR,9.6498678989,25.1693416269,0.4035779458,0.0168590984,0.5714285714
H1,79,2025.09.25 17:00,GBP,-16.7812848417,-3.1566488308,-0.5750580677,-1.3618622532,0.8571428571
H1,79,2025.09.25 17:00,JPY,-1.6312425239,-13.4455153153,-0.0495079324,-0.4395453779,0.5714285714
H1,79,2025.09.25 17:00,CHF,10.0855842832,17.6865493358,0.3672750500,-0.5499197817,0.7142857143
H1,79,2025.09.25 17:00,CAD,24.0806277851,27.7522941087,0.9064752310,1.2063408023,0.8571428571
H1,79,2025.09.25 17:00,AUD,-24.6777952980,-32.9780398535,-0.7869640650,0.0366878951,0.7142857143
H1,79,2025.09.25 17:00,NZD,-38.9031642020,-62.6273779475,-1.3608143442,-0.7954011250,1.0000000000
H1,80,2025.09.25 16:00,USD,9.9386766451,1.7050798683,0.3399040827,1.5983808546,1.0000000000
H1,80,2025.09.25 16:00,EUR,3.8869266234,14.0435881654,0.1621255817,-0.0563959086,0.5714285714
H1,80,2025.09.25 16:00,GBP,-1.7753635528,13.9136603539,-0.0610180150,-0.5502750405,0.7142857143
H1,80,2025.09.25 16:00,JPY,-4.9494162418,-30.2296211758,-0.1485632399,0.3472418682,0.5714285714
H1,80,2025.09.25 16:00,CHF,31.3000693200,56.5391306049,1.1492126023,0.2382407201,0.7142857143
H1,80,2025.09.25 16:00,CAD,13.1960888431,17.9659442232,0.4959809863,1.1267274876,0.8571428571
H1,80,2025.09.25 16:00,AUD,-19.2549944426,-22.9698451375,-0.6403414490,-1.2163991097,0.8571428571
H1,80,2025.09.25 16:00,NZD,-32.3419871943,-50.9679369025,-1.1561426206,-1.4875208718,1.0000000000
H4,1,2025.09.30 20:00,USD,-4.2329585827,1.1007438349,-0.1777217287,-0.5922922023,1.0000000000
H4,1,2025.09.30 20:00,EUR,-5.5585395782,0.5740944393,-0.1911279836,-1.1714378316,0.8571428571
H4,1,2025.09.30 20:00,GBP,-6.0219832138,-1.5551268434,-0.3001781425,-0.5428003072,0.5714285714
H4,1,2025.09.30 20:00,JPY,-5.1677828562,-25.8324030969,-0.1915721628,1.8807097064,1.0000000000
H4,1,2025.09.30 20:00,CHF,5.4014264682,23.7181891257,0.2031370690,0.2647355002,0.7142857143
H4,1,2025.09.30 20:00,CAD,-9.8916291924,-18.4743344437,-0.3967367834,-0.8677749415,0.7142857143
H4,1,2025.09.30 20:00,AUD,4.6497741954,-11.1976279112,0.1494140091,1.2536280556,0.8571428571
H4,1,2025.09.30 20:00,NZD,20.8216927597,31.6664648953,1.1009109985,-0.2247679797,0.4285714286
H4,2,2025.09.30 16:00,USD,-20.6548602524,-16.4635554510,-0.9098034074,-1.4520409310,0.8571428571
H4,2,2025.09.30 16:00,EUR,-4.5136740585,-6.2417638258,-0.1567186197,-0.1856913574,0.5714285714
H4,2,2025.09.30 16:00,GBP,7.7045913654,32.4014150990,0.3639663415,0.0203050524,0.5714285714
H4,2,2025.09.30 16:00,JPY,2.3502478589,-28.8543457542,0.0808376818,1.3114214613,1.0000000000
H4,2,2025.09.30 16:00,CHF,20.4800714997,33.3906485035,0.7722486143,0.5816494027,0.7142857143
H4,2,2025.09.30 16:00,CAD,-31.1258518906,-43.3945519698,-1.2282319630,-1.4968979295,1.0000000000
H4,2,2025.09.30 16:00,AUD,7.2049578309,0.9867653876,0.2307112140,1.2478503599,0.8571428571
H4,2,2025.09.30 16:00,NZD,18.5545176464,28.1753880107,0.9704544212,-0.0265960584,0.7142857143
H4,3,2025.09.30 12:00,USD,-6.6622097669,3.3593926913,-0.2981288548,-0.7256966025,0.8571428571
H4,3,2025.09.30 12:00,EUR,-27.0725346591,-50.1370979842,-0.9103160236,-0.3109058103,0.5714285714
H4,3,2025.09.30 12:00,GBP,-14.8372149888,-24.6221043555,-0.6813717739,0.3432172942,0.7142857143
H4,3,2025.09.30 12:00,JPY,3.4283179813,-17.1798098015,0.1159546276,1.6516980712,0.8571428571
H4,3,2025.09.30 12:00,CHF,-1.3279718342,19.3694286497,-0.0556745019,-1.1435570739,0.8571428571
H4,3,2025.09.30 12:00,CAD,8.1813106300,38.8748928564,0.3246213388,-0.8662265729,0.8571428571
H4,3,2025.09.30 12:00,AUD,28.9559398568,28.9089537734,0.8794679617,1.5055135929,1.0000000000
H4,3,2025.09.30 12:00,NZD,9.3343627809,1.4263441704,0.4666934134,-0.4540428985,0.4285714286
H4,4,2025.09.30 08:00,USD,-14.0856131178,10.5774706265,-0.6374921524,-1.2607324199,1.0000000000
H4,4,2025.09.30 08:00,EUR,22.7591069912,47.1264206449,0.7841445318,0.6676620695,0.7142857143
H4,4,2025.09.30 08:00,GBP,-6.6490746535,-2.1258458862,-0.3055740256,-0.1358019415,0.5714285714
H4,4,2025.09.30 08:00,JPY,4.8762947525,-35.7844193596,0.1658072832,1.8978971112,1.0000000000
H4,4,2025.09.30 08:00,CHF,-8.4456722050,3.9614600784,-0.3559460456,-0.5756056231,0.5714285714
H4,4,2025.09.30 08:00,CAD,-13.1651281867,-8.7187565759,-0.5222359392,-1.1419374451,0.8571428571
H4,4,2025.09.30 08:00,AUD,15.1649658933,-1.5239833152,0.4592013381,0.8027221874,0.8571428571
H4,4,2025.09.30 08:00,NZD,-0.4548794740,-13.5123462129,-0.0227697396,-0.2542039384,0.5714285714
H4,5,2025.09.30 04:00,USD,-10.3646281026,7.8759327300,-0.4662687326,-1.1917261177,1.0000000000
H4,5,2025.09.30 04:00,EUR,-8.5493703172,1.4563525361,-0.3049600185,-0.4899675967,0.5714285714
H4,5,2025.09.30 04:00,GBP,-2.2904384087,-13.9546905796,-0.1005258335,0.3652377249,0.7142857143
H4,5,2025.09.30 04:00,JPY,10.1504672648,-7.9041241436,0.3509855541,1.1515967474,0.8571428571
H4,5,2025.09.30 04:00,CHF,-10.1908594861,-2.7154540631,-0.4275627019,-0.7956877068,0.8571428571
H4,5,2025.09.30 04:00,CAD,0.1685030884,13.7168260028,0.0067487215,-0.6738960133,0.7142857143
H4,5,2025.09.30 04:00,AUD,22.3533244834,15.1612789010,0.6943605529,1.9256415929,1.0000000000
H4,5,2025.09.30 04:00,NZD,-1.2769985220,-13.6361213835,-0.0612889746,-0.2911986308,0.4285714286
H4,6,2025.09.30 00:00,USD,9.5495940370,31.8214302417,0.4592428361,0.1155839094,0.7142857143
H4,6,2025.09.30 00:00,EUR,-9.9838770676,-15.8014461743,-0.3593826834,0.2420164726,0.4285714286
H4,6,2025.09.30 00:00,GBP,-4.5422761063,-22.9630725294,-0.1963213655,0.6623708247,0.5714285714
H4,6,2025.09.30 00:00,JPY,-3.3447622023,-10.4737024307,-0.1203742406,-0.0370208802,0.4285714286
H4,6,2025.09.30 00:00,CHF,-24.5947695355,-30.1634864065,-1.0302159120,-1.6491877825,1.0000000000
H4,6,2025.09.30 00:00,CAD,2.9527651873,20.0627650988,0.1182838105,-0.6463318118,0.7142857143
H4,6,2025.09.30 00:00,AUD,22.3707977632,24.3281376616,0.6930847271,1.9770757866,1.0000000000
H4,6,2025.09.30 00:00,NZD,7.5925279244,3.1893745388,0.3646088089,-0.6645065186,0.5714285714
H4,7,2025.09.29 20:00,USD,-5.3337024176,16.3823289033,-0.2548424723,-0.1753855807,0.4285714286
H4,7,2025.09.29 20:00,EUR,-6.1326340175,-15.5360644856,-0.2235523360,-0.5625560030,0.7142857143
H4,7,2025.09.29 20:00,GBP,-4.4668563704,-21.8497661203,-0.1942200062,0.0035319078,0.2857142857
H4,7,2025.09.29 20:00,JPY,20.6646202407,11.6189169401,0.8087647056,1.9834530705,1.0000000000
H4,7,2025.09.29 20:00,CHF,-18.3167626575,-16.6625640446,-0.7860898422,-0.1906421919,0.5714285714
H4,7,2025.09.29 20:00,CAD,8.5827052514,29.9874360008,0.3353590915,0.0259065149,0.5714285714
H4,7,2025.09.29 20:00,AUD,15.8474021066,17.6242620048,0.4889815551,0.7015894584,0.8571428571
H4,7,2025.09.29 20:00,NZD,-10.8447721356,-21.5645491985,-0.5558910592,-1.7858971760,1.0000000000
H4,8,2025.09.29 16:00,USD,-4.1913048014,27.0552680214,-0.1997182291,-0.2995469064,0.4285714286
H4,8,2025.09.29 16:00,EUR,1.7280897673,5.7150023236,0.0631960991,0.1177367464,0.4285714286
H4,8,2025.09.29 16:00,GBP,-24.6968237336,-61.3533961973,-1.0841358736,-0.6138755159,0.7142857143
H4,8,2025.09.29 16:00,JPY,31.2045936132,30.2252044958,1.2081153483,1.6294188763,0.8571428571
H4,8,2025.09.29 16:00,CHF,-12.9105770037,-12.5838211475,-0.5613384647,-0.8973382833,0.8571428571
H4,8,2025.09.29 16:00,CAD,12.2687000793,37.1277558349,0.4815124753,0.5107209033,0.7142857143
H4,8,2025.09.29 16:00,AUD,6.2181924433,-0.7705745229,0.1922862766,1.1363230720,1.0000000000
H4,8,2025.09.29 16:00,NZD,-9.6208703643,-25.4154388080,-0.4896076877,-1.5834388925,1.0000000000
H4,9,2025.09.29 12:00,USD,-10.0216024582,16.0702709140,-0.4651865356,-0.2321087392,0.4285714286
H4,9,2025.09.29 12:00,EUR,23.0645633252,28.3219357621,0.8857684114,1.3218501562,0.8571428571
H4,9,2025.09.29 12:00,GBP,9.7848893667,-15.7086578477,0.5041861821,1.1654376219,0.7142857143
H4,9,2025.09.29 12:00,JPY,20.6081277828,13.0992623659,0.7577086800,1.2169711493,1.0000000000
H4,9,2025.09.29 12:00,CHF,-20.6974004839,-33.9864794129,-0.8150108376,-0.9039375613,0.7142857143
H4,9,2025.09.29 12:00,CAD,-30.6935822264,-24.2627827500,-1.3260609697,-1.2238866337,1.0000000000
H4,9,2025.09.29 12:00,AUD,0.0469860834,3.6085433481,0.0014425825,-0.4066763924,0.5714285714
H4,9,2025.09.29 12:00,NZD,7.9080186104,12.8579076205,0.3954466524,-0.9376496008,0.8571428571
H4,10,2025.09.29 08:00,USD,-24.6630837443,-23.2138765036,-1.1275604644,-0.6317464168,0.8571428571
H4,10,2025.09.29 08:00,EUR,-24.3673136538,-43.4104539717,-1.1343967214,-1.0502633589,1.0000000000
H4,10,2025.09.29 08:00,GBP,-4.5232287673,-12.1817654465,-0.2468395897,0.3964506069,0.7142857143
H4,10,2025.09.29 08:00,JPY,40.6607141121,37.9225824334,1.5035576145,2.4289424485,1.0000000000
H4,10,2025.09.29 08:00,CHF,-12.4071322834,-36.3940782445,-0.5008231759,-0.1060765292,0.4285714286
H4,10,2025.09.29 08:00,CAD,-4.4463716108,-7.1276716676,-0.1974922568,-0.5354015446,0.7142857143
H4,10,2025.09.29 08:00,AUD,16.6889492085,53.8251210937,0.4963995278,-0.1586287754,0.2857142857
H4,10,2025.09.29 08:00,NZD,13.0574667390,30.5801423068,0.6594333504,-0.3432764306,0.4285714286
H4,11,2025.09.29 04:00,USD,-18.2405608325,-23.7183770496,-0.8260343718,-1.1955221664,1.0000000000
H4,11,2025.09.29 04:00,EUR,-10.0057228534,-14.8610637585,-0.4600913235,0.1149750680,0.5714285714
H4,11,2025.09.29 04:00,GBP,11.6642521709,18.0733935325,0.6046663559,1.1396518805,0.8571428571
H4,11,2025.09.29 04:00,JPY,18.0545914085,13.3217684215,0.6647124628,1.1361916379,0.7142857143
H4,11,2025.09.29 04:00,CHF,-7.4754054230,-16.5631152790,-0.2957349633,-0.3356213415,0.5714285714
H4,11,2025.09.29 04:00,CAD,-13.5483229143,-21.9704661307,-0.6032918869,-1.5288556188,0.8571428571
H4,11,2025.09.29 04:00,AUD,7.1920455824,22.8534008014,0.2154043129,1.1388996481,0.8571428571
H4,11,2025.09.29 04:00,NZD,12.3591228615,22.8644594625,0.6228019560,-0.4697191078,0.5714285714
H4,12,2025.09.29 00:00,USD,-22.2718362048,-33.8574040921,-0.9924681736,-0.8920820490,1.0000000000
H4,12,2025.09.29 00:00,EUR,5.8175691067,3.3585176891,0.2659021801,1.2978711744,0.8571428571
H4,12,2025.09.29 00:00,GBP,18.4207964231,26.2893624573,0.9581422776,1.1463409370,1.0000000000
H4,12,2025.09.29 00:00,JPY,7.1289402284,10.6543144503,0.2628562794,0.3159384582,0.5714285714
H4,12,2025.09.29 00:00,CHF,5.5687168710,7.9652171522,0.2243815417,0.9372305062,0.7142857143
H4,12,2025.09.29 00:00,CAD,-17.1099999115,-34.0351308154,-0.7592418915,-0.9623481439,0.7142857143
H4,12,2025.09.29 00:00,AUD,-1.9573398985,17.6108400369,-0.0589674586,-0.3723595930,0.5714285714
H4,12,2025.09.29 00:00,NZD,4.4031533855,2.0142831217,0.2272818595,-1.4705912896,0.8571428571
H4,13,2025.09.26 20:00,USD,-21.7160313209,-29.6107904746,-0.9332904473,0.3587544786,0.5714285714
H4,13,2025.09.26 20:00,EUR,9.4034304681,16.4858062653,0.4416604569,-0.1420078381,0.5714285714
H4,13,2025.09.26 20:00,GBP,17.3829097499,30.1268324987,0.9090754861,0.5315497740,0.7142857143
H4,13,2025.09.26 20:00,JPY,9.0457033005,-4.3674172766,0.3218015450,0.6134964065,0.5714285714
H4,13,2025.09.26 20:00,CHF,-1.6541986129,2.0081478753,-0.0671710337,1.8645075097,0.8571428571
H4,13,2025.09.26 20:00,CAD,-21.4047307494,-36.1876670271,-0.9401398829,-0.9710996788,0.7142857143
H4,13,2025.09.26 20:00,AUD,-1.7768598982,6.9925900266,-0.0533718223,-0.7886179040,0.7142857143
H4,13,2025.09.26 20:00,NZD,10.7197770629,14.5524981124,0.5496226525,-1.4665827479,0.7142857143
H4,14,2025.09.26 16:00,USD,-31.2465728228,-33.8517501291,-1.3357974034,0.0677375998,0.5714285714
H4,14,2025.09.26 16:00,EUR,-3.9869125563,-7.0801256942,-0.1850609221,-0.0357771074,0.4285714286
H4,14,2025.09.26 16:00,GBP,36.6565724636,56.0244916909,2.0065016152,1.9657012701,1.0000000000
H4,14,2025.09.26 16:00,JPY,0.9793891174,4.4044004233,0.0358554919,-1.3218121095,0.8571428571
H4,14,2025.09.26 16:00,CHF,-0.3267558562,14.9972053516,-0.0131279549,0.2431691395,0.7142857143
H4,14,2025.09.26 16:00,CAD,-24.8590557556,-54.3791810919,-1.0689725078,-0.6964931888,0.8571428571
H4,14,2025.09.26 16:00,AUD,6.9887669662,2.3863718185,0.2119088073,0.8410948162,0.7142857143
H4,14,2025.09.26 16:00,NZD,15.7945684437,17.4985876309,0.7806379896,-1.0636204199,0.8571428571
H4,15,2025.09.26 12:00,USD,-26.0918733721,-34.2737249878,-1.1182100337,0.5775678486,0.8571428571
H4,15,2025.09.26 12:00,EUR,-5.2573724369,-18.9982426753,-0.2439846803,-0.0514790598,0.5714285714
H4,15,2025.09.26 12:00,GBP,25.4935472144,35.2879208577,1.2900652893,0.9590735029,0.7142857143
H4,15,2025.09.26 12:00,JPY,7.5088654169,-6.9761678376,0.2751556817,0.0122451868,0.2857142857
H4,15,2025.09.26 12:00,CHF,13.2890789290,37.1277302056,0.5210925005,0.5040768873,0.7142857143
H4,15,2025.09.26 12:00,CAD,-6.4307994764,-21.2275407380,-0.2885997012,0.9367244175,0.8571428571
H4,15,2025.09.26 12:00,AUD,-3.5615572647,12.1989484344,-0.1063646213,-0.6642094330,0.8571428571
H4,15,2025.09.26 12:00,NZD,-4.9498890101,-3.1389232591,-0.2296351821,-2.2739993502,1.0000000000
H4,16,2025.09.26 08:00,USD,-1.4492072407,-5.1309839978,-0.0635249818,1.2920940892,1.0000000000
H4,16,2025.09.26 08:00,EUR,19.0431403179,24.0203795060,0.8934279183,0.9326329635,0.8571428571
H4,16,2025.09.26 08:00,GBP,7.6585366792,4.6854935395,0.3875710692,0.6505386027,0.7142857143
H4,16,2025.09.26 08:00,JPY,2.7381316787,0.6379773800,0.0904581401,-1.0102085117,0.7142857143
H4,16,2025.09.26 08:00,CHF,23.9869459611,33.4502086178,0.9446370796,0.8209296768,0.5714285714
H4,16,2025.09.26 08:00,CAD,2.6813000568,1.5893690980,0.1230551153,-0.1073194685,0.5714285714
H4,16,2025.09.26 08:00,AUD,-37.1361718852,-32.7602671088,-1.1185342444,-1.3474768217,1.0000000000
H4,16,2025.09.26 08:00,NZD,-17.5226755679,-26.4921770347,-0.7702820612,-1.2311905302,0.8571428571
H4,17,2025.09.26 04:00,USD,5.4778162171,1.3438754114,0.2415291243,1.1242195470,1.0000000000
H4,17,2025.09.26 04:00,EUR,4.8553409051,7.8936141770,0.2264282208,1.2425810416,0.7142857143
H4,17,2025.09.26 04:00,GBP,-6.4091413617,-9.1046294816,-0.3313565352,-0.4142608534,0.5714285714
H4,17,2025.09.26 04:00,JPY,4.7328229870,3.8220805981,0.1532312838,-1.1510388513,0.8571428571
H4,17,2025.09.26 04:00,CHF,9.0877098560,13.0268529294,0.3507993156,0.5860551414,0.4285714286
H4,17,2025.09.26 04:00,CAD,8.4221432164,-2.2864765773,0.3857324936,0.3146069945,0.8571428571
H4,17,2025.09.26 04:00,AUD,-15.6613552190,-5.4929428624,-0.4865699525,0.0987875891,0.4285714286
H4,17,2025.09.26 04:00,NZD,-10.5053366010,-9.2023741947,-0.4557457357,-1.8009506089,1.0000000000
H4,18,2025.09.26 00:00,USD,11.5855678873,17.9351233958,0.4993687245,1.4565033863,1.0000000000
H4,18,2025.09.26 00:00,EUR,2.4590514175,12.8072499821,0.1150946031,0.6820121865,0.5714285714
H4,18,2025.09.26 00:00,GBP,-7.8685660341,-5.9236797387,-0.4012887544,-0.7970661095,0.7142857143
H4,18,2025.09.26 00:00,JPY,-3.5253742219,-4.4038884038,-0.1145076980,-0.4358830358,0.7142857143
H4,18,2025.09.26 00:00,CHF,-2.3965002812,-4.0713844150,-0.0915680314,0.3484006150,0.7142857143
H4,18,2025.09.26 00:00,CAD,16.9251309039,13.2983047454,0.7778536411,0.8425389678,0.8571428571
H4,18,2025.09.26 00:00,AUD,-19.5681799354,-46.6720824903,-0.6073646519,-0.1652962585,0.8571428571
H4,18,2025.09.26 00:00,NZD,2.3888702639,17.0303569245,0.1037527462,-1.9312097518,0.8571428571
H4,19,2025.09.25 20:00,USD,7.8947591537,-12.8872024554,0.3447617152,1.5876428365,1.0000000000
H4,19,2025.09.25 20:00,EUR,-7.0823757971,12.3762187138,-0.3528282088,-0.6802164615,0.5714285714
H4,19,2025.09.25 20:00,GBP,-12.7439227488,-12.8510135839,-0.6138174007,-0.8251761570,0.8571428571
H4,19,2025.09.25 20:00,JPY,13.4131205771,41.8343718441,0.4225037324,-0.2460167808,0.5714285714
H4,19,2025.09.25 20:00,CHF,-3.6623464882,-0.0419671565,-0.1440834382,1.1210176451,0.8571428571
H4,19,2025.09.25 20:00,CAD,14.7829362777,-4.8557964572,0.6827284046,0.8437688456,0.7142857143
H4,19,2025.09.25 20:00,AUD,-8.7694499248,-25.7279892857,-0.2690511651,-0.3153633895,0.5714285714
H4,19,2025.09.25 20:00,NZD,-3.8327210495,2.1533783808,-0.1671376671,-1.4856565383,1.0000000000
H4,20,2025.09.25 16:00,USD,2.6051773063,-24.4618501254,0.1108968430,1.7833000047,1.0000000000
H4,20,2025.09.25 16:00,EUR,3.0932131379,18.9982751046,0.1497182423,0.2056077561,0.5714285714
H4,20,2025.09.25 16:00,GBP,-19.3679192273,-19.2690234309,-0.8653893280,-1.0822423173,1.0000000000
H4,20,2025.09.25 16:00,JPY,-3.4250113059,6.7411444998,-0.1085816237,-0.7075018326,0.7142857143
H4,20,2025.09.25 16:00,CHF,-15.3239612078,-20.2630384719,-0.6054135124,0.1383653875,0.5714285714
H4,20,2025.09.25 16:00,CAD,29.5201253363,25.7232954469,1.3130113605,1.0482449900,0.8571428571
H4,20,2025.09.25 16:00,AUD,4.6023951478,6.8505808996,0.1409649023,0.0239156126,0.5714285714
H4,20,2025.09.25 16:00,NZD,-1.7040191872,5.6806160772,-0.0705916950,-1.4096896011,0.8571428571
H4,21,2025.09.25 12:00,USD,8.1818516156,-22.5574089538,0.3378304758,2.0101585249,1.0000000000
H4,21,2025.09.25 12:00,EUR,13.7408702384,27.6209226656,0.6173419954,0.2948286624,0.7142857143
H4,21,2025.09.25 12:00,GBP,-9.7943736432,-1.0403515098,-0.4257865157,-0.9638608091,0.8571428571
H4,21,2025.09.25 12:00,JPY,14.4850332545,26.1596244230,0.4465343225,-0.4613243542,0.5714285714
H4,21,2025.09.25 12:00,CHF,-23.8386512767,-36.3557756877,-0.9364688094,-0.4997167417,0.7142857143
H4,21,2025.09.25 12:00,CAD,14.7967412616,13.6252532065,0.6383836399,1.0169922961,0.8571428571
H4,21,2025.09.25 12:00,AUD,-15.7605056992,-13.9326517567,-0.4800589818,-0.2134677054,0.4285714286
H4,21,2025.09.25 12:00,NZD,-1.8109657511,6.4803876130,-0.0747836852,-1.1836098731,1.0000000000
H4,22,2025.09.25 08:00,USD,3.6817767571,-10.9713255217,0.1543845849,1.5549594552,0.8571428571
H4,22,2025.09.25 08:00,EUR,-4.9772391880,2.5469982089,-0.2276594358,-0.5103230562,0.7142857143
H4,22,2025.09.25 08:00,GBP,2.9730431397,-9.1104660577,0.1355715711,0.1011591736,0.7142857143
H4,22,2025.09.25 08:00,JPY,2.1001542987,35.0796581767,0.0652371933,-1.3461756123,1.0000000000
H4,22,2025.09.25 08:00,CHF,-9.4632626566,2.2940930848,-0.3691456234,-1.0363632228,0.8571428571
H4,22,2025.09.25 08:00,CAD,1.0919309588,-11.9842019846,0.0508594786,-0.3372852432,0.5714285714
H4,22,2025.09.25 08:00,AUD,-4.3759047764,-22.9804216649,-0.1390416069,1.5193586324,1.0000000000
H4,22,2025.09.25 08:00,NZD,8.9695014668,15.1256657584,0.3958591281,0.0546698734,0.5714285714
H4,23,2025.09.25 04:00,USD,4.1339408058,14.4871289607,0.1791446279,0.4866405054,0.8571428571
H4,23,2025.09.25 04:00,EUR,-3.0382732718,12.0146489309,-0.1389562017,0.6732680418,0.7142857143
H4,23,2025.09.25 04:00,GBP,2.6954881199,1.2654961615,0.1229132323,0.3163927740,0.4285714286
H4,23,2025.09.25 04:00,JPY,0.9107423889,17.7044374380,0.0282385570,-1.6658106199,1.0000000000
H4,23,2025.09.25 04:00,CHF,-3.9391430735,7.1679685743,-0.1545982161,-0.4499373587,0.8571428571
H4,23,2025.09.25 04:00,CAD,10.7086197937,19.4461752443,0.4948073510,-0.6416247936,0.7142857143
H4,23,2025.09.25 04:00,AUD,-10.1684123566,-57.4892670597,-0.3231327186,1.8653140156,1.0000000000
H4,23,2025.09.25 04:00,NZD,-1.3029624063,-14.5965882500,-0.0518614597,-0.5842425646,0.4285714286
