tf,anchor_shift,bar_time,currency,vel,acel,zvel,zS,cesta
M30,66,2025.09.29 15:00,EUR,7.3402822557,-8.3367251023,0.2249017663,0.6738890111,0.7142857143
M30,66,2025.09.29 15:00,GBP,2.5219029828,5.2415516919,0.1096297043,1.1610872187,0.7142857143
M30,66,2025.09.29 15:00,JPY,-13.3227571967,1.9712799528,-0.5107148006,-0.3040038385,0.7142857143
M30,66,2025.09.29 15:00,CHF,10.8667244287,19.1326716876,0.4567379371,-0.7784145912,1.0000000000
M30,66,2025.09.29 15:00,CAD,-7.6995990108,-15.5185382886,-0.3097887932,-1.5422423806,0.8571428571
M30,66,2025.09.29 15:00,AUD,-14.6562311356,-21.0645874858,-0.5612241689,-0.5944935742,0.5714285714
M30,66,2025.09.29 15:00,NZD,-6.6641454820,-7.2291143525,-0.2730127931,-0.2590927427,0.2857142857
M30,67,2025.09.29 14:30,USD,0.2185860637,-5.6912283318,0.0066523782,-0.5745815856,0.7142857143
M30,67,2025.09.29 14:30,EUR,23.3499930772,19.1760531373,0.6910766554,1.1622286599,0.8571428571
M30,67,2025.09.29 14:30,GBP,34.0213275153,62.8821638896,1.4969939290,1.3255083903,0.8571428571
M30,67,2025.09.29 14:30,JPY,-16.7640315311,-20.1260566570,-0.6225844914,0.6621051112,0.7142857143
M30,67,2025.09.29 14:30,CHF,-15.8919583275,-32.3788803401,-0.7051796500,-1.6427316573,1.0000000000
M30,67,2025.09.29 14:30,CAD,-21.3780409402,-35.7550467399,-0.8618877543,-1.1789419745,0.8571428571
M30,67,2025.09.29 14:30,AUD,-4.3772032716,2.5194138350,-0.1625096183,0.1726721633,0.5714285714
M30,67,2025.09.29 14:30,NZD,0.8213274143,9.3735812070,0.0330721225,0.0737408928,0.5714285714
M30,68,2025.09.29 14:00,USD,28.8615210104,20.2726270594,0.9531352044,1.6708984819,1.0000000000
M30,68,2025.09.29 14:00,EUR,19.5959986763,44.4319543805,0.6132662264,-0.5634554026,0.8571428571
M30,68,2025.09.29 14:00,GBP,9.0736894977,27.9821129493,0.4100251105,0.2087151320,0.7142857143
M30,68,2025.09.29 14:00,JPY,-26.7053452638,-53.9761738521,-0.9931639603,0.2166630279,0.5714285714
M30,68,2025.09.29 14:00,CHF,-29.8067223165,-33.4367243275,-1.3163426554,-2.1462973884,1.0000000000
M30,68,2025.09.29 14:00,CAD,0.3866181131,-2.4234924236,0.0160128786,0.0063790632,0.2857142857
M30,68,2025.09.29 14:00,AUD,7.0444934213,9.6945166735,0.2572770184,0.3713526392,0.7142857143
M30,68,2025.09.29 14:00,NZD,-8.4502531385,-12.5448204595,-0.3385799172,0.2357444467,0.5714285714
M30,69,2025.09.29 13:30,USD,31.8307222373,22.4489247342,1.0095530978,1.1989688990,1.0000000000
M30,69,2025.09.29 13:30,EUR,31.4179720329,42.3672600131,1.0123764517,0.7794703884,0.8571428571
M30,69,2025.09.29 13:30,GBP,0.6537684283,17.5148221724,0.0296148391,-0.0141089636,0.5714285714
M30,69,2025.09.29 13:30,JPY,-14.5445946902,-46.0463266389,-0.5087161056,1.0085112711,0.7142857143
M30,69,2025.09.29 13:30,CHF,-33.2706449809,-43.3920388158,-1.4202263634,-2.1297231167,1.0000000000
M30,69,2025.09.29 13:30,CAD,9.2271214191,5.8660935349,0.3800586080,-0.0106066973,0.5714285714
M30,69,2025.09.29 13:30,AUD,-3.4693260351,25.7314828495,-0.1297017829,-0.5824402122,0.8571428571
M30,69,2025.09.29 13:30,NZD,-21.8450184114,-24.4902178494,-0.8785380078,-0.2500715687,0.5714285714
M30,70,2025.09.29 13:00,USD,29.0442892486,41.5179549452,0.9114227901,0.3193862431,0.5714285714
M30,70,2025.09.29 13:00,EUR,-1.2032890345,-2.0809962905,-0.0393642664,-0.2919380095,0.5714285714
M30,70,2025.09.29 13:00,GBP,-9.9742332962,-5.5427131687,-0.4612781366,-0.7856002743,0.7142857143
M30,70,2025.09.29 13:00,JPY,-16.1423630375,-39.5899827632,-0.5296083260,0.8669682857,0.7142857143
M30,70,2025.09.29 13:00,CHF,-23.5622736677,-34.5039492092,-0.9619181492,-1.6324236893,1.0000000000
M30,70,2025.09.29 13:00,CAD,37.5542387881,39.0703111941,1.5491746625,1.4245696606,1.0000000000
M30,70,2025.09.29 13:00,AUD,0.5861788372,6.8940180034,0.0231753371,0.9835565695,0.8571428571
M30,70,2025.09.29 13:00,NZD,-16.3025478381,-5.7646427112,-0.6628208160,-0.8845187857,0.8571428571
M30,71,2025.09.29 12:30,USD,9.0003810459,-6.7040280813,0.2818978362,0.6646258869,0.8571428571
M30,71,2025.09.29 12:30,EUR,-5.4082757591,-9.0622110867,-0.1779236135,-0.8282656644,0.7142857143
M30,71,2025.09.29 12:30,GBP,-19.3188726012,-26.5897920819,-0.8974976152,-0.3324769066,0.5714285714
M30,71,2025.09.29 12:30,JPY,3.0007859358,-5.1030027862,0.0982401880,1.5641745227,1.0000000000
M30,71,2025.09.29 12:30,CHF,-2.6637926061,4.5455015584,-0.1068281563,-1.8278879594,1.0000000000
M30,71,2025.09.29 12:30,CAD,16.2676240449,11.9009547130,0.6693060987,0.9171263685,0.7142857143
M30,71,2025.09.29 12:30,AUD,6.2549604163,33.4968450660,0.2509446561,0.1667081130,0.5714285714
M30,71,2025.09.29 12:30,NZD,-7.1328104765,-2.4842673012,-0.2870612700,-0.3240043608,0.8571428571
M30,72,2025.09.29 12:00,USD,-4.1896387389,-26.7884209205,-0.1338760150,-0.7391689985,0.8571428571
M30,72,2025.09.29 12:00,EUR,15.6770073580,39.9807399559,0.5169849931,-0.1386051778,0.5714285714
M30,72,2025.09.29 12:00,GBP,-2.7196487092,-18.6269718393,-0.1298753067,0.8547099454,0.7142857143
M30,72,2025.09.29 12:00,JPY,-15.2940371495,-13.9986105810,-0.5049878973,1.1437665869,1.0000000000
M30,72,2025.09.29 12:00,CHF,-8.2659472589,2.4145839982,-0.3328448876,-1.9292261111,1.0000000000
M30,72,2025.09.29 12:00,CAD,7.8189392778,8.7923415387,0.3381496870,-0.6655061886,0.7142857143
M30,72,2025.09.29 12:00,AUD,6.4083563502,13.4623890385,0.2500757532,1.0058017720,0.7142857143
M30,72,2025.09.29 12:00,NZD,0.5649688705,-5.2360511905,0.0229405624,0.4682281717,0.7142857143
M30,73,2025.09.29 11:30,USD,5.9098143955,-6.6156351740,0.1878339383,-0.7183821827,0.8571428571
M30,73,2025.09.29 11:30,EUR,4.1739399399,15.8504818870,0.1374282147,-0.5228452318,0.7142857143
M30,73,2025.09.29 11:30,GBP,-28.8608363744,-54.8180753163,-1.5400043952,-1.2101181822,1.0000000000
M30,73,2025.09.29 11:30,JPY,3.3620251259,1.7885356729,0.1141381609,2.1991498574,1.0000000000
M30,73,2025.09.29 11:30,CHF,16.4869220127,42.8661450408,0.6285685712,-0.6821243591,0.5714285714
M30,73,2025.09.29 11:30,CAD,14.3770057997,14.5628401360,0.6027934892,0.3387058257,0.5714285714
M30,73,2025.09.29 11:30,AUD,-6.8966171066,-11.1065528487,-0.2686475319,0.5739595710,0.8571428571
M30,73,2025.09.29 11:30,NZD,-8.5522537926,-2.5277393978,-0.3477658551,0.0216547018,0.7142857143
M30,74,2025.09.29 11:00,USD,8.5888939510,-11.2693019679,0.2732851845,-0.2004458863,0.5714285714
M30,74,2025.09.29 11:00,EUR,-24.8359557042,-22.7121653462,-0.8607990604,-1.8327760062,1.0000000000
M30,74,2025.09.29 11:00,GBP,-18.9084234516,-30.0708654021,-0.9340640171,-0.3793766093,0.8571428571
M30,74,2025.09.29 11:00,JPY,27.2708285883,51.3390587085,0.9254836297,1.9468965893,1.0000000000
M30,74,2025.09.29 11:00,CHF,3.6300020110,12.9915653919,0.1353410850,-0.2133554251,0.7142857143
M30,74,2025.09.29 11:00,CAD,2.8101105367,-3.3728913214,0.1096102739,-0.0186768971,0.4285714286
M30,74,2025.09.29 11:00,AUD,-2.6500232522,8.8238650584,-0.1043708954,-0.0853763178,0.2857142857
M30,74,2025.09.29 11:00,NZD,4.0945673209,-5.7292651211,0.1696155753,0.7831105524,0.8571428571
M30,75,2025.09.29 10:30,USD,9.3817975031,6.6187559896,0.2980978641,-1.0305331961,0.8571428571
M30,75,2025.09.29 10:30,EUR,-10.9492879802,13.3633800864,-0.3812378081,-1.3551684211,1.0000000000
M30,75,2025.09.29 10:30,GBP,-16.8610537440,-23.2050075540,-0.8259236363,-0.0535763248,0.4285714286
M30,75,2025.09.29 10:30,JPY,31.5017319487,60.8651117473,1.0318793387,1.7731427098,1.0000000000
M30,75,2025.09.29 10:30,CHF,10.1213938349,22.2412740845,0.3808637459,0.3437437813,0.5714285714
M30,75,2025.09.29 10:30,CAD,3.3610278842,4.0333366571,0.1317162561,-0.5984192991,0.5714285714
M30,75,2025.09.29 10:30,AUD,-29.2008088846,-61.1213597820,-1.1451455331,-0.2656809582,0.5714285714
M30,75,2025.09.29 10:30,NZD,2.6451994380,-22.7954912290,0.1016650408,1.1864917083,0.8571428571
M30,76,2025.09.29 10:00,USD,-12.4736656966,-9.9386646649,-0.3907138018,-1.6113718705,1.0000000000
M30,76,2025.09.29 10:00,EUR,0.8777072560,15.7681571216,0.0317613396,-0.1625743461,0.7142857143
M30,76,2025.09.29 10:00,GBP,-4.4315201276,-2.6516438781,-0.2107903257,-0.0028092368,0.5714285714
M30,76,2025.09.29 10:00,JPY,23.4476197257,48.8415916858,0.7664768486,1.7550218297,1.0000000000
M30,76,2025.09.29 10:00,CHF,10.9416755416,20.9176171754,0.4108086039,0.1771969702,0.7142857143
M30,76,2025.09.29 10:00,CAD,-1.5160724060,18.0486238253,-0.0579438169,-1.2511066616,0.8571428571
M30,76,2025.09.29 10:00,AUD,-6.3078391661,-40.9181051118,-0.2558543452,0.7714921521,0.8571428571
M30,76,2025.09.29 10:00,NZD,-10.5379051269,-50.0675761532,-0.3885200732,0.3241511630,0.5714285714
M30,77,2025.09.29 09:30,USD,15.7044091273,2.5851081095,0.5228539045,-0.0193777576,0.5714285714
M30,77,2025.09.29 09:30,EUR,3.6539353277,28.0311354294,0.1322370568,-0.4785035014,0.5714285714
M30,77,2025.09.29 09:30,GBP,7.2709194807,7.7320445042,0.3605133904,1.2919553251,0.8571428571
M30,77,2025.09.29 09:30,JPY,8.1037887220,20.8293391388,0.2653319331,1.5278606437,1.0000000000
M30,77,2025.09.29 09:30,CHF,-7.2092941645,18.6783176432,-0.2925678422,-1.8584000144,1.0000000000
M30,77,2025.09.29 09:30,CAD,4.3666693319,0.2446028653,0.1717684744,-0.3597464332,0.7142857143
M30,77,2025.09.29 09:30,AUD,-27.2418846497,-52.5136583967,-1.1527768788,-0.3508072302,0.5714285714
M30,77,2025.09.29 09:30,NZD,-4.6485431753,-25.5868892938,-0.1701872096,0.2470189680,0.5714285714
M30,78,2025.09.29 09:00,USD,22.5987821816,17.3439436855,0.7524310048,-0.2015252199,0.7142857143
M30,78,2025.09.29 09:00,EUR,-24.3037325979,-10.3805625098,-0.8892776385,-1.2876129879,1.0000000000
M30,78,2025.09.29 09:00,GBP,15.9073231301,27.5504428034,0.7876677877,0.8072898603,0.8571428571
M30,78,2025.09.29 09:00,JPY,-1.2954265685,-6.7501961721,-0.0419351670,1.9651151837,1.0000000000
M30,78,2025.09.29 09:00,CHF,-10.6805312571,-14.3157571655,-0.4130419551,-0.7286055353,0.7142857143
M30,78,2025.09.29 09:00,CAD,-0.9734022609,0.2677424451,-0.0387832332,-1.0614217054,0.7142857143
M30,78,2025.09.29 09:00,AUD,-7.0540326883,-16.0228591607,-0.2883545148,0.2205118383,0.5714285714
M30,78,2025.09.29 09:00,NZD,5.8010200610,2.3072460741,0.2112095456,0.2862485661,0.7142857143
M30,79,2025.09.29 08:30,USD,12.5254495695,27.9384412363,0.4189806418,-0.9107169334,0.8571428571
M30,79,2025.09.29 08:30,EUR,-11.6765419472,-18.4793203477,-0.4174567298,-0.6548669912,0.7142857143
M30,79,2025.09.29 08:30,GBP,25.9572389419,37.2916046097,1.2722148007,0.8938384971,0.7142857143
M30,79,2025.09.29 08:30,JPY,1.5734894529,-21.3505136455,0.0476783490,1.4460166420,1.0000000000
M30,79,2025.09.29 08:30,CHF,-26.3792230281,-32.2355295765,-1.0421348669,-1.5450092509,1.0000000000
M30,79,2025.09.29 08:30,CAD,-0.1858343363,5.0640909964,-0.0071235953,-0.6441849545,0.5714285714
M30,79,2025.09.29 08:30,AUD,4.2099357420,6.3745782626,0.1641379469,0.8636682927,0.8571428571
M30,79,2025.09.29 08:30,NZD,-6.0245143948,-4.6033515353,-0.2181681972,0.5512546983,0.5714285714
M30,80,2025.09.29 08:00,USD,19.8581959189,27.3335415327,0.6646846530,-1.5582850960,1.0000000000
M30,80,2025.09.29 08:00,EUR,-2.1237903580,16.9965309879,-0.0757691146,-0.4601144327,0.5714285714
M30,80,2025.09.29 08:00,GBP,11.1624419505,15.3597415196,0.5450493426,1.7411688570,0.8571428571
M30,80,2025.09.29 08:00,JPY,-24.0682301202,-33.8868972630,-0.7265107748,0.3702594819,0.7142857143
M30,80,2025.09.29 08:00,CHF,-9.3615633809,-12.1244454579,-0.3615949008,-0.9234064054,0.8571428571
M30,80,2025.09.29 08:00,CAD,6.1830018581,-1.5164330170,0.2386893621,-0.4132814499,0.7142857143
M30,80,2025.09.29 08:00,AUD,-11.4738883105,-21.7166924958,-0.4292540387,0.1777257398,0.5714285714
M30,80,2025.09.29 08:00,NZD,9.8238324420,9.5546541936,0.3520476748,1.0659333052,1.0000000000
H1,1,2025.09.30 23:00,USD,35.4683027241,37.8093736939,1.0983174642,0.6342166434,0.8571428571
H1,1,2025.09.30 23:00,EUR,-13.7156104445,5.0358244294,-0.4670690125,-1.6776002429,1.0000000000
H1,1,2025.09.30 23:00,GBP,-24.6852945650,-42.4900087322,-1.0590960288,-1.0599546383,0.8571428571
H1,1,2025.09.30 23:00,JPY,1.4710000717,14.1076501171,0.0568019087,1.1781935525,0.8571428571
H1,1,2025.09.30 23:00,CHF,8.4368868790,-9.8642904693,0.2526304785,1.3995929165,0.8571428571
H1,1,2025.09.30 23:00,CAD,19.2543590129,24.3036519909,0.8460470483,-0.1463328207,0.4285714286
H1,1,2025.09.30 23:00,AUD,-18.5214213687,-20.2476690762,-0.6612727046,0.1806735700,0.4285714286
H1,1,2025.09.30 23:00,NZD,-7.7082223095,-8.6545319536,-0.3296358818,-0.5087889805,0.7142857143
H1,2,2025.09.30 22:00,USD,2.5563764728,-9.2486859538,0.0804527224,-1.0619618495,0.8571428571
H1,2,2025.09.30 22:00,EUR,11.3190390609,30.8029978512,0.3763236702,-1.9204562147,1.0000000000
H1,2,2025.09.30 22:00,GBP,-0.3736582547,-2.6758772104,-0.0163749087,0.0515875363,0.5714285714
H1,2,2025.09.30 22:00,JPY,-11.8524836520,-6.7614352347,-0.4639548105,0.6982427367,0.8571428571
H1,2,2025.09.30 22:00,CHF,17.7182033638,50.5059343791,0.5012658873,-0.1938002423,0.5714285714
H1,2,2025.09.30 22:00,CAD,5.5592056305,-13.8346893950,0.2450749540,0.2884957863,0.4285714286
H1,2,2025.09.30 22:00,AUD,-18.0653622271,-38.0438374964,-0.6247145217,1.4482881732,1.0000000000
H1,2,2025.09.30 22:00,NZD,-6.8613203941,-10.7444069400,-0.2898546582,0.6896040740,0.5714285714
H1,3,2025.09.30 21:00,USD,14.0431063645,2.0111295346,0.4359692579,0.3494769244,0.7142857143
H1,3,2025.09.30 21:00,EUR,1.5237552862,9.2244925254,0.0506760454,-2.1091705953,1.0000000000
H1,3,2025.09.30 21:00,GBP,-3.0286620339,-9.7569795908,-0.1232213662,0.5066984004,0.7142857143
H1,3,2025.09.30 21:00,JPY,-9.7918086902,2.1488144238,-0.3827509133,0.8989135569,0.7142857143
H1,3,2025.09.30 21:00,CHF,-8.5188803031,-5.6160521444,-0.2409927129,-1.0434995568,0.8571428571
H1,3,2025.09.30 21:00,CAD,14.8264160452,18.1773009810,0.6152452063,0.1749999958,0.5714285714
H1,3,2025.09.30 21:00,AUD,-11.1974476081,-29.7075887485,-0.3820650890,1.1100930116,0.8571428571
H1,3,2025.09.30 21:00,NZD,2.1435209395,13.5188830189,0.0893581272,0.1124882631,0.2857142857
H1,4,2025.09.30 20:00,USD,-5.1012477821,-9.7430860150,-0.1598983510,-1.0481610110,1.0000000000
H1,4,2025.09.30 20:00,EUR,1.8712769665,8.7021419768,0.0612410296,0.1834259315,0.5714285714
H1,4,2025.09.30 20:00,GBP,-2.9613994966,-3.4792553281,-0.1218919383,-0.6809776326,0.5714285714
H1,4,2025.09.30 20:00,JPY,-3.7843268279,4.4274225294,-0.1489066791,1.5592084821,1.0000000000
H1,4,2025.09.30 20:00,CHF,14.1042550595,1.6479790339,0.4059079125,1.0713836462,0.7142857143
H1,4,2025.09.30 20:00,CAD,12.2641147344,17.7225638225,0.5105477148,-0.4256307537,0.5714285714
H1,4,2025.09.30 20:00,AUD,-8.0037679861,-2.5813664998,-0.2715365868,0.7718571576,0.7142857143
H1,4,2025.09.30 20:00,NZD,-8.3889046677,-16.6963995196,-0.3608385612,-1.4311058201,0.8571428571
H1,5,2025.09.30 19:00,USD,-21.8433131015,-44.4060808545,-0.6809120041,-1.3169750971,0.8571428571
H1,5,2025.09.30 19:00,EUR,6.6806997744,-8.3566319734,0.2203341301,0.8504794911,0.8571428571
H1,5,2025.09.30 19:00,GBP,4.8955036946,4.1664518586,0.2003240138,0.0807039830,0.4285714286
H1,5,2025.09.30 19:00,JPY,1.6366700395,7.9256402596,0.0634082915,0.7918034473,0.7142857143
H1,5,2025.09.30 19:00,CHF,45.4966107124,64.4161864348,1.2964952773,1.4654146982,1.0000000000
H1,5,2025.09.30 19:00,CAD,-7.6309284594,-4.4931833241,-0.3401387197,-1.5525927545,1.0000000000
H1,5,2025.09.30 19:00,AUD,-17.7177889120,-3.4482874959,-0.6018834470,0.2278707428,0.5714285714
H1,5,2025.09.30 19:00,NZD,-11.5174537480,-15.8040949052,-0.4924468508,-0.5467045109,0.7142857143
H1,6,2025.09.30 18:00,USD,9.8234969337,1.7860178215,0.3161051381,0.3127644430,0.2857142857
H1,6,2025.09.30 18:00,EUR,-11.9973072214,-29.0630776347,-0.4096447931,-0.7264076590,0.7142857143
H1,6,2025.09.30 18:00,GBP,3.9662336925,3.3436339410,0.1584376008,0.5515042873,0.5714285714
H1,6,2025.09.30 18:00,JPY,-5.7085274590,-8.4736527187,-0.2216193791,0.8637361486,0.8571428571
H1,6,2025.09.30 18:00,CHF,32.3368576084,52.6986119408,0.9297748000,0.8897587614,0.8571428571
H1,6,2025.09.30 18:00,CAD,-10.0435807961,-6.0602617636,-0.4369287247,-2.3309951864,1.0000000000
H1,6,2025.09.30 18:00,AUD,-27.0810188177,-43.0786084415,-0.9123502781,0.1847291845,0.7142857143
H1,6,2025.09.30 18:00,NZD,8.7038460595,28.8473368552,0.3725224739,0.2549100206,0.4285714286
H1,7,2025.09.30 17:00,USD,-2.3410709698,17.0132365019,-0.0774128867,-1.6777737649,1.0000000000
H1,7,2025.09.30 17:00,EUR,-18.7514348739,-38.4606882137,-0.6402114735,-0.5064928488,0.7142857143
H1,7,2025.09.30 17:00,GBP,17.8047141672,27.6235521631,0.7134615340,0.6687952644,0.5714285714
H1,7,2025.09.30 17:00,JPY,-12.6366500453,-57.8357485866,-0.4924136909,0.8594964057,0.8571428571
H1,7,2025.09.30 17:00,CHF,18.3011773483,6.3329800365,0.5149351016,0.6080946394,0.7142857143
H1,7,2025.09.30 17:00,CAD,-5.0492929780,17.4775472637,-0.2193976764,-1.3065206938,0.8571428571
H1,7,2025.09.30 17:00,AUD,1.7262477075,16.3531786115,0.0606527942,1.2889776502,1.0000000000
H1,7,2025.09.30 17:00,NZD,0.9463096441,11.4959422237,0.0399507604,0.0654233479,0.4285714286
H1,8,2025.09.30 16:00,USD,11.8050624267,39.1120585717,0.3896761918,-0.5616792131,0.5714285714
H1,8,2025.09.30 16:00,EUR,-19.4839587903,-32.8022212256,-0.6740091740,-1.4282559805,1.0000000000
H1,8,2025.09.30 16:00,GBP,2.3022189556,-1.8327926623,0.0933230434,0.0426540074,0.4285714286
H1,8,2025.09.30 16:00,JPY,-5.0910484174,-33.9333826157,-0.1984361280,0.9959323530,0.7142857143
H1,8,2025.09.30 16:00,CHF,-32.7877310153,-51.5938935840,-0.9813296305,-1.1652951831,0.8571428571
H1,8,2025.09.30 16:00,CAD,19.3938950256,43.5816800445,0.8875941776,-0.2326714375,0.4285714286
H1,8,2025.09.30 16:00,AUD,19.9784752693,34.9090534701,0.6918987953,1.6641525109,1.0000000000
H1,8,2025.09.30 16:00,NZD,3.8830865458,2.5594980013,0.1667645876,0.6851629429,0.7142857143
H1,9,2025.09.30 15:00,USD,12.0319768299,55.7830732131,0.3971055175,-0.9951075190,0.7142857143
H1,9,2025.09.30 15:00,EUR,-7.7007372392,-9.5613562300,-0.2675134188,-1.2108485587,1.0000000000
H1,9,2025.09.30 15:00,GBP,6.7283175569,0.7553669005,0.2738573270,0.5135995109,0.7142857143
H1,9,2025.09.30 15:00,JPY,-11.9406231140,-56.6039578224,-0.4258788837,1.2807603325,0.8571428571
H1,9,2025.09.30 15:00,CHF,-2.9028281587,-16.5976706749,-0.0891343733,0.1765484907,0.4285714286
H1,9,2025.09.30 15:00,CAD,-3.3508849358,13.5485533721,-0.1560762222,-1.1502483225,0.8571428571
H1,9,2025.09.30 15:00,AUD,18.5101411404,40.3565015509,0.6285246730,1.5068077650,1.0000000000
H1,9,2025.09.30 15:00,NZD,-11.3753620795,-27.6805103093,-0.4968800917,-0.1215116989,0.4285714286
H1,10,2025.09.30 14:00,USD,4.6418382329,6.9766587542,0.1540242186,-0.4136538400,0.7142857143
H1,10,2025.09.30 14:00,EUR,-6.8308650103,-0.3584949611,-0.2428890207,-0.0216662403,0.4285714286
H1,10,2025.09.30 14:00,GBP,0.5178558315,13.4750256294,0.0212297446,-0.3026570724,0.7142857143
H1,10,2025.09.30 14:00,JPY,-8.2117493573,-42.8662995494,-0.2828948185,1.7084259143,1.0000000000
H1,10,2025.09.30 14:00,CHF,12.4562760256,18.8619861756,0.3837477366,-0.4316384757,0.5714285714
H1,10,2025.09.30 14:00,CAD,-5.4584490881,1.1369864339,-0.2532488541,-1.5458336294,1.0000000000
H1,10,2025.09.30 14:00,AUD,-5.4224014862,-10.8225429338,-0.1842141488,1.4349458552,0.8571428571
H1,10,2025.09.30 14:00,NZD,8.3074948519,13.5966804512,0.3499698532,-0.4279225116,0.4285714286
H1,11,2025.09.30 13:00,USD,22.5627677530,43.6653021971,0.7484438937,0.1387753482,0.2857142857
H1,11,2025.09.30 13:00,EUR,15.0373317478,29.8323934429,0.5373248135,0.4683057561,0.5714285714
H1,11,2025.09.30 13:00,GBP,0.7290518359,10.0336787988,0.0295609844,-0.2757662135,0.4285714286
H1,11,2025.09.30 13:00,JPY,-6.2889702201,-23.8103039524,-0.2172470813,0.7803627700,0.8571428571
H1,11,2025.09.30 13:00,CHF,-18.9195757225,-28.3233197880,-0.5938379498,-1.7466876799,1.0000000000
H1,11,2025.09.30 13:00,CAD,-3.1377451353,12.8463590076,-0.1455528739,-1.1979221872,0.8571428571
H1,11,2025.09.30 13:00,AUD,-14.2695014160,-37.9550270090,-0.4778968278,1.5912484421,1.0000000000
H1,11,2025.09.30 13:00,NZD,4.2866411572,-6.2890826970,0.1796548792,0.2416837642,0.5714285714
H1,12,2025.09.30 12:00,USD,8.0374791122,27.0328318636,0.2650767942,-0.4537621965,0.7142857143
H1,12,2025.09.30 12:00,EUR,17.0657704133,31.5254638934,0.5893146123,0.3426120839,0.7142857143
H1,12,2025.09.30 12:00,GBP,0.6225997515,-10.8255046587,0.0247583052,0.0779811606,0.5714285714
H1,12,2025.09.30 12:00,JPY,2.7651252597,-0.6549666449,0.0955541925,0.9058574047,0.8571428571
H1,12,2025.09.30 12:00,CHF,-20.3617543324,-9.0217690221,-0.6392542611,-1.5795551185,1.0000000000
H1,12,2025.09.30 12:00,CAD,-3.9833190324,7.7757905164,-0.1846874533,-0.7714308416,0.8571428571
H1,12,2025.09.30 12:00,AUD,15.9975896239,4.0431474935,0.5142582987,1.8939813074,1.0000000000
H1,12,2025.09.30 12:00,NZD,-20.1434907957,-49.8749934413,-0.7747351418,-0.4156838000,0.5714285714
H1,13,2025.09.30 11:00,USD,-19.3543074717,-7.5647504674,-0.6529695445,-1.5046112548,1.0000000000
H1,13,2025.09.30 11:00,EUR,19.7092533398,11.7771152522,0.6801408965,0.6387899825,0.5714285714
H1,13,2025.09.30 11:00,GBP,-9.8188379959,-27.2767378280,-0.3946701394,-0.4221761179,0.7142857143
H1,13,2025.09.30 11:00,JPY,45.1990985413,86.6750672907,1.5828454231,1.6088619202,0.8571428571
H1,13,2025.09.30 11:00,CHF,11.9681973118,35.4346235314,0.3836460085,-0.5118140912,0.5714285714
H1,13,2025.09.30 11:00,CAD,-22.5268402417,-16.8222292797,-1.0392730074,-0.9762540952,0.7142857143
H1,13,2025.09.30 11:00,AUD,-14.6269309040,-40.4109026333,-0.4642086329,1.1603231938,1.0000000000
H1,13,2025.09.30 11:00,NZD,-10.5496325796,-41.8121858659,-0.4079104165,0.0068804626,0.5714285714
H1,14,2025.09.30 10:00,USD,-27.3069961451,-28.6761237692,-0.9169277599,-1.4198531789,0.8571428571
H1,14,2025.09.30 10:00,EUR,13.3182624352,33.3887636162,0.4569378808,-0.2510964050,0.5714285714
H1,14,2025.09.30 10:00,GBP,4.1350116180,14.9219223132,0.1663538424,-0.1092480690,0.5714285714
H1,14,2025.09.30 10:00,JPY,28.8423341983,43.2465420916,0.9579636176,1.4425843439,1.0000000000
H1,14,2025.09.30 10:00,CHF,18.8061625687,11.2943620079,0.6331644088,0.9414028930,0.5714285714
H1,14,2025.09.30 10:00,CAD,-24.1877850189,-32.2424083097,-1.1276317883,-1.5724249718,1.0000000000
H1,14,2025.09.30 10:00,AUD,-14.9305782007,-22.8991474271,-0.4748982729,0.4773945518,0.7142857143
H1,14,2025.09.30 10:00,NZD,1.3235885446,-19.0339105229,0.0490408985,0.4912408359,0.7142857143
H1,15,2025.09.30 09:00,USD,-43.7510963832,-75.7631429667,-1.4558496935,-1.6954394141,1.0000000000
H1,15,2025.09.30 09:00,EUR,1.8606189907,16.2942660808,0.0630294006,-0.4800653416,0.5714285714
H1,15,2025.09.30 09:00,GBP,5.9729506564,19.3816137858,0.2395282058,-0.0416619564,0.5714285714
H1,15,2025.09.30 09:00,JPY,44.6633347084,56.0857968408,1.4905378300,1.9309377229,1.0000000000
H1,15,2025.09.30 09:00,CHF,13.6948425162,9.6055470652,0.4644671755,0.3552252329,0.7142857143
H1,15,2025.09.30 09:00,CAD,-16.8994383079,-24.5117938917,-0.8114286341,-0.7369326102,0.7142857143
H1,15,2025.09.30 09:00,AUD,-21.8463604105,-17.0357027907,-0.6958906824,-0.0351131896,0.5714285714
H1,15,2025.09.30 09:00,NZD,16.3051482299,15.9434158765,0.6038105832,0.7030495561,0.7142857143
H1,16,2025.09.30 08:00,USD,-2.3348205213,12.3040928442,-0.0789373655,-0.5981184946,0.4285714286
H1,16,2025.09.30 08:00,EUR,-6.4723700492,-30.4516259935,-0.2124709258,0.4416517228,0.7142857143
H1,16,2025.09.30 08:00,GBP,-12.9571697979,-31.7005282628,-0.5031464600,-0.2451671647,0.5714285714
H1,16,2025.09.30 08:00,JPY,34.6545501922,61.1792005490,1.1479529714,1.7375130591,0.8571428571
H1,16,2025.09.30 08:00,CHF,-6.4057101500,-11.2240086969,-0.2234475623,-1.1331166437,1.0000000000
H1,16,2025.09.30 08:00,CAD,-6.5954355220,7.7090388124,-0.2891576187,-0.7103925092,0.7142857143
