time_epoch,time_server,open,high,low,close,tick_volume,spread
1451606400,2016.01.01 00:00,177.072,177.356,163.963,172.472,3828558,0
1454284800,2016.02.01 00:00,172.756,175.004,154.702,156.768,4047569,0
1456790400,2016.03.01 00:00,156.765,164.082,156.135,161.646,3230458,0
1459468800,2016.04.01 00:00,161.617,162.797,151.639,155.302,3092866,0
1462060800,2016.05.01 00:00,154.900,163.877,153.617,160.314,2987675,0
1464739200,2016.06.01 00:00,160.308,160.648,133.229,137.309,4187397,0
1467331200,2016.07.01 00:00,137.228,143.220,128.756,134.921,3213296,0
1470009600,2016.08.01 00:00,135.141,136.241,129.054,135.847,2779253,0
1472688000,2016.09.01 00:00,135.853,138.815,129.613,131.438,3158513,0
1475280000,2016.10.01 00:00,130.701,132.217,116.082,128.206,3299593,0
1477958400,2016.11.01 00:00,128.210,143.241,126.467,143.101,4425815,0
1480550400,2016.12.01 00:00,143.074,148.445,142.153,144.348,3766353,0
1483228800,2017.01.01 00:00,143.878,145.383,136.446,141.834,5294971,0
1485907200,2017.02.01 00:00,141.806,144.113,138.525,139.586,4256943,0
1488326400,2017.03.01 00:00,139.516,140.738,137.506,139.508,4864443,0
1491004800,2017.04.01 00:00,139.655,144.478,135.585,144.354,3576986,0
1493596800,2017.05.01 00:00,143.851,148.092,141.471,142.753,3927629,0
1496275200,2017.06.01 00:00,142.754,146.535,138.657,146.271,3622530,0
1498867200,2017.07.01 00:00,145.769,147.760,144.013,145.644,3619338,29
1501545600,2017.08.01 00:00,145.643,146.786,139.282,142.154,3537114,29
1504224000,2017.09.01 00:00,141.850,152.854,141.175,150.571,3096752,0
1506816000,2017.10.01 00:00,150.406,151.393,146.934,150.932,2267745,0
1509494400,2017.11.01 00:00,150.911,152.406,146.971,152.178,2685218,0
1512086400,2017.12.01 00:00,152.178,153.407,149.412,152.171,3057802,0
1514764800,2018.01.01 00:00,152.100,156.084,150.191,154.918,5453921,0
1517443200,2018.02.01 00:00,154.918,156.608,146.721,146.759,6827274,1
1519862400,2018.03.01 00:00,146.759,150.593,144.982,148.968,6547590,1
1522540800,2018.04.01 00:00,148.809,153.851,148.382,150.404,2943564,1
1525132800,2018.05.01 00:00,150.405,150.633,143.194,144.643,3912035,1
1527811200,2018.06.01 00:00,144.605,148.115,143.768,146.284,2657110,1
1530403200,2018.07.01 00:00,145.704,149.312,145.184,146.773,2618029,0
1533081600,2018.08.01 00:00,146.795,147.134,139.881,143.937,2016471,12
1535760000,2018.09.01 00:00,143.380,149.698,142.577,148.112,1772033,12
1538352000,2018.10.01 00:00,148.288,149.493,142.756,144.201,3142467,12
1541030400,2018.11.01 00:00,144.201,149.470,144.001,144.641,2746313,12
1543622400,2018.12.01 00:00,144.762,145.496,139.476,139.704,2660549,14
1546300800,2019.01.01 00:00,139.312,144.821,131.707,142.680,2632695,18
1548979200,2019.02.01 00:00,142.692,148.250,140.989,147.690,1952592,0
1551398400,2019.03.01 00:00,147.692,148.856,143.704,144.369,2665705,14
1554076800,2019.04.01 00:00,144.740,147.176,143.751,145.209,2138131,16
1556668800,2019.05.01 00:00,145.287,146.490,136.613,136.766,3021998,19
1559347200,2019.06.01 00:00,136.662,138.311,135.360,137.009,2993694,14
1561939200,2019.07.01 00:00,136.980,137.770,131.592,132.225,2129741,14
1564617600,2019.08.01 00:00,132.225,132.544,126.536,129.234,3140585,14
1567296000,2019.09.01 00:00,128.708,135.856,126.666,132.821,2160922,14
1569888000,2019.10.01 00:00,132.799,141.485,130.422,139.649,1899005,5
1572566400,2019.11.01 00:00,139.649,141.843,139.308,141.510,1269515,5
1575158400,2019.12.01 00:00,141.371,147.954,140.825,143.927,1374698,14
1577836800,2020.01.01 00:00,143.592,144.606,140.823,143.102,1513936,6
1580515200,2020.02.01 00:00,142.820,144.950,137.521,138.544,1807543,3
1583020800,2020.03.01 00:00,137.528,139.181,124.032,133.490,4437130,0
1585699200,2020.04.01 00:00,133.471,135.750,131.906,134.868,1981708,0
1588291200,2020.05.01 00:00,134.866,135.074,129.251,133.110,1627088,0
1590969600,2020.06.01 00:00,132.686,139.737,131.741,133.816,2180121,0
1593561600,2020.07.01 00:00,133.803,139.199,132.943,138.582,1724897,0
1596240000,2020.08.01 00:00,138.264,142.040,137.744,141.575,1606316,0
1598918400,2020.09.01 00:00,141.553,142.712,133.028,136.186,1619239,0
1601510400,2020.10.01 00:00,136.240,137.829,134.400,135.543,1549588,0
1604188800,2020.11.01 00:00,135.010,140.315,134.871,138.966,2016206,0
1606780800,2020.12.01 00:00,138.934,141.228,136.786,141.185,1998120,0
1609459200,2021.01.01 00:00,140.657,143.957,139.509,143.462,1795960,0
1612137600,2021.02.01 00:00,143.542,150.440,142.837,148.394,2408350,0
1614556800,2021.03.01 00:00,148.288,152.783,148.113,152.564,3018814,0
1617235200,2021.04.01 00:00,152.519,153.413,149.059,151.010,1742935,0
1619827200,2021.05.01 00:00,150.703,156.074,150.676,155.633,1803916,0
1622505600,2021.06.01 00:00,155.628,155.940,151.312,153.646,1997694,0
