tf,bar_time,currency,S,vel3,vel6,vel12,acel6,pers12,efic12
D1,2026.04.16 00:00,EUR,57.6190476190,-10.4761904762,-5.2380952381,-12.3809523810,1.9047619048,0.6666666667,0.2096774194
D1,2026.04.16 00:00,GBP,45.2380952381,-19.0476190476,-15.7142857143,0.0000000000,-31.4285714286,0.5000000000,0.0000000000
D1,2026.04.16 00:00,JPY,32.3809523810,11.9047619048,-14.7619047619,-41.4285714286,11.9047619048,0.5833333333,0.3866666667
D1,2026.04.16 00:00,CHF,45.2380952381,-17.6190476190,-8.5714285714,11.9047619048,-29.0476190476,0.4166666667,0.1046025105
D1,2026.04.16 00:00,CAD,59.5238095238,22.8571428571,39.0476190476,22.3809523810,55.7142857143,0.5833333333,0.1902834008
D1,2026.04.16 00:00,AUD,75.7142857143,12.8571428571,10.4761904762,31.4285714286,-10.4761904762,0.6666666667,0.4520547945
D1,2026.04.16 00:00,NZD,48.0952380952,-7.1428571429,-13.8095238095,11.4285714286,-39.0476190476,0.5833333333,0.0944881890
M30,2026.04.10 22:30,USD,60.9523809524,18.5714285714,1.9047619048,21.4285714286,-17.6190476190,0.5000000000,0.1711026616
M30,2026.04.10 22:30,EUR,59.5238095238,-1.4285714286,-0.9523809524,-3.3333333333,1.4285714286,0.5454545455,0.0469798658
M30,2026.04.10 22:30,GBP,73.3333333333,11.4285714286,6.1904761905,23.8095238095,-11.4285714286,0.6666666667,0.3048780488
M30,2026.04.10 22:30,JPY,44.7619047619,19.0476190476,-6.6666666667,8.0952380952,-21.4285714286,0.5833333333,0.0729613734
M30,2026.04.10 22:30,CHF,39.0476190476,-19.0476190476,2.3809523810,-38.0952380952,42.8571428571,0.2500000000,0.2962962963
M30,2026.04.10 22:30,CAD,29.0476190476,-18.0952380952,-21.4285714286,-18.0952380952,-24.7619047619,0.7272727273,0.1958762887
M30,2026.04.10 22:30,AUD,49.5238095238,-9.0476190476,6.1904761905,9.5238095238,2.8571428571,0.4166666667,0.0909090909
M30,2026.04.10 22:30,NZD,43.8095238095,-1.4285714286,12.3809523810,-3.3333333333,28.0952380952,0.6666666667,0.0266159696
H1,2026.04.10 22:00,USD,51.9047619048,-10.9523809524,18.5714285714,-24.7619047619,61.9047619048,0.5000000000,0.1699346405
H1,2026.04.10 22:00,EUR,60.9523809524,-8.5714285714,-3.8095238095,10.4761904762,-18.0952380952,0.5000000000,0.1145833333
H1,2026.04.10 22:00,GBP,78.0952380952,11.9047619048,19.0476190476,17.1428571429,20.9523809524,0.6666666667,0.1818181818
H1,2026.04.10 22:00,JPY,33.8095238095,-6.6666666667,11.4285714286,-13.8095238095,36.6666666667,0.4166666667,0.1428571429
H1,2026.04.10 22:00,CHF,42.8571428571,-6.1904761905,-39.0476190476,-25.2380952381,-52.8571428571,0.5000000000,0.1941391941
H1,2026.04.10 22:00,CAD,31.9047619048,-16.6666666667,-7.6190476190,-6.1904761905,-9.0476190476,0.6666666667,0.0562770563
H1,2026.04.10 22:00,AUD,60.0000000000,20.0000000000,11.9047619048,26.6666666667,-2.8571428571,0.6666666667,0.2916666667
H1,2026.04.10 22:00,NZD,40.4761904762,17.1428571429,-10.4761904762,15.7142857143,-36.6666666667,0.4166666667,0.1709844560
H4,2026.04.10 16:00,USD,44.7619047619,-3.8095238095,20.0000000000,6.6666666667,33.3333333333,0.5833333333,0.0588235294
H4,2026.04.10 16:00,EUR,63.8095238095,3.3333333333,8.5714285714,21.9047619048,-4.7619047619,0.5000000000,0.3285714286
H4,2026.04.10 16:00,GBP,65.7142857143,6.6666666667,15.2380952381,17.1428571429,13.3333333333,0.6666666667,0.3272727273
H4,2026.04.10 16:00,JPY,32.8571428571,3.8095238095,5.7142857143,-8.5714285714,20.0000000000,0.5000000000,0.1363636364
H4,2026.04.10 16:00,CHF,39.5238095238,-11.4285714286,-13.3333333333,-0.0000000000,-26.6666666667,0.4166666667,0.0000000000
H4,2026.04.10 16:00,CAD,42.8571428571,-3.3333333333,1.4285714286,-5.7142857143,8.5714285714,0.4166666667,0.0857142857
H4,2026.04.10 16:00,AUD,60.0000000000,7.6190476190,-12.8571428571,-12.8571428571,-12.8571428571,0.6666666667,0.1210762332
H4,2026.04.10 16:00,NZD,50.4761904762,-2.8571428571,-24.7619047619,-18.5714285714,-30.9523809524,0.6666666667,0.1764705882
D1,2026.04.09 00:00,USD,35.2380952381,-16.6666666667,-11.4285714286,-20.9523809524,-1.9047619048,0.5454545455,0.1506849315
D1,2026.04.09 00:00,EUR,63.3333333333,1.9047619048,-4.2857142857,0.4761904762,-9.0476190476,0.6666666667,0.0063694268
D1,2026.04.09 00:00,GBP,60.9523809524,5.7142857143,5.2380952381,-8.5714285714,19.0476190476,0.5833333333,0.1058823529
D1,2026.04.09 00:00,JPY,30.4761904762,-12.8571428571,-25.7142857143,-25.2380952381,-26.1904761905,0.5454545455,0.1985018727
D1,2026.04.09 00:00,CHF,43.8095238095,-3.8095238095,-10.0000000000,0.4761904762,-20.4761904762,0.5833333333,0.0043290043
D1,2026.04.09 00:00,CAD,32.8571428571,-19.0476190476,-7.6190476190,-8.5714285714,-6.6666666667,0.3333333333,0.0947368421
D1,2026.04.09 00:00,AUD,68.5714285714,16.1904761905,17.1428571429,35.7142857143,-1.4285714286,0.6666666667,0.4966887417
D1,2026.04.09 00:00,NZD,64.7619047619,28.5714285714,36.6666666667,26.6666666667,46.6666666667,0.4166666667,0.2522522523
M30,2026.04.03 22:30,USD,63.8095238095,-1.9047619048,-9.0476190476,6.1904761905,-24.2857142857,0.6363636364,0.0849673203
M30,2026.04.03 22:30,EUR,50.4761904762,-1.4285714286,4.2857142857,-0.4761904762,9.0476190476,0.4166666667,0.0049261084
M30,2026.04.03 22:30,GBP,56.6666666667,20.9523809524,10.4761904762,20.4761904762,0.4761904762,0.4545454545,0.2182741117
M30,2026.04.03 22:30,JPY,63.8095238095,0.0000000000,-4.2857142857,-12.8571428571,4.2857142857,0.3636363636,0.1542857143
M30,2026.04.03 22:30,CHF,30.9523809524,-14.2857142857,14.2857142857,-33.8095238095,62.3809523810,0.5000000000,0.2806324111
M30,2026.04.03 22:30,CAD,51.4285714286,-5.7142857143,-20.4761904762,16.6666666667,-57.6190476190,0.5000000000,0.1690821256
M30,2026.04.03 22:30,AUD,24.7619047619,-29.5238095238,-14.2857142857,-20.0000000000,-8.5714285714,0.5000000000,0.1532846715
M30,2026.04.03 22:30,NZD,58.0952380952,31.9047619048,19.0476190476,23.8095238095,14.2857142857,0.5833333333,0.1288659794
H1,2026.04.03 22:00,USD,70.4761904762,-5.7142857143,12.8571428571,31.4285714286,-5.7142857143,0.5454545455,0.2323943662
H1,2026.04.03 22:00,EUR,50.0000000000,3.3333333333,-4.2857142857,-8.0952380952,-0.4761904762,0.5000000000,0.0928961749
H1,2026.04.03 22:00,GBP,49.5238095238,14.2857142857,15.2380952381,-21.4285714286,51.9047619048,0.2727272727,0.2261306533
H1,2026.04.03 22:00,JPY,69.0476190476,-2.3809523810,-3.3333333333,27.6190476190,-34.2857142857,0.2500000000,0.4531250000
H1,2026.04.03 22:00,CHF,24.7619047619,-0.9523809524,-40.4761904762,-55.7142857143,-25.2380952381,0.8333333333,0.3738019169
H1,2026.04.03 22:00,CAD,57.1428571429,-10.0000000000,28.5714285714,18.0952380952,39.0476190476,0.5833333333,0.1180124224
H1,2026.04.03 22:00,AUD,29.0476190476,-14.2857142857,-17.1428571429,-16.6666666667,-17.6190476190,0.4166666667,0.1541850220
H1,2026.04.03 22:00,NZD,50.0000000000,15.7142857143,8.5714285714,24.7619047619,-7.6190476190,0.6666666667,0.1656050955
H4,2026.04.03 16:00,USD,69.5238095238,9.5238095238,25.2380952381,41.4285714286,9.0476190476,0.5454545455,0.3118279570
H4,2026.04.03 16:00,EUR,52.3809523810,-7.6190476190,-5.2380952381,-11.4285714286,0.9523809524,0.5833333333,0.1904761905
H4,2026.04.03 16:00,GBP,41.9047619048,-11.9047619048,-10.9523809524,-22.3809523810,0.4761904762,0.5000000000,0.2070484581
H4,2026.04.03 16:00,JPY,60.4761904762,20.0000000000,23.3333333333,20.9523809524,25.7142857143,0.5833333333,0.2857142857
H4,2026.04.03 16:00,CHF,41.9047619048,0.9523809524,-0.4761904762,-10.0000000000,9.0476190476,0.5000000000,0.0878661088
H4,2026.04.03 16:00,CAD,58.0952380952,7.6190476190,15.7142857143,18.0952380952,13.3333333333,0.5833333333,0.2065217391
H4,2026.04.03 16:00,AUD,52.8571428571,-12.3809523810,-21.9047619048,-8.5714285714,-35.2380952381,0.6363636364,0.1071428571
H4,2026.04.03 16:00,NZD,22.8571428571,-6.1904761905,-25.7142857143,-28.0952380952,-23.3333333333,0.5833333333,0.2332015810
D1,2026.04.02 00:00,USD,74.2857142857,-4.2857142857,2.8571428571,20.4761904762,-14.7619047619,0.5833333333,0.1339563863
D1,2026.04.02 00:00,EUR,65.7142857143,11.9047619048,4.2857142857,18.5714285714,-10.0000000000,0.5000000000,0.2516129032
D1,2026.04.02 00:00,GBP,46.6666666667,6.6666666667,-25.2380952381,-14.2857142857,-36.1904761905,0.5833333333,0.1219512195
D1,2026.04.02 00:00,JPY,54.2857142857,-19.5238095238,11.4285714286,20.0000000000,2.8571428571,0.5454545455,0.1468531469
D1,2026.04.02 00:00,CHF,42.8571428571,-3.8095238095,0.0000000000,-7.1428571429,7.1428571429,nan,0.0638297872
D1,2026.04.02 00:00,CAD,47.6190476190,-1.9047619048,3.3333333333,5.2380952381,1.4285714286,0.6666666667,0.0506912442
D1,2026.04.02 00:00,AUD,46.6666666667,14.7619047619,18.5714285714,-30.9523809524,68.0952380952,0.5000000000,0.2995391705
D1,2026.04.02 00:00,NZD,21.9047619048,-3.8095238095,-15.2380952381,-11.9047619048,-18.5714285714,0.6363636364,0.1184834123
M30,2026.03.27 21:30,USD,50.4761904762,-16.1904761905,-19.0476190476,2.3809523810,-40.4761904762,0.5833333333,0.0196078431
M30,2026.03.27 21:30,EUR,60.9523809524,-6.1904761905,0.9523809524,0.0000000000,1.9047619048,0.4545454545,0.0000000000
M30,2026.03.27 21:30,GBP,43.8095238095,-10.0000000000,18.5714285714,-10.0000000000,47.1428571429,0.4545454545,0.0901287554
M30,2026.03.27 21:30,JPY,63.8095238095,30.0000000000,13.8095238095,20.4761904762,7.1428571429,0.6666666667,0.1660231660
M30,2026.03.27 21:30,CHF,36.1904761905,-1.9047619048,-32.3809523810,-36.1904761905,-28.5714285714,0.7500000000,0.2857142857
M30,2026.03.27 21:30,CAD,57.1428571429,-1.9047619048,11.9047619048,10.9523809524,12.8571428571,0.6363636364,0.1243243243
M30,2026.03.27 21:30,AUD,38.0952380952,-9.0476190476,-10.9523809524,0.9523809524,-22.8571428571,0.5000000000,0.0103092784
M30,2026.03.27 21:30,NZD,49.5238095238,15.2380952381,17.1428571429,11.4285714286,22.8571428571,0.6666666667,0.1395348837
H1,2026.03.27 21:00,USD,62.8571428571,-7.1428571429,6.1904761905,-12.3809523810,24.7619047619,0.4166666667,0.1287128713
H1,2026.03.27 21:00,EUR,66.1904761905,2.8571428571,3.8095238095,22.3809523810,-14.7619047619,0.6666666667,0.3154362416
H1,2026.03.27 21:00,GBP,35.2380952381,12.8571428571,-7.6190476190,3.3333333333,-18.5714285714,0.4166666667,0.0316742081
H1,2026.03.27 21:00,JPY,60.0000000000,20.9523809524,23.3333333333,27.1428571429,19.5238095238,0.6666666667,0.2252964427
H1,2026.03.27 21:00,CHF,34.2857142857,-29.0476190476,-32.3809523810,-1.9047619048,-62.8571428571,0.4166666667,0.0121951220
H1,2026.03.27 21:00,CAD,55.2380952381,3.8095238095,5.2380952381,-20.0000000000,30.4761904762,0.3636363636,0.2187500000
H1,2026.03.27 21:00,AUD,42.8571428571,-12.8571428571,1.9047619048,-5.7142857143,9.5238095238,0.4545454545,0.0550458716
H1,2026.03.27 21:00,NZD,43.3333333333,8.5714285714,-0.4761904762,-12.8571428571,11.9047619048,0.5000000000,0.0915254237
H4,2026.03.27 16:00,USD,82.8571428571,16.6666666667,0.4761904762,19.0476190476,-18.0952380952,0.5000000000,0.3174603175
H4,2026.03.27 16:00,EUR,70.4761904762,8.5714285714,10.4761904762,18.0952380952,2.8571428571,0.5833333333,0.1809523810
H4,2026.03.27 16:00,GBP,42.3809523810,-22.3809523810,-15.7142857143,-17.6190476190,-13.8095238095,0.5000000000,0.1753554502
H4,2026.03.27 16:00,JPY,44.2857142857,-6.1904761905,-17.1428571429,3.8095238095,-38.0952380952,0.4166666667,0.0493827160
H4,2026.03.27 16:00,CHF,43.8095238095,15.7142857143,0.9523809524,2.3809523810,-0.4761904762,0.3333333333,0.0190114068
H4,2026.03.27 16:00,CAD,52.8571428571,11.4285714286,-0.9523809524,18.5714285714,-20.4761904762,0.4166666667,0.1764705882
H4,2026.03.27 16:00,AUD,33.8095238095,-8.5714285714,16.6666666667,-12.8571428571,46.1904761905,0.4166666667,0.1148936170
H4,2026.03.27 16:00,NZD,29.5238095238,-15.2380952381,5.2380952381,-31.4285714286,41.9047619048,0.5000000000,0.2619047619
D1,2026.03.26 00:00,USD,79.5238095238,26.1904761905,0.4761904762,29.5238095238,-28.5714285714,0.6666666667,0.1987179487
D1,2026.03.26 00:00,EUR,60.0000000000,-1.4285714286,8.5714285714,28.5714285714,-11.4285714286,0.6666666667,0.5769230769
D1,2026.03.26 00:00,GBP,68.0952380952,-5.2380952381,15.7142857143,13.3333333333,18.0952380952,0.5833333333,0.1473684211
D1,2026.03.26 00:00,JPY,57.6190476190,3.8095238095,10.0000000000,25.2380952381,-5.2380952381,0.5833333333,0.1610942249
D1,2026.03.26 00:00,CHF,41.9047619048,-3.3333333333,11.4285714286,-4.2857142857,27.1428571429,0.3636363636,0.0559006211
D1,2026.03.26 00:00,CAD,47.1428571429,-0.9523809524,-13.8095238095,-13.8095238095,-13.8095238095,0.5833333333,0.1223628692
D1,2026.03.26 00:00,AUD,20.4761904762,-8.5714285714,-32.3809523810,-57.1428571429,-7.6190476190,0.5833333333,0.4411764706
D1,2026.03.26 00:00,NZD,25.2380952381,-10.4761904762,-0.0000000000,-21.4285714286,21.4285714286,0.7272727273,0.1821862348
M30,2026.03.20 20:30,USD,72.3809523810,33.8095238095,-2.3809523810,11.4285714286,-16.1904761905,0.4166666667,0.0745341615
M30,2026.03.20 20:30,EUR,62.8571428571,-5.2380952381,-2.3809523810,6.1904761905,-10.9523809524,0.5833333333,0.1092436975
M30,2026.03.20 20:30,GBP,48.0952380952,-10.0000000000,27.6190476190,15.7142857143,39.5238095238,0.6666666667,0.1191335740
M30,2026.03.20 20:30,JPY,47.6190476190,3.3333333333,6.1904761905,3.3333333333,9.0476190476,0.5833333333,0.0457516340
M30,2026.03.20 20:30,CHF,63.8095238095,2.3809523810,-3.3333333333,-15.2380952381,8.5714285714,0.5833333333,0.1142857143
M30,2026.03.20 20:30,CAD,59.5238095238,-8.5714285714,-0.9523809524,0.0000000000,-1.9047619048,0.4166666667,0.0000000000
M30,2026.03.20 20:30,AUD,20.4761904762,-9.0476190476,-6.1904761905,-20.0000000000,7.6190476190,0.5000000000,0.2100000000
M30,2026.03.20 20:30,NZD,25.2380952381,-6.6666666667,-18.5714285714,-1.4285714286,-35.7142857143,0.5833333333,0.0222222222
H1,2026.03.20 20:00,USD,70.0000000000,2.3809523810,12.8571428571,19.5238095238,6.1904761905,0.6666666667,0.1238670695
H1,2026.03.20 20:00,EUR,59.5238095238,-2.3809523810,10.0000000000,-3.8095238095,23.8095238095,0.4166666667,0.0677966102
H1,2026.03.20 20:00,GBP,53.3333333333,28.0952380952,26.6666666667,-7.1428571429,60.4761904762,0.5000000000,0.0515463918
H1,2026.03.20 20:00,JPY,43.3333333333,9.5238095238,9.0476190476,8.5714285714,9.5238095238,0.5833333333,0.0873786408
H1,2026.03.20 20:00,CHF,67.6190476190,0.4761904762,-15.2380952381,19.5238095238,-50.0000000000,0.5000000000,0.1459074733
H1,2026.03.20 20:00,CAD,60.4761904762,-0.9523809524,-5.7142857143,17.6190476190,-29.0476190476,0.3333333333,0.1840796020
H1,2026.03.20 20:00,AUD,19.5238095238,-16.1904761905,-28.5714285714,-27.6190476190,-29.5238095238,0.5000000000,0.2301587302
H1,2026.03.20 20:00,NZD,26.1904761905,-20.9523809524,-9.0476190476,-26.6666666667,8.5714285714,0.5833333333,0.1879194631
H4,2026.03.20 16:00,USD,61.4285714286,8.5714285714,24.7619047619,12.3809523810,37.1428571429,0.4545454545,0.1092436975
H4,2026.03.20 16:00,EUR,72.8571428571,26.1904761905,9.5238095238,15.7142857143,3.3333333333,0.5000000000,0.2129032258
H4,2026.03.20 16:00,GBP,40.0000000000,-19.0476190476,-31.4285714286,-27.1428571429,-35.7142857143,0.6666666667,0.2780487805
H4,2026.03.20 16:00,JPY,37.1428571429,-6.1904761905,-40.0000000000,1.4285714286,-81.4285714286,0.5833333333,0.0100334448
H4,2026.03.20 16:00,CHF,61.9047619048,26.6666666667,25.2380952381,38.0952380952,12.3809523810,0.5833333333,0.4255319149
H4,2026.03.20 16:00,CAD,63.8095238095,27.1428571429,32.8571428571,16.1904761905,49.5238095238,0.5454545455,0.1717171717
H4,2026.03.20 16:00,AUD,24.7619047619,-33.3333333333,-5.2380952381,-34.7619047619,24.2857142857,0.5454545455,0.2260061920
H4,2026.03.20 16:00,NZD,38.0952380952,-30.0000000000,-15.7142857143,-21.9047619048,-9.5238095238,0.5833333333,0.1666666667
D1,2026.03.19 00:00,USD,53.8095238095,-1.4285714286,-8.5714285714,-20.4761904762,3.3333333333,0.5454545455,0.1239193084
D1,2026.03.19 00:00,EUR,48.0952380952,6.1904761905,20.9523809524,20.0000000000,21.9047619048,0.5833333333,0.3888888889
D1,2026.03.19 00:00,GBP,68.0952380952,11.4285714286,12.3809523810,18.5714285714,6.1904761905,0.7500000000,0.2108108108
D1,2026.03.19 00:00,JPY,59.0476190476,15.2380952381,40.4761904762,14.2857142857,66.6666666667,0.5833333333,0.1181102362
D1,2026.03.19 00:00,CHF,30.9523809524,-6.6666666667,-15.2380952381,-17.1428571429,-13.3333333333,0.4545454545,0.2000000000
D1,2026.03.19 00:00,CAD,39.0476190476,-10.9523809524,-30.0000000000,-30.4761904762,-29.5238095238,0.6666666667,0.2644628099
D1,2026.03.19 00:00,AUD,54.2857142857,-14.2857142857,-26.6666666667,-4.7619047619,-48.5714285714,0.3333333333,0.0306748466
D1,2026.03.19 00:00,NZD,46.6666666667,0.4761904762,6.6666666667,20.0000000000,-6.6666666667,0.3333333333,0.1320754717
M30,2026.03.13 19:30,USD,72.3809523810,-4.2857142857,3.8095238095,29.0476190476,-21.4285714286,0.5833333333,0.2918660287
M30,2026.03.13 19:30,EUR,56.6666666667,3.3333333333,2.3809523810,17.6190476190,-12.8571428571,0.7500000000,0.2242424242
M30,2026.03.13 19:30,GBP,64.7619047619,16.6666666667,10.0000000000,41.9047619048,-21.9047619048,0.6666666667,0.4313725490
M30,2026.03.13 19:30,JPY,65.2380952381,4.7619047619,-1.4285714286,-0.9523809524,-1.9047619048,0.6363636364,0.0086206897
M30,2026.03.13 19:30,CHF,49.5238095238,-10.4761904762,6.6666666667,-12.8571428571,26.1904761905,0.3333333333,0.1459459459
M30,2026.03.13 19:30,CAD,45.7142857143,6.1904761905,10.4761904762,1.4285714286,19.5238095238,0.5833333333,0.0122448980
M30,2026.03.13 19:30,AUD,22.3809523810,-0.9523809524,-6.6666666667,-33.3333333333,20.0000000000,0.5833333333,0.2573529412
M30,2026.03.13 19:30,NZD,23.3333333333,-15.2380952381,-25.2380952381,-42.8571428571,-7.6190476190,0.6666666667,0.3435114504
H1,2026.03.13 19:00,USD,69.5238095238,-3.8095238095,18.5714285714,-4.7619047619,41.9047619048,0.5000000000,0.0515463918
H1,2026.03.13 19:00,EUR,54.7619047619,5.2380952381,10.9523809524,7.1428571429,14.7619047619,0.5000000000,0.1219512195
H1,2026.03.13 19:00,GBP,59.5238095238,16.1904761905,42.3809523810,11.9047619048,72.8571428571,0.6666666667,0.1445086705
H1,2026.03.13 19:00,JPY,61.9047619048,-11.9047619048,-0.9523809524,-5.7142857143,3.8095238095,0.5833333333,0.0666666667
H1,2026.03.13 19:00,CHF,54.2857142857,4.7619047619,-12.3809523810,14.2857142857,-39.0476190476,0.3333333333,0.2238805970
H1,2026.03.13 19:00,CAD,45.7142857143,2.8571428571,-4.7619047619,-11.4285714286,1.9047619048,0.5454545455,0.1052631579
H1,2026.03.13 19:00,AUD,28.5714285714,4.7619047619,-21.4285714286,-13.8095238095,-29.0476190476,0.4166666667,0.1155378486
H1,2026.03.13 19:00,NZD,25.7142857143,-18.0952380952,-32.3809523810,2.3809523810,-67.1428571429,0.5833333333,0.0306748466
H4,2026.03.13 16:00,USD,80.4761904762,-1.9047619048,0.0000000000,17.6190476190,-17.6190476190,nan,0.1385767790
H4,2026.03.13 16:00,EUR,52.8571428571,1.9047619048,1.9047619048,16.1904761905,-12.3809523810,0.6363636364,0.2151898734
H4,2026.03.13 16:00,GBP,51.9047619048,-2.8571428571,-3.3333333333,-12.8571428571,6.1904761905,0.5000000000,0.1267605634
H4,2026.03.13 16:00,JPY,70.9523809524,13.3333333333,22.8571428571,50.0000000000,-4.2857142857,0.6666666667,0.5329949239
H4,2026.03.13 16:00,CHF,47.1428571429,14.7619047619,11.4285714286,-0.9523809524,23.8095238095,0.4545454545,0.0103092784
H4,2026.03.13 16:00,CAD,52.3809523810,-12.8571428571,-8.5714285714,-5.2380952381,-11.9047619048,0.5454545455,0.0506912442
H4,2026.03.13 16:00,AUD,21.4285714286,-17.1428571429,-27.6190476190,-37.6190476190,-17.6190476190,0.5833333333,0.2893772894
H4,2026.03.13 16:00,NZD,22.8571428571,4.7619047619,3.3333333333,-27.1428571429,33.8095238095,0.4545454545,0.2533333333
D1,2026.03.12 00:00,USD,72.8571428571,22.8571428571,13.3333333333,5.7142857143,20.9523809524,0.4545454545,0.0377358491
D1,2026.03.12 00:00,EUR,33.8095238095,4.7619047619,9.0476190476,-10.0000000000,28.0952380952,0.4166666667,0.1603053435
D1,2026.03.12 00:00,GBP,59.0476190476,5.2380952381,25.7142857143,18.5714285714,32.8571428571,0.7500000000,0.1764705882
D1,2026.03.12 00:00,JPY,41.4285714286,10.4761904762,-10.0000000000,9.0476190476,-29.0476190476,0.4166666667,0.0926829268
D1,2026.03.12 00:00,CHF,37.6190476190,-13.3333333333,-16.1904761905,-26.6666666667,-5.7142857143,0.5454545455,0.2276422764
D1,2026.03.12 00:00,CAD,68.0952380952,-1.4285714286,3.3333333333,16.6666666667,-10.0000000000,0.5833333333,0.2000000000
D1,2026.03.12 00:00,AUD,58.0952380952,-7.1428571429,-6.1904761905,-1.4285714286,-10.9523809524,0.4166666667,0.0097087379
D1,2026.03.12 00:00,NZD,29.0476190476,-21.4285714286,-19.0476190476,-11.9047619048,-26.1904761905,0.6666666667,0.0980392157
M30,2026.03.06 19:30,USD,36.6666666667,7.6190476190,-8.0952380952,-43.3333333333,27.1428571429,0.7500000000,0.5515151515
M30,2026.03.06 19:30,EUR,56.1904761905,8.0952380952,4.7619047619,15.2380952381,-5.7142857143,0.5833333333,0.1818181818
M30,2026.03.06 19:30,GBP,63.3333333333,-6.1904761905,16.6666666667,12.3809523810,20.9523809524,0.5000000000,0.1250000000
M30,2026.03.06 19:30,JPY,27.6190476190,-8.5714285714,-37.1428571429,-31.4285714286,-42.8571428571,0.5000000000,0.1929824561
M30,2026.03.06 19:30,CHF,70.9523809524,0.0000000000,-6.1904761905,12.3809523810,-24.7619047619,0.5000000000,0.0962962963
M30,2026.03.06 19:30,CAD,67.1428571429,11.4285714286,12.8571428571,1.4285714286,24.2857142857,0.5000000000,0.0157068063
M30,2026.03.06 19:30,AUD,30.9523809524,-5.2380952381,4.7619047619,7.1428571429,2.3809523810,0.5000000000,0.0557620818
M30,2026.03.06 19:30,NZD,47.1428571429,-7.1428571429,12.3809523810,26.1904761905,-1.4285714286,0.5833333333,0.2059925094
H1,2026.03.06 19:00,USD,41.9047619048,-10.9523809524,-27.6190476190,-10.9523809524,-44.2857142857,0.6666666667,0.0978723404
H1,2026.03.06 19:00,EUR,44.7619047619,0.9523809524,11.4285714286,-10.0000000000,32.8571428571,0.3636363636,0.1304347826
H1,2026.03.06 19:00,GBP,63.8095238095,15.2380952381,8.5714285714,9.0476190476,8.0952380952,0.6666666667,0.1366906475
H1,2026.03.06 19:00,JPY,28.5714285714,-27.6190476190,-20.9523809524,9.0476190476,-50.9523809524,0.5454545455,0.0909090909
H1,2026.03.06 19:00,CHF,73.3333333333,-3.8095238095,9.5238095238,23.3333333333,-4.2857142857,0.5833333333,0.1983805668
H1,2026.03.06 19:00,CAD,71.9047619048,8.5714285714,-1.9047619048,17.1428571429,-20.9523809524,0.5000000000,0.1914893617
H1,2026.03.06 19:00,AUD,28.5714285714,1.4285714286,-8.0952380952,-36.6666666667,20.4761904762,0.6363636364,0.2800000000
H1,2026.03.06 19:00,NZD,47.1428571429,16.1904761905,29.0476190476,-0.9523809524,59.0476190476,0.5000000000,0.0075187970
H4,2026.03.06 16:00,USD,38.0952380952,-19.0476190476,-31.4285714286,-9.0476190476,-53.8095238095,0.5000000000,0.0570570571
H4,2026.03.06 16:00,EUR,40.9523809524,-7.6190476190,-8.5714285714,8.5714285714,-25.7142857143,0.4166666667,0.1168831169
H4,2026.03.06 16:00,GBP,61.9047619048,-3.3333333333,1.9047619048,21.4285714286,-17.6190476190,0.5454545455,0.2153110048
H4,2026.03.06 16:00,JPY,28.5714285714,5.2380952381,-30.4761904762,-31.9047619048,-29.0476190476,0.6666666667,0.1696202532
H4,2026.03.06 16:00,CHF,77.1428571429,25.2380952381,17.6190476190,29.0476190476,6.1904761905,0.6666666667,0.2430278884
H4,2026.03.06 16:00,CAD,74.2857142857,15.7142857143,22.8571428571,17.6190476190,28.0952380952,0.6666666667,0.1917098446
H4,2026.03.06 16:00,AUD,31.4285714286,-19.0476190476,14.2857142857,-25.2380952381,53.8095238095,0.4166666667,0.1846689895
H4,2026.03.06 16:00,NZD,47.6190476190,2.8571428571,13.8095238095,-10.4761904762,38.0952380952,0.4166666667,0.0901639344
D1,2026.03.05 00:00,USD,76.1904761905,1.4285714286,28.5714285714,23.8095238095,33.3333333333,0.5454545455,0.1785714286
D1,2026.03.05 00:00,EUR,33.8095238095,-0.9523809524,-14.2857142857,-8.0952380952,-20.4761904762,0.5454545455,0.1404958678
D1,2026.03.05 00:00,GBP,46.1904761905,9.5238095238,-3.3333333333,26.6666666667,-33.3333333333,0.4166666667,0.2240000000
D1,2026.03.05 00:00,JPY,40.9523809524,6.1904761905,16.1904761905,-20.9523809524,53.3333333333,0.5000000000,0.1818181818
D1,2026.03.05 00:00,CHF,56.1904761905,13.3333333333,2.8571428571,5.2380952381,0.4761904762,0.5833333333,0.0353697749
D1,2026.03.05 00:00,CAD,70.9523809524,3.3333333333,27.6190476190,31.9047619048,23.3333333333,0.6666666667,0.3918128655
D1,2026.03.05 00:00,AUD,40.0000000000,-32.8571428571,-40.4761904762,-28.5714285714,-52.3809523810,0.5000000000,0.2307692308
D1,2026.03.05 00:00,NZD,35.7142857143,0.0000000000,-17.1428571429,-30.0000000000,-4.2857142857,0.5000000000,0.1938461538
M30,2026.02.27 19:30,USD,43.8095238095,-0.9523809524,-5.7142857143,-10.9523809524,-0.4761904762,0.4545454545,0.1031390135
M30,2026.02.27 19:30,EUR,42.3809523810,-18.5714285714,-8.0952380952,-6.6666666667,-9.5238095238,0.5833333333,0.0769230769
M30,2026.02.27 19:30,GBP,44.7619047619,10.9523809524,22.8571428571,14.2857142857,31.4285714286,0.5833333333,0.1829268293
