tf,bar_time,currency,S,vel3,vel6,vel12,acel6,pers12,efic12
H1,2025.10.22 12:00,AUD,56.1904761905,-10.9523809524,-5.7142857143,-0.4761904762,-10.9523809524,0.3636363636,0.0049261084
H1,2025.10.22 12:00,NZD,57.1428571429,-16.6666666667,-8.5714285714,8.5714285714,-25.7142857143,0.5000000000,0.1011235955
H4,2025.10.22 08:00,USD,55.7142857143,-7.6190476190,-24.2857142857,13.8095238095,-62.3809523810,0.5000000000,0.0886850153
H4,2025.10.22 08:00,EUR,32.3809523810,3.3333333333,-5.2380952381,-9.5238095238,-0.9523809524,0.7500000000,0.1333333333
H4,2025.10.22 08:00,GBP,26.1904761905,-18.0952380952,-21.4285714286,-25.2380952381,-17.6190476190,0.4166666667,0.2560386473
H4,2025.10.22 08:00,JPY,45.7142857143,14.2857142857,20.0000000000,-5.2380952381,45.2380952381,0.4166666667,0.0468085106
H4,2025.10.22 08:00,CHF,42.3809523810,0.0000000000,-23.8095238095,-27.6190476190,-20.0000000000,0.6666666667,0.2959183673
H4,2025.10.22 08:00,CAD,66.1904761905,0.9523809524,6.6666666667,26.1904761905,-12.8571428571,0.4166666667,0.3216374269
H4,2025.10.22 08:00,AUD,61.9047619048,14.2857142857,16.1904761905,20.0000000000,12.3809523810,0.4166666667,0.1521739130
H4,2025.10.22 08:00,NZD,69.5238095238,-7.1428571429,31.9047619048,7.6190476190,56.1904761905,0.5000000000,0.0479041916
D1,2025.10.21 00:00,USD,65.7142857143,11.4285714286,-9.0476190476,12.8571428571,-30.9523809524,0.4166666667,0.1698113208
D1,2025.10.21 00:00,EUR,39.5238095238,-22.8571428571,-1.9047619048,-15.2380952381,11.4285714286,0.7272727273,0.1777777778
D1,2025.10.21 00:00,GBP,52.3809523810,-10.0000000000,-3.3333333333,4.2857142857,-10.9523809524,0.4545454545,0.0526315789
D1,2025.10.21 00:00,JPY,27.1428571429,-27.6190476190,-7.1428571429,-26.1904761905,11.9047619048,0.4166666667,0.2000000000
D1,2025.10.21 00:00,CHF,62.3809523810,-15.7142857143,10.4761904762,1.9047619048,19.0476190476,0.5000000000,0.0172413793
D1,2025.10.21 00:00,CAD,60.4761904762,28.5714285714,3.8095238095,26.6666666667,-19.0476190476,0.5000000000,0.2352941176
D1,2025.10.21 00:00,AUD,37.1428571429,12.8571428571,-10.9523809524,-13.8095238095,-8.0952380952,0.5000000000,0.0845481050
D1,2025.10.21 00:00,NZD,55.2380952381,23.3333333333,18.0952380952,9.5238095238,26.6666666667,0.7500000000,0.1030927835
M30,2025.10.15 12:30,USD,43.3333333333,-0.4761904762,16.1904761905,10.4761904762,21.9047619048,0.5833333333,0.1057692308
M30,2025.10.15 12:30,EUR,53.3333333333,-5.2380952381,-6.1904761905,6.6666666667,-19.0476190476,0.5000000000,0.0693069307
M30,2025.10.15 12:30,GBP,54.2857142857,9.5238095238,2.3809523810,-1.9047619048,6.6666666667,0.4545454545,0.0202020202
M30,2025.10.15 12:30,JPY,25.2380952381,-11.9047619048,-28.5714285714,-30.0000000000,-27.1428571429,0.6666666667,0.2195121951
M30,2025.10.15 12:30,CHF,38.5714285714,-8.5714285714,-5.2380952381,-14.2857142857,3.8095238095,0.5000000000,0.1578947368
M30,2025.10.15 12:30,CAD,40.4761904762,13.3333333333,0.9523809524,11.9047619048,-10.0000000000,0.5000000000,0.1612903226
M30,2025.10.15 12:30,AUD,70.9523809524,-1.4285714286,9.0476190476,-0.4761904762,18.5714285714,0.5000000000,0.0059171598
M30,2025.10.15 12:30,NZD,73.8095238095,4.7619047619,11.4285714286,17.6190476190,5.2380952381,0.5000000000,0.1066282421
H1,2025.10.15 12:00,USD,39.5238095238,21.9047619048,2.8571428571,4.2857142857,1.4285714286,0.6363636364,0.0508474576
H1,2025.10.15 12:00,EUR,59.5238095238,5.2380952381,18.0952380952,6.6666666667,29.5238095238,0.4166666667,0.0777777778
H1,2025.10.15 12:00,GBP,53.8095238095,-1.4285714286,-9.5238095238,19.0476190476,-38.0952380952,0.5833333333,0.2352941176
H1,2025.10.15 12:00,JPY,37.1428571429,-33.8095238095,-22.3809523810,-21.9047619048,-22.8571428571,0.4166666667,0.1493506494
H1,2025.10.15 12:00,CHF,30.0000000000,-11.4285714286,-18.0952380952,-32.8571428571,-3.3333333333,0.5833333333,0.3239436620
H1,2025.10.15 12:00,CAD,40.0000000000,8.0952380952,10.9523809524,-3.8095238095,25.7142857143,0.4545454545,0.0666666667
H1,2025.10.15 12:00,AUD,73.3333333333,3.3333333333,-3.8095238095,24.7619047619,-32.3809523810,0.2727272727,0.3561643836
H1,2025.10.15 12:00,NZD,66.6666666667,8.0952380952,21.9047619048,3.8095238095,40.0000000000,0.4166666667,0.0268456376
H4,2025.10.15 08:00,USD,34.7619047619,-5.2380952381,-34.2857142857,-35.2380952381,-33.3333333333,0.4166666667,0.3557692308
H4,2025.10.15 08:00,EUR,65.2380952381,11.4285714286,16.6666666667,20.9523809524,12.3809523810,0.5833333333,0.2135922330
H4,2025.10.15 08:00,GBP,47.1428571429,-1.4285714286,9.0476190476,-0.9523809524,19.0476190476,0.5833333333,0.0081300813
H4,2025.10.15 08:00,JPY,64.2857142857,6.6666666667,-15.2380952381,14.2857142857,-44.7619047619,0.4166666667,0.1006711409
H4,2025.10.15 08:00,CHF,60.0000000000,-16.6666666667,-8.0952380952,20.4761904762,-36.6666666667,0.3333333333,0.1541218638
H4,2025.10.15 08:00,CAD,24.7619047619,-12.8571428571,-21.4285714286,-27.1428571429,-15.7142857143,0.5833333333,0.2893401015
H4,2025.10.15 08:00,AUD,56.1904761905,11.4285714286,34.7619047619,5.2380952381,64.2857142857,0.5000000000,0.0402930403
H4,2025.10.15 08:00,NZD,47.6190476190,6.6666666667,18.5714285714,2.3809523810,34.7619047619,0.4545454545,0.0216450216
D1,2025.10.14 00:00,USD,69.5238095238,-8.5714285714,9.5238095238,2.3809523810,16.6666666667,0.5833333333,0.0292397661
D1,2025.10.14 00:00,EUR,54.2857142857,14.7619047619,11.9047619048,-8.5714285714,32.3809523810,0.3636363636,0.1111111111
D1,2025.10.14 00:00,GBP,49.0476190476,11.9047619048,-5.7142857143,-2.3809523810,-9.0476190476,0.5000000000,0.0228310502
D1,2025.10.14 00:00,JPY,46.6666666667,8.5714285714,31.9047619048,8.5714285714,55.2380952381,0.6666666667,0.0555555556
D1,2025.10.14 00:00,CHF,74.2857142857,32.8571428571,13.3333333333,10.0000000000,16.6666666667,0.5833333333,0.0742049470
D1,2025.10.14 00:00,CAD,48.0952380952,-10.4761904762,2.3809523810,1.9047619048,2.8571428571,0.5000000000,0.0229885057
D1,2025.10.14 00:00,AUD,30.4761904762,-35.2380952381,-38.0952380952,-16.1904761905,-60.0000000000,0.5833333333,0.0994152047
D1,2025.10.14 00:00,NZD,27.6190476190,-13.8095238095,-25.2380952381,4.2857142857,-54.7619047619,0.4166666667,0.0476190476
M30,2025.10.08 12:30,USD,59.5238095238,6.1904761905,4.2857142857,-4.2857142857,12.8571428571,0.5833333333,0.0491803279
M30,2025.10.08 12:30,EUR,37.6190476190,-0.9523809524,-10.4761904762,-3.8095238095,-17.1428571429,0.5833333333,0.0408163265
M30,2025.10.08 12:30,GBP,52.8571428571,-11.4285714286,-3.8095238095,-1.4285714286,-6.1904761905,0.5000000000,0.0275229358
M30,2025.10.08 12:30,JPY,24.7619047619,-17.1428571429,-34.7619047619,-27.1428571429,-42.3809523810,0.5833333333,0.2270916335
M30,2025.10.08 12:30,CHF,61.4285714286,28.5714285714,26.6666666667,24.2857142857,29.0476190476,0.5833333333,0.3333333333
M30,2025.10.08 12:30,CAD,57.6190476190,-6.6666666667,-7.1428571429,1.9047619048,-16.1904761905,0.5000000000,0.0289855072
M30,2025.10.08 12:30,AUD,45.7142857143,6.1904761905,-0.4761904762,-10.9523809524,10.0000000000,0.5000000000,0.1191709845
M30,2025.10.08 12:30,NZD,60.4761904762,-4.7619047619,25.7142857143,21.4285714286,30.0000000000,0.5000000000,0.1465798046
H1,2025.10.08 12:00,USD,61.9047619048,-4.2857142857,-7.1428571429,3.3333333333,-17.6190476190,0.4166666667,0.0518518519
H1,2025.10.08 12:00,EUR,38.0952380952,-9.5238095238,-0.9523809524,-6.6666666667,4.7619047619,0.2500000000,0.0972222222
H1,2025.10.08 12:00,GBP,52.8571428571,-10.0000000000,-1.4285714286,-1.4285714286,-1.4285714286,0.5000000000,0.0212765957
H1,2025.10.08 12:00,JPY,19.5238095238,-31.9047619048,-25.2380952381,-14.2857142857,-36.1904761905,0.5000000000,0.1315789474
H1,2025.10.08 12:00,CHF,56.6666666667,24.7619047619,22.3809523810,2.8571428571,41.9047619048,0.5833333333,0.0312500000
H1,2025.10.08 12:00,CAD,67.6190476190,-2.8571428571,2.8571428571,-0.9523809524,6.6666666667,0.3333333333,0.0135135135
H1,2025.10.08 12:00,AUD,50.9523809524,8.0952380952,-8.5714285714,14.7619047619,-31.9047619048,0.4545454545,0.1589743590
H1,2025.10.08 12:00,NZD,52.3809523810,25.7142857143,18.0952380952,2.3809523810,33.8095238095,0.5000000000,0.0248756219
H4,2025.10.08 08:00,USD,71.9047619048,0.9523809524,-4.7619047619,3.8095238095,-13.3333333333,0.5000000000,0.0320000000
H4,2025.10.08 08:00,EUR,39.0476190476,4.7619047619,9.0476190476,13.3333333333,4.7619047619,0.5000000000,0.1386138614
H4,2025.10.08 08:00,GBP,69.5238095238,22.8571428571,17.6190476190,18.0952380952,17.1428571429,0.5000000000,0.1098265896
H4,2025.10.08 08:00,JPY,22.3809523810,0.9523809524,-21.9047619048,-8.0952380952,-35.7142857143,0.5833333333,0.0656370656
H4,2025.10.08 08:00,CHF,40.4761904762,-29.5238095238,-14.7619047619,5.2380952381,-34.7619047619,0.4166666667,0.0476190476
H4,2025.10.08 08:00,CAD,76.6666666667,0.9523809524,5.7142857143,12.3809523810,-0.9523809524,0.5000000000,0.1645569620
H4,2025.10.08 08:00,AUD,45.2380952381,-0.4761904762,4.7619047619,-17.6190476190,27.1428571429,0.4166666667,0.2517006803
H4,2025.10.08 08:00,NZD,34.7619047619,-0.4761904762,4.2857142857,-27.1428571429,35.7142857143,0.5833333333,0.2533333333
D1,2025.10.07 00:00,USD,73.3333333333,10.9523809524,19.5238095238,17.1428571429,21.9047619048,0.5833333333,0.1565217391
D1,2025.10.07 00:00,EUR,40.4761904762,-8.0952380952,-21.4285714286,-20.9523809524,-21.9047619048,0.5833333333,0.2650602410
D1,2025.10.07 00:00,GBP,53.8095238095,16.1904761905,3.8095238095,20.4761904762,-12.8571428571,0.5000000000,0.2057416268
D1,2025.10.07 00:00,JPY,20.0000000000,-53.3333333333,-41.9047619048,-27.6190476190,-56.1904761905,0.4166666667,0.2056737589
D1,2025.10.07 00:00,CHF,60.0000000000,10.4761904762,10.0000000000,-1.4285714286,21.4285714286,0.5000000000,0.0240000000
D1,2025.10.07 00:00,CAD,61.4285714286,31.4285714286,21.9047619048,-0.9523809524,44.7619047619,0.5000000000,0.0085470085
D1,2025.10.07 00:00,AUD,56.6666666667,4.2857142857,-3.8095238095,5.2380952381,-12.8571428571,0.5454545455,0.0464135021
D1,2025.10.07 00:00,NZD,34.2857142857,-11.9047619048,11.9047619048,8.0952380952,15.7142857143,0.5000000000,0.1125827815
M30,2025.10.01 12:30,USD,60.4761904762,29.5238095238,31.4285714286,7.1428571429,55.7142857143,0.5000000000,0.0761421320
M30,2025.10.01 12:30,EUR,23.8095238095,-11.4285714286,-32.3809523810,-40.0000000000,-24.7619047619,0.5833333333,0.3888888889
M30,2025.10.01 12:30,GBP,61.9047619048,11.4285714286,24.7619047619,11.4285714286,38.0952380952,0.5000000000,0.1348314607
M30,2025.10.01 12:30,JPY,61.9047619048,-11.4285714286,-19.0476190476,13.8095238095,-51.9047619048,0.6363636364,0.2213740458
M30,2025.10.01 12:30,CHF,26.1904761905,-9.5238095238,-44.2857142857,-45.2380952381,-43.3333333333,0.6666666667,0.3909465021
M30,2025.10.01 12:30,CAD,44.2857142857,12.3809523810,14.2857142857,14.2857142857,14.2857142857,0.5833333333,0.1546391753
M30,2025.10.01 12:30,AUD,66.6666666667,3.3333333333,24.7619047619,33.8095238095,15.7142857143,0.5833333333,0.4640522876
M30,2025.10.01 12:30,NZD,54.7619047619,-24.2857142857,0.4761904762,4.7619047619,-3.8095238095,0.5000000000,0.0574712644
H1,2025.10.01 12:00,USD,52.8571428571,22.3809523810,-0.4761904762,7.1428571429,-8.0952380952,0.5454545455,0.0731707317
H1,2025.10.01 12:00,EUR,26.1904761905,-28.0952380952,-35.7142857143,-8.0952380952,-63.3333333333,0.5000000000,0.0880829016
H1,2025.10.01 12:00,GBP,66.6666666667,32.8571428571,17.6190476190,24.7619047619,10.4761904762,0.6666666667,0.2363636364
H1,2025.10.01 12:00,JPY,70.4761904762,-13.3333333333,12.3809523810,-2.8571428571,27.6190476190,0.4545454545,0.0225563910
H1,2025.10.01 12:00,CHF,31.4285714286,-40.0000000000,-41.4285714286,-37.6190476190,-45.2380952381,0.4545454545,0.2771929825
H1,2025.10.01 12:00,CAD,40.9523809524,7.6190476190,2.8571428571,-10.4761904762,16.1904761905,0.4166666667,0.1506849315
H1,2025.10.01 12:00,AUD,52.8571428571,18.5714285714,30.4761904762,14.7619047619,46.1904761905,0.6363636364,0.1455399061
H1,2025.10.01 12:00,NZD,58.5714285714,0.0000000000,14.2857142857,12.3809523810,16.1904761905,0.6666666667,0.1287128713
H4,2025.10.01 08:00,USD,25.7142857143,-15.2380952381,-0.9523809524,-14.7619047619,12.8571428571,0.4545454545,0.1377777778
H4,2025.10.01 08:00,EUR,42.3809523810,8.0952380952,-21.4285714286,2.8571428571,-45.7142857143,0.5833333333,0.0160427807
H4,2025.10.01 08:00,GBP,56.1904761905,11.4285714286,9.5238095238,0.4761904762,18.5714285714,0.5000000000,0.0044444444
H4,2025.10.01 08:00,JPY,82.8571428571,9.5238095238,0.4761904762,4.7619047619,-3.8095238095,0.5000000000,0.0359712230
H4,2025.10.01 08:00,CHF,34.7619047619,-19.5238095238,-5.2380952381,-16.6666666667,6.1904761905,0.5000000000,0.1383399209
H4,2025.10.01 08:00,CAD,32.3809523810,-6.6666666667,2.8571428571,-10.9523809524,16.6666666667,0.3333333333,0.0978723404
H4,2025.10.01 08:00,AUD,60.9523809524,-3.8095238095,-4.2857142857,10.9523809524,-19.5238095238,0.5000000000,0.0946502058
H4,2025.10.01 08:00,NZD,64.7619047619,16.1904761905,19.0476190476,23.3333333333,14.7619047619,0.4166666667,0.3043478261
D1,2025.09.30 00:00,USD,50.9523809524,-27.1428571429,4.2857142857,15.2380952381,-6.6666666667,0.5000000000,0.1212121212
D1,2025.09.30 00:00,EUR,52.3809523810,-3.3333333333,-21.4285714286,-3.3333333333,-39.5238095238,0.5833333333,0.0316742081
D1,2025.09.30 00:00,GBP,40.0000000000,4.7619047619,-1.9047619048,-9.0476190476,5.2380952381,0.5833333333,0.0954773869
D1,2025.09.30 00:00,JPY,62.3809523810,27.1428571429,19.5238095238,34.2857142857,4.7619047619,0.6666666667,0.3130434783
D1,2025.09.30 00:00,CHF,51.9047619048,-12.3809523810,-17.1428571429,-8.0952380952,-26.1904761905,0.6666666667,0.1188811189
D1,2025.09.30 00:00,CAD,30.4761904762,-26.1904761905,-6.6666666667,-3.3333333333,-10.0000000000,0.5833333333,0.0245614035
D1,2025.09.30 00:00,AUD,74.7619047619,21.9047619048,20.0000000000,-1.9047619048,41.9047619048,0.3636363636,0.0224719101
D1,2025.09.30 00:00,NZD,37.1428571429,15.2380952381,3.3333333333,-23.8095238095,30.4761904762,0.3333333333,0.3205128205
M30,2025.09.24 12:30,USD,70.9523809524,-6.6666666667,-1.9047619048,9.0476190476,-12.8571428571,0.5833333333,0.1496062992
M30,2025.09.24 12:30,EUR,35.7142857143,4.7619047619,0.0000000000,-17.1428571429,17.1428571429,nan,0.2368421053
M30,2025.09.24 12:30,GBP,50.9523809524,7.1428571429,-7.6190476190,5.7142857143,-20.9523809524,0.4545454545,0.0540540541
M30,2025.09.24 12:30,JPY,43.8095238095,-3.8095238095,12.3809523810,20.9523809524,3.8095238095,0.5833333333,0.1833333333
M30,2025.09.24 12:30,CHF,53.3333333333,7.6190476190,-7.1428571429,15.2380952381,-29.5238095238,0.2500000000,0.1333333333
M30,2025.09.24 12:30,CAD,47.1428571429,-11.9047619048,-10.0000000000,-9.5238095238,-10.4761904762,0.5833333333,0.1030927835
M30,2025.09.24 12:30,AUD,58.0952380952,5.2380952381,6.6666666667,-4.2857142857,17.6190476190,0.5833333333,0.0318021201
M30,2025.09.24 12:30,NZD,40.0000000000,-2.3809523810,7.6190476190,-20.0000000000,35.2380952381,0.3333333333,0.1875000000
H1,2025.09.24 12:00,USD,73.3333333333,-1.9047619048,10.0000000000,31.9047619048,-11.9047619048,0.5833333333,0.4011976048
H1,2025.09.24 12:00,EUR,33.8095238095,-6.1904761905,-27.6190476190,-18.0952380952,-37.1428571429,0.5000000000,0.1386861314
H1,2025.09.24 12:00,GBP,52.3809523810,-0.4761904762,8.0952380952,8.5714285714,7.6190476190,0.6666666667,0.0775862069
H1,2025.09.24 12:00,JPY,31.4285714286,7.6190476190,3.8095238095,-42.8571428571,50.4761904762,0.3333333333,0.3237410072
H1,2025.09.24 12:00,CHF,47.1428571429,-14.7619047619,2.8571428571,-9.0476190476,14.7619047619,0.5454545455,0.1049723757
H1,2025.09.24 12:00,CAD,49.0476190476,4.7619047619,7.6190476190,0.9523809524,14.2857142857,0.5833333333,0.0126582278
H1,2025.09.24 12:00,AUD,73.3333333333,4.7619047619,6.1904761905,38.0952380952,-25.7142857143,0.5833333333,0.3053435115
H1,2025.09.24 12:00,NZD,39.5238095238,6.1904761905,-10.9523809524,-9.5238095238,-12.3809523810,0.5833333333,0.0793650794
H4,2025.09.24 08:00,USD,64.7619047619,22.3809523810,13.8095238095,11.9047619048,15.7142857143,0.4545454545,0.1282051282
H4,2025.09.24 08:00,EUR,51.4285714286,-16.6666666667,-8.0952380952,-11.4285714286,-4.7619047619,0.5833333333,0.1791044776
H4,2025.09.24 08:00,GBP,49.5238095238,0.0000000000,12.3809523810,4.2857142857,20.4761904762,0.4166666667,0.0566037736
H4,2025.09.24 08:00,JPY,28.5714285714,-35.7142857143,-37.1428571429,-30.9523809524,-43.3333333333,0.6666666667,0.2509652510
H4,2025.09.24 08:00,CHF,47.6190476190,-30.4761904762,-12.8571428571,-13.3333333333,-12.3809523810,0.6363636364,0.1728395062
H4,2025.09.24 08:00,CAD,42.8571428571,16.1904761905,12.8571428571,-3.3333333333,29.0476190476,0.5000000000,0.0305676856
H4,2025.09.24 08:00,AUD,73.8095238095,36.1904761905,20.9523809524,36.1904761905,5.7142857143,0.4545454545,0.2550335570
H4,2025.09.24 08:00,NZD,41.4285714286,8.0952380952,-1.9047619048,6.6666666667,-10.4761904762,0.4166666667,0.1014492754
D1,2025.09.23 00:00,USD,47.6190476190,-3.8095238095,25.2380952381,17.6190476190,32.8571428571,0.6666666667,0.1644444444
D1,2025.09.23 00:00,EUR,74.2857142857,6.6666666667,24.7619047619,13.8095238095,35.7142857143,0.5000000000,0.1255411255
D1,2025.09.23 00:00,GBP,46.6666666667,1.9047619048,-9.0476190476,-4.7619047619,-13.3333333333,0.4166666667,0.0657894737
D1,2025.09.23 00:00,JPY,43.8095238095,16.1904761905,10.9523809524,-7.6190476190,29.5238095238,0.4166666667,0.0544217687
D1,2025.09.23 00:00,CHF,68.0952380952,3.3333333333,12.8571428571,-5.7142857143,31.4285714286,0.4166666667,0.0659340659
D1,2025.09.23 00:00,CAD,34.7619047619,-23.3333333333,-16.1904761905,9.0476190476,-41.4285714286,0.4545454545,0.0815450644
D1,2025.09.23 00:00,AUD,54.7619047619,0.9523809524,-19.0476190476,-9.5238095238,-28.5714285714,0.6363636364,0.1818181818
D1,2025.09.23 00:00,NZD,30.0000000000,-1.9047619048,-29.5238095238,-12.8571428571,-46.1904761905,0.5000000000,0.1398963731
M30,2025.09.17 12:30,USD,46.1904761905,-18.0952380952,-14.2857142857,-27.1428571429,-1.4285714286,0.6666666667,0.2807881773
M30,2025.09.17 12:30,EUR,22.8571428571,-20.0000000000,-36.6666666667,-23.3333333333,-50.0000000000,0.5833333333,0.2000000000
M30,2025.09.17 12:30,GBP,63.3333333333,7.6190476190,6.6666666667,9.0476190476,4.2857142857,0.5833333333,0.0984455959
M30,2025.09.17 12:30,JPY,80.0000000000,23.3333333333,15.7142857143,21.9047619048,9.5238095238,0.5000000000,0.1796875000
M30,2025.09.17 12:30,CHF,60.0000000000,-1.4285714286,7.1428571429,14.7619047619,-0.4761904762,0.5000000000,0.1623036649
M30,2025.09.17 12:30,CAD,44.2857142857,-16.1904761905,-11.4285714286,-6.6666666667,-16.1904761905,0.4166666667,0.0921052632
M30,2025.09.17 12:30,AUD,36.6666666667,10.0000000000,4.2857142857,0.0000000000,8.5714285714,0.5000000000,0.0000000000
M30,2025.09.17 12:30,NZD,46.6666666667,14.7619047619,28.5714285714,11.4285714286,45.7142857143,0.5833333333,0.1081081081
H1,2025.09.17 12:00,USD,48.5714285714,-10.9523809524,-4.7619047619,7.6190476190,-17.1428571429,0.5000000000,0.0816326531
H1,2025.09.17 12:00,EUR,29.5238095238,-31.9047619048,-24.7619047619,-28.0952380952,-21.4285714286,0.5833333333,0.3371428571
H1,2025.09.17 12:00,GBP,61.4285714286,11.9047619048,16.6666666667,21.4285714286,11.9047619048,0.6000000000,0.3781512605
H1,2025.09.17 12:00,JPY,80.0000000000,23.8095238095,16.1904761905,22.8571428571,9.5238095238,0.5833333333,0.1889763780
H1,2025.09.17 12:00,CHF,61.4285714286,-9.5238095238,9.0476190476,1.4285714286,16.6666666667,0.5000000000,0.0160427807
H1,2025.09.17 12:00,CAD,43.8095238095,-5.2380952381,9.5238095238,-20.0000000000,39.0476190476,0.2727272727,0.2441860465
H1,2025.09.17 12:00,AUD,37.6190476190,1.9047619048,-14.7619047619,-2.8571428571,-26.6666666667,0.5000000000,0.0206896552
H1,2025.09.17 12:00,NZD,37.6190476190,20.0000000000,-7.1428571429,-2.3809523810,-11.9047619048,0.6666666667,0.0224215247
H4,2025.09.17 08:00,USD,42.3809523810,17.6190476190,13.8095238095,7.1428571429,20.4761904762,0.5833333333,0.0785340314
H4,2025.09.17 08:00,EUR,58.0952380952,-6.1904761905,-14.7619047619,2.3809523810,-31.9047619048,0.4545454545,0.0199203187
H4,2025.09.17 08:00,GBP,52.3809523810,15.7142857143,0.0000000000,-23.8095238095,23.8095238095,nan,0.2659574468
H4,2025.09.17 08:00,JPY,67.1428571429,9.5238095238,11.9047619048,24.7619047619,-0.9523809524,0.5000000000,0.2031250000
H4,2025.09.17 08:00,CHF,74.2857142857,-8.5714285714,1.9047619048,29.5238095238,-25.7142857143,0.7500000000,0.3263157895
H4,2025.09.17 08:00,CAD,43.8095238095,-2.8571428571,-1.9047619048,-0.9523809524,-2.8571428571,0.5833333333,0.0064935065
H4,2025.09.17 08:00,AUD,35.2380952381,-5.7142857143,4.7619047619,-21.4285714286,30.9523809524,0.3333333333,0.2941176471
H4,2025.09.17 08:00,NZD,26.6666666667,-19.5238095238,-15.7142857143,-17.6190476190,-13.8095238095,0.5833333333,0.2387096774
D1,2025.09.16 00:00,USD,17.1428571429,-7.1428571429,-15.7142857143,-17.1428571429,-14.2857142857,0.5000000000,0.1090909091
D1,2025.09.16 00:00,EUR,65.7142857143,18.0952380952,6.1904761905,17.6190476190,-5.2380952381,0.5833333333,0.1659192825
D1,2025.09.16 00:00,GBP,45.7142857143,-7.1428571429,0.0000000000,8.5714285714,-8.5714285714,0.6666666667,0.0882352941
D1,2025.09.16 00:00,JPY,44.7619047619,10.0000000000,20.0000000000,-6.1904761905,46.1904761905,0.5000000000,0.0423452769
D1,2025.09.16 00:00,CHF,74.7619047619,17.1428571429,-0.9523809524,11.9047619048,-13.8095238095,0.4166666667,0.1152073733
D1,2025.09.16 00:00,CAD,40.4761904762,10.0000000000,5.2380952381,-11.9047619048,22.3809523810,0.4545454545,0.0915750916
D1,2025.09.16 00:00,AUD,59.5238095238,-19.5238095238,-7.6190476190,-7.1428571429,-8.0952380952,0.5000000000,0.0753768844
D1,2025.09.16 00:00,NZD,51.9047619048,-21.4285714286,-7.1428571429,4.2857142857,-18.5714285714,0.5000000000,0.0443349754
M30,2025.09.10 12:30,USD,42.3809523810,-20.0000000000,-22.8571428571,6.1904761905,-51.9047619048,0.4166666667,0.0517928287
M30,2025.09.10 12:30,EUR,51.4285714286,8.5714285714,11.9047619048,0.4761904762,23.3333333333,0.4166666667,0.0046511628
M30,2025.09.10 12:30,GBP,51.4285714286,-5.7142857143,-4.7619047619,-8.0952380952,-1.4285714286,0.5000000000,0.1683168317
M30,2025.09.10 12:30,JPY,38.0952380952,-2.8571428571,11.4285714286,7.6190476190,15.2380952381,0.5833333333,0.0615384615
M30,2025.09.10 12:30,CHF,50.9523809524,18.5714285714,15.7142857143,18.0952380952,13.3333333333,0.4166666667,0.1250000000
M30,2025.09.10 12:30,CAD,37.6190476190,-19.0476190476,-17.1428571429,0.9523809524,-35.2380952381,0.6666666667,0.0097087379
M30,2025.09.10 12:30,AUD,56.1904761905,-3.3333333333,-4.7619047619,-24.2857142857,14.7619047619,0.5000000000,0.1683168317
M30,2025.09.10 12:30,NZD,71.9047619048,23.8095238095,10.4761904762,-0.9523809524,21.9047619048,0.5000000000,0.0117647059
H1,2025.09.10 12:00,USD,42.8571428571,-18.0952380952,-3.8095238095,-14.7619047619,7.1428571429,0.6666666667,0.2440944882
H1,2025.09.10 12:00,EUR,49.0476190476,3.3333333333,3.8095238095,10.0000000000,-2.3809523810,0.6363636364,0.1111111111
H1,2025.09.10 12:00,GBP,45.7142857143,-8.5714285714,-13.3333333333,6.6666666667,-33.3333333333,0.4166666667,0.0897435897
H1,2025.09.10 12:00,JPY,29.5238095238,3.3333333333,4.2857142857,-25.7142857143,34.2857142857,0.5000000000,0.3417721519
H1,2025.09.10 12:00,CHF,55.7142857143,23.3333333333,23.8095238095,-4.7619047619,52.3809523810,0.5454545455,0.0427350427
H1,2025.09.10 12:00,CAD,35.7142857143,-15.2380952381,-3.8095238095,-29.0476190476,21.4285714286,0.5833333333,0.3128205128
H1,2025.09.10 12:00,AUD,66.6666666667,2.8571428571,-10.0000000000,22.8571428571,-42.8571428571,0.5000000000,0.2857142857
H1,2025.09.10 12:00,NZD,74.7619047619,9.0476190476,-0.9523809524,34.7619047619,-36.6666666667,0.4166666667,0.3215859031
H4,2025.09.10 08:00,USD,59.5238095238,5.7142857143,26.6666666667,38.0952380952,15.2380952381,0.6666666667,0.3960396040
H4,2025.09.10 08:00,EUR,32.3809523810,0.0000000000,4.2857142857,-18.5714285714,27.1428571429,0.4166666667,0.1718061674
H4,2025.09.10 08:00,GBP,48.0952380952,-4.7619047619,-3.8095238095,-1.9047619048,-5.7142857143,0.5454545455,0.0232558140
H4,2025.09.10 08:00,JPY,44.7619047619,-10.4761904762,-20.9523809524,-2.3809523810,-39.5238095238,0.5000000000,0.0224215247
H4,2025.09.10 08:00,CHF,40.4761904762,-15.7142857143,-1.9047619048,-28.5714285714,24.7619047619,0.5833333333,0.3333333333
H4,2025.09.10 08:00,CAD,40.9523809524,-0.4761904762,-1.9047619048,14.2857142857,-18.0952380952,0.5000000000,0.1056338028
H4,2025.09.10 08:00,AUD,68.5714285714,13.8095238095,-4.2857142857,1.4285714286,-10.0000000000,0.4166666667,0.0129870130
H4,2025.09.10 08:00,NZD,65.2380952381,11.9047619048,1.9047619048,-2.3809523810,6.1904761905,0.4166666667,0.0349650350
D1,2025.09.09 00:00,USD,37.6190476190,-27.6190476190,6.1904761905,1.4285714286,10.9523809524,0.5454545455,0.0096463023
