time,open,high,low,close,tick_volume,real_volume,spread
2022.01.03 00:00:00,1.43672000,1.43798000,1.43608000,1.43716000,1109,0,69
2022.01.03 01:00:00,1.43716000,1.43974000,1.43646000,1.43968000,1585,0,15
2022.01.03 02:00:00,1.43964000,1.43967000,1.43728000,1.43767000,1440,0,2
2022.01.03 03:00:00,1.43767000,1.43836000,1.43674000,1.43820000,1543,0,6
2022.01.03 04:00:00,1.43820000,1.43844000,1.43724000,1.43744000,1724,0,6
2022.01.03 05:00:00,1.43741000,1.43924000,1.43719000,1.43874000,1057,0,6
2022.01.03 06:00:00,1.43876000,1.43876000,1.43745000,1.43751000,774,0,7
2022.01.03 07:00:00,1.43751000,1.43794000,1.43741000,1.43756000,794,0,6
2022.01.03 08:00:00,1.43757000,1.43906000,1.43728000,1.43805000,1017,0,5
2022.01.03 09:00:00,1.43805000,1.43913000,1.43737000,1.43833000,1923,0,5
2022.01.03 10:00:00,1.43834000,1.43834000,1.43604000,1.43783000,3287,0,6
2022.01.03 11:00:00,1.43783000,1.44008000,1.43682000,1.43934000,2821,0,7
2022.01.03 12:00:00,1.43935000,1.44022000,1.43894000,1.43988000,2085,0,7
2022.01.03 13:00:00,1.43991000,1.44126000,1.43934000,1.44017000,2682,0,6
2022.01.03 14:00:00,1.44017000,1.44056000,1.43902000,1.44043000,2682,0,5
2022.01.03 15:00:00,1.44043000,1.44380000,1.43997000,1.44336000,4570,0,3
2022.01.03 16:00:00,1.44335000,1.44394000,1.44022000,1.44030000,6668,0,3
2022.01.03 17:00:00,1.44031000,1.44362000,1.43985000,1.44224000,7019,0,1
2022.01.03 18:00:00,1.44222000,1.44242000,1.43914000,1.44001000,5149,0,0
2022.01.03 19:00:00,1.44001000,1.44041000,1.43876000,1.43922000,2935,0,0
2022.01.03 20:00:00,1.43921000,1.44007000,1.43900000,1.43938000,1429,0,6
2022.01.03 21:00:00,1.43938000,1.44101000,1.43937000,1.44002000,2029,0,4
2022.01.03 22:00:00,1.44002000,1.44135000,1.43978000,1.44049000,2389,0,3
2022.01.03 23:00:00,1.44049000,1.44065000,1.43945000,1.43945000,1255,0,10
2022.01.04 00:00:00,1.43913000,1.44041000,1.43899000,1.43997000,2882,0,69
2022.01.04 01:00:00,1.43996000,1.44112000,1.43968000,1.44110000,1592,0,14
2022.01.04 02:00:00,1.44111000,1.44191000,1.44060000,1.44098000,1252,0,2
2022.01.04 03:00:00,1.44100000,1.44198000,1.44020000,1.44184000,1447,0,5
2022.01.04 04:00:00,1.44184000,1.44201000,1.44047000,1.44077000,1264,0,4
2022.01.04 05:00:00,1.44078000,1.44119000,1.43977000,1.43980000,1174,0,3
2022.01.04 06:00:00,1.43980000,1.43986000,1.43856000,1.43866000,928,0,2
2022.01.04 07:00:00,1.43866000,1.43923000,1.43805000,1.43830000,1121,0,5
2022.01.04 08:00:00,1.43830000,1.43874000,1.43786000,1.43799000,1480,0,6
2022.01.04 09:00:00,1.43799000,1.43805000,1.43635000,1.43729000,4227,0,3
2022.01.04 10:00:00,1.43728000,1.43983000,1.43696000,1.43888000,4483,0,4
2022.01.04 11:00:00,1.43889000,1.44061000,1.43826000,1.44048000,3911,0,1
2022.01.04 12:00:00,1.44047000,1.44070000,1.43927000,1.43982000,3916,0,2
2022.01.04 13:00:00,1.43983000,1.43987000,1.43767000,1.43780000,4063,0,4
2022.01.04 14:00:00,1.43780000,1.43990000,1.43759000,1.43853000,4809,0,1
2022.01.04 15:00:00,1.43853000,1.43885000,1.43560000,1.43574000,3950,0,2
2022.01.04 16:00:00,1.43575000,1.43648000,1.43372000,1.43453000,5737,0,1
2022.01.04 17:00:00,1.43462000,1.43554000,1.43277000,1.43344000,7768,0,0
2022.01.04 18:00:00,1.43346000,1.43615000,1.43339000,1.43427000,6445,0,0
2022.01.04 19:00:00,1.43426000,1.43470000,1.43306000,1.43341000,2664,0,4
2022.01.04 20:00:00,1.43342000,1.43474000,1.43307000,1.43463000,2324,0,1
2022.01.04 21:00:00,1.43463000,1.43510000,1.43402000,1.43408000,2392,0,2
2022.01.04 22:00:00,1.43414000,1.43452000,1.43343000,1.43441000,2266,0,0
2022.01.04 23:00:00,1.43442000,1.43442000,1.43303000,1.43432000,1595,0,9
2022.01.05 00:00:00,1.43403000,1.43411000,1.43245000,1.43331000,653,0,62
2022.01.05 01:00:00,1.43332000,1.43376000,1.43309000,1.43340000,1004,0,14
2022.01.05 02:00:00,1.43340000,1.43366000,1.43226000,1.43259000,1306,0,5
2022.01.05 03:00:00,1.43263000,1.43471000,1.43263000,1.43440000,1258,0,3
2022.01.05 04:00:00,1.43440000,1.43582000,1.43415000,1.43557000,1115,0,3
2022.01.05 05:00:00,1.43543000,1.43648000,1.43536000,1.43593000,825,0,6
2022.01.05 06:00:00,1.43595000,1.43598000,1.43525000,1.43541000,933,0,3
2022.01.05 07:00:00,1.43543000,1.43707000,1.43518000,1.43702000,1171,0,1
2022.01.05 08:00:00,1.43693000,1.43703000,1.43583000,1.43594000,958,0,5
2022.01.05 09:00:00,1.43596000,1.43666000,1.43540000,1.43645000,2428,0,5
2022.01.05 10:00:00,1.43645000,1.43830000,1.43595000,1.43710000,3686,0,1
2022.01.05 11:00:00,1.43710000,1.43764000,1.43651000,1.43729000,3136,0,2
2022.01.05 12:00:00,1.43729000,1.43859000,1.43704000,1.43823000,2844,0,1
2022.01.05 13:00:00,1.43823000,1.44126000,1.43787000,1.43992000,2945,0,2
2022.01.05 14:00:00,1.43993000,1.44101000,1.43920000,1.43939000,4101,0,2
2022.01.05 15:00:00,1.43940000,1.44046000,1.43765000,1.43898000,6252,0,1
2022.01.05 16:00:00,1.43898000,1.44145000,1.43876000,1.43988000,5018,0,0
2022.01.05 17:00:00,1.43988000,1.44177000,1.43860000,1.43989000,6151,0,1
2022.01.05 18:00:00,1.43985000,1.44058000,1.43845000,1.43937000,4266,0,3
2022.01.05 19:00:00,1.43938000,1.44200000,1.43908000,1.44121000,3401,0,0
2022.01.05 20:00:00,1.44119000,1.44133000,1.43983000,1.44002000,2095,0,2
2022.01.05 21:00:00,1.44005000,1.44337000,1.43953000,1.44259000,9156,0,0
2022.01.05 22:00:00,1.44261000,1.44395000,1.44231000,1.44386000,5463,0,2
2022.01.05 23:00:00,1.44386000,1.44386000,1.44249000,1.44312000,1917,0,9
2022.01.06 00:00:00,1.44284000,1.44323000,1.44225000,1.44264000,2162,0,56
2022.01.06 01:00:00,1.44265000,1.44346000,1.44254000,1.44318000,1381,0,14
2022.01.06 02:00:00,1.44319000,1.44380000,1.44284000,1.44324000,1397,0,1
2022.01.06 03:00:00,1.44327000,1.44487000,1.44316000,1.44459000,2421,0,1
2022.01.06 04:00:00,1.44458000,1.44559000,1.44447000,1.44510000,2610,0,4
2022.01.06 05:00:00,1.44510000,1.44646000,1.44482000,1.44634000,1932,0,4
2022.01.06 06:00:00,1.44634000,1.44728000,1.44577000,1.44709000,1501,0,4
2022.01.06 07:00:00,1.44709000,1.44731000,1.44612000,1.44625000,1261,0,3
2022.01.06 08:00:00,1.44627000,1.44657000,1.44557000,1.44613000,1696,0,4
2022.01.06 09:00:00,1.44614000,1.44617000,1.44386000,1.44552000,4093,0,2
2022.01.06 10:00:00,1.44555000,1.44806000,1.44445000,1.44601000,5096,0,3
2022.01.06 11:00:00,1.44601000,1.44707000,1.44454000,1.44533000,4018,0,2
2022.01.06 12:00:00,1.44532000,1.44588000,1.44279000,1.44398000,5614,0,1
2022.01.06 13:00:00,1.44393000,1.44608000,1.44359000,1.44550000,4049,0,4
2022.01.06 14:00:00,1.44551000,1.44593000,1.44378000,1.44414000,5036,0,2
2022.01.06 15:00:00,1.44414000,1.44587000,1.44216000,1.44384000,5965,0,2
2022.01.06 16:00:00,1.44385000,1.44498000,1.44114000,1.44480000,8899,0,3
2022.01.06 17:00:00,1.44481000,1.44633000,1.43991000,1.44054000,9780,0,1
2022.01.06 18:00:00,1.44053000,1.44110000,1.43834000,1.43898000,7292,0,0
2022.01.06 19:00:00,1.43897000,1.43910000,1.43586000,1.43666000,4472,0,0
2022.01.06 20:00:00,1.43666000,1.43740000,1.43608000,1.43689000,3396,0,0
2022.01.06 21:00:00,1.43690000,1.43791000,1.43673000,1.43676000,3413,0,4
2022.01.06 22:00:00,1.43676000,1.43830000,1.43653000,1.43698000,3486,0,0
2022.01.06 23:00:00,1.43701000,1.43797000,1.43651000,1.43768000,2007,0,9
2022.01.07 00:00:00,1.43755000,1.43768000,1.43689000,1.43723000,600,0,69
2022.01.07 01:00:00,1.43722000,1.43797000,1.43703000,1.43776000,930,0,9
2022.01.07 02:00:00,1.43779000,1.43785000,1.43558000,1.43589000,1262,0,2
2022.01.07 03:00:00,1.43591000,1.43633000,1.43540000,1.43610000,1478,0,3
2022.01.07 04:00:00,1.43611000,1.43729000,1.43609000,1.43633000,1156,0,4
2022.01.07 05:00:00,1.43635000,1.43682000,1.43612000,1.43641000,1008,0,5
2022.01.07 06:00:00,1.43641000,1.43689000,1.43623000,1.43634000,854,0,3
2022.01.07 07:00:00,1.43634000,1.43697000,1.43617000,1.43652000,829,0,6
2022.01.07 08:00:00,1.43655000,1.43697000,1.43619000,1.43621000,1188,0,5
2022.01.07 09:00:00,1.43621000,1.43903000,1.43607000,1.43846000,2912,0,1
2022.01.07 10:00:00,1.43846000,1.43997000,1.43826000,1.43907000,4156,0,4
2022.01.07 11:00:00,1.43909000,1.43985000,1.43823000,1.43848000,4025,0,3
2022.01.07 12:00:00,1.43849000,1.43898000,1.43641000,1.43731000,2856,0,4
2022.01.07 13:00:00,1.43731000,1.43810000,1.43692000,1.43774000,2841,0,2
2022.01.07 14:00:00,1.43775000,1.43809000,1.43685000,1.43728000,3280,0,0
2022.01.07 15:00:00,1.43729000,1.43791000,1.43330000,1.43783000,9630,0,0
2022.01.07 16:00:00,1.43784000,1.44026000,1.43675000,1.43737000,8925,0,0
2022.01.07 17:00:00,1.43738000,1.43900000,1.43659000,1.43819000,8179,0,0
2022.01.07 18:00:00,1.43820000,1.43847000,1.43484000,1.43574000,6318,0,0
2022.01.07 19:00:00,1.43575000,1.43724000,1.43567000,1.43631000,3326,0,1
2022.01.07 20:00:00,1.43629000,1.43675000,1.43544000,1.43550000,2545,0,0
2022.01.07 21:00:00,1.43548000,1.43629000,1.43526000,1.43562000,2497,0,3
2022.01.07 22:00:00,1.43562000,1.43626000,1.43489000,1.43619000,2358,0,3
2022.01.07 23:00:00,1.43619000,1.43690000,1.43518000,1.43618000,1183,0,11
2022.01.10 00:00:00,1.43471000,1.43651000,1.43454000,1.43606000,2511,0,69
2022.01.10 01:00:00,1.43622000,1.43746000,1.43502000,1.43588000,1973,0,16
2022.01.10 02:00:00,1.43588000,1.43629000,1.43509000,1.43530000,1358,0,5
2022.01.10 03:00:00,1.43530000,1.43627000,1.43438000,1.43445000,1519,0,5
2022.01.10 04:00:00,1.43445000,1.43458000,1.43351000,1.43375000,1457,0,2
2022.01.10 05:00:00,1.43373000,1.43391000,1.43334000,1.43351000,901,0,5
2022.01.10 06:00:00,1.43350000,1.43356000,1.43267000,1.43298000,732,0,2
2022.01.10 07:00:00,1.43298000,1.43356000,1.43276000,1.43301000,889,0,4
2022.01.10 08:00:00,1.43303000,1.43365000,1.43278000,1.43310000,1307,0,2
2022.01.10 09:00:00,1.43315000,1.43337000,1.43111000,1.43120000,3793,0,3
2022.01.10 10:00:00,1.43120000,1.43240000,1.43069000,1.43183000,6377,0,3
2022.01.10 11:00:00,1.43184000,1.43211000,1.42924000,1.42977000,3612,0,4
2022.01.10 12:00:00,1.42977000,1.42998000,1.42836000,1.42995000,3904,0,4
2022.01.10 13:00:00,1.42995000,1.43148000,1.42938000,1.43042000,3932,0,1
2022.01.10 14:00:00,1.43039000,1.43305000,1.43016000,1.43274000,4012,0,2
2022.01.10 15:00:00,1.43271000,1.43369000,1.43022000,1.43060000,5370,0,1
2022.01.10 16:00:00,1.43062000,1.43285000,1.42989000,1.43256000,7603,0,0
2022.01.10 17:00:00,1.43256000,1.43687000,1.43218000,1.43487000,8408,0,1
2022.01.10 18:00:00,1.43488000,1.43664000,1.43472000,1.43610000,5615,0,1
2022.01.10 19:00:00,1.43610000,1.43860000,1.43584000,1.43800000,3229,0,1
2022.01.10 20:00:00,1.43800000,1.43861000,1.43561000,1.43571000,2905,0,1
2022.01.10 21:00:00,1.43572000,1.43659000,1.43499000,1.43559000,2873,0,2
2022.01.10 22:00:00,1.43561000,1.43688000,1.43525000,1.43548000,3030,0,4
2022.01.10 23:00:00,1.43548000,1.43674000,1.43537000,1.43601000,1764,0,8
2022.01.11 00:00:00,1.43531000,1.43612000,1.43445000,1.43592000,978,0,69
2022.01.11 01:00:00,1.43591000,1.43611000,1.43501000,1.43501000,905,0,12
2022.01.11 02:00:00,1.43500000,1.43585000,1.43470000,1.43486000,1558,0,2
2022.01.11 03:00:00,1.43484000,1.43617000,1.43468000,1.43590000,2450,0,2
2022.01.11 04:00:00,1.43590000,1.43609000,1.43460000,1.43484000,1738,0,2
2022.01.11 05:00:00,1.43484000,1.43492000,1.43414000,1.43467000,1134,0,1
2022.01.11 06:00:00,1.43467000,1.43514000,1.43448000,1.43501000,893,0,6
2022.01.11 07:00:00,1.43501000,1.43517000,1.43418000,1.43423000,1098,0,3
2022.01.11 08:00:00,1.43422000,1.43569000,1.43422000,1.43533000,2385,0,2
2022.01.11 09:00:00,1.43535000,1.43544000,1.43344000,1.43422000,3627,0,2
2022.01.11 10:00:00,1.43417000,1.43567000,1.43373000,1.43515000,6171,0,1
2022.01.11 11:00:00,1.43515000,1.43528000,1.43182000,1.43254000,4494,0,0
2022.01.11 12:00:00,1.43256000,1.43321000,1.43189000,1.43219000,3704,0,1
2022.01.11 13:00:00,1.43220000,1.43370000,1.43188000,1.43312000,3521,0,4
2022.01.11 14:00:00,1.43307000,1.43347000,1.43217000,1.43235000,3838,0,1
2022.01.11 15:00:00,1.43233000,1.43394000,1.43155000,1.43261000,4599,0,1
2022.01.11 16:00:00,1.43262000,1.43394000,1.43187000,1.43191000,6868,0,1
2022.01.11 17:00:00,1.43191000,1.43273000,1.43013000,1.43213000,8429,0,1
2022.01.11 18:00:00,1.43211000,1.43298000,1.43135000,1.43137000,6444,0,1
2022.01.11 19:00:00,1.43136000,1.43185000,1.42897000,1.42918000,3274,0,0
2022.01.11 20:00:00,1.42917000,1.42977000,1.42844000,1.42874000,2804,0,2
2022.01.11 21:00:00,1.42874000,1.43051000,1.42874000,1.43014000,3032,0,1
2022.01.11 22:00:00,1.43007000,1.43039000,1.42920000,1.42937000,2525,0,1
2022.01.11 23:00:00,1.42938000,1.42997000,1.42882000,1.42914000,1425,0,7
2022.01.12 00:00:00,1.42877000,1.42952000,1.42871000,1.42938000,1153,0,64
2022.01.12 01:00:00,1.42941000,1.42962000,1.42881000,1.42950000,1160,0,12
2022.01.12 02:00:00,1.42951000,1.43015000,1.42886000,1.42894000,997,0,4
2022.01.12 03:00:00,1.42894000,1.42910000,1.42787000,1.42886000,1610,0,4
2022.01.12 04:00:00,1.42884000,1.42894000,1.42736000,1.42762000,1392,0,3
2022.01.12 05:00:00,1.42761000,1.42823000,1.42758000,1.42787000,778,0,0
