time_epoch,time_server,open,high,low,close,tick_volume,spread
1768089600,2026.01.11 00:00,2.00846,2.01452,1.99500,2.00019,356792,2
1768694400,2026.01.18 00:00,2.00091,2.00502,1.96786,1.97596,697038,2
1769299200,2026.01.25 00:00,1.97218,1.98081,1.95076,1.96412,1055949,2
1769904000,2026.02.01 00:00,1.97076,1.97769,1.93757,1.93933,1105001,2
1770508800,2026.02.08 00:00,1.93760,1.93972,1.90802,1.92932,792248,2
1771113600,2026.02.15 00:00,1.92987,1.93158,1.90155,1.90155,683859,2
1771718400,2026.02.22 00:00,1.90453,1.91853,1.88625,1.89395,714525,2
1772323200,2026.03.01 00:00,1.90148,1.91136,1.88042,1.90791,1468086,2
1772928000,2026.03.08 00:00,1.90788,1.91167,1.86944,1.89228,1267718,0
1773532800,2026.03.15 00:00,1.89228,1.90166,1.87553,1.89886,1033457,0
1774137600,2026.03.22 00:00,1.90141,1.94011,1.90095,1.92766,1277267,2
1774742400,2026.03.29 00:00,1.93090,1.93527,1.91057,1.91430,935396,2
1775347200,2026.04.05 00:00,1.91462,1.91661,1.89169,1.90508,947320,0
1775952000,2026.04.12 00:00,1.91067,1.91348,1.88077,1.88588,728454,2
1776556800,2026.04.19 00:00,1.89323,1.89326,1.88324,1.89183,867296,2
1777161600,2026.04.26 00:00,1.89020,1.89557,1.87976,1.88347,869526,2
1777766400,2026.05.03 00:00,1.88359,1.89502,1.87385,1.87956,873375,2
1778371200,2026.05.10 00:00,1.87837,1.88183,1.85344,1.86245,786487,2
1778976000,2026.05.17 00:00,1.86217,1.89100,1.86088,1.88326,928160,2
1779580800,2026.05.24 00:00,1.87973,1.88578,1.86926,1.87281,683503,0
1780185600,2026.05.31 00:00,1.87371,1.89458,1.87175,1.89135,740993,2
1780790400,2026.06.07 00:00,1.89396,1.91235,1.88748,1.90155,1142572,0
1781395200,2026.06.14 00:00,1.89429,1.90293,1.87895,1.88623,764023,0
1782000000,2026.06.21 00:00,1.88119,1.91729,1.88119,1.91256,640969,1
1782604800,2026.06.28 00:00,1.91480,1.93616,1.91311,1.92226,565293,0
