tf,anchor_shift,bar_time,pair,ifm_light
M30,56,2025.09.25 19:30,USDCAD,82.6530517699
M30,56,2025.09.25 19:30,USDCHF,78.8549419844
M30,56,2025.09.25 19:30,USDJPY,73.0800754522
M30,57,2025.09.25 19:00,AUDCAD,45.5686463382
M30,57,2025.09.25 19:00,AUDCHF,32.2020122020
M30,57,2025.09.25 19:00,AUDJPY,48.0139589562
M30,57,2025.09.25 19:00,AUDNZD,49.4847682974
M30,57,2025.09.25 19:00,AUDUSD,30.1309235875
M30,57,2025.09.25 19:00,CADCHF,50.2571327699
M30,57,2025.09.25 19:00,CADJPY,58.3741710071
M30,57,2025.09.25 19:00,CHFJPY,76.2717856828
M30,57,2025.09.25 19:00,EURAUD,69.2281687978
M30,57,2025.09.25 19:00,EURCAD,50.4577611003
M30,57,2025.09.25 19:00,EURCHF,59.9119457358
M30,57,2025.09.25 19:00,EURGBP,75.6316625284
M30,57,2025.09.25 19:00,EURJPY,76.5668967476
M30,57,2025.09.25 19:00,EURNZD,66.4873891416
M30,57,2025.09.25 19:00,EURUSD,48.6618313033
M30,57,2025.09.25 19:00,GBPAUD,55.4431553732
M30,57,2025.09.25 19:00,GBPCAD,49.9262018235
M30,57,2025.09.25 19:00,GBPCHF,32.5456050546
M30,57,2025.09.25 19:00,GBPJPY,43.1290571816
M30,57,2025.09.25 19:00,GBPNZD,58.5273204395
M30,57,2025.09.25 19:00,GBPUSD,41.7794815021
M30,57,2025.09.25 19:00,NZDCAD,51.5051302755
M30,57,2025.09.25 19:00,NZDCHF,34.8660364839
M30,57,2025.09.25 19:00,NZDJPY,42.4504527682
M30,57,2025.09.25 19:00,NZDUSD,43.1561233973
M30,57,2025.09.25 19:00,USDCAD,74.8524502203
M30,57,2025.09.25 19:00,USDCHF,51.8778900766
M30,57,2025.09.25 19:00,USDJPY,61.8258689209
M30,58,2025.09.25 18:30,AUDCAD,40.4990969795
M30,58,2025.09.25 18:30,AUDCHF,60.9577626121
M30,58,2025.09.25 18:30,AUDJPY,65.0332743298
M30,58,2025.09.25 18:30,AUDNZD,72.3701003083
M30,58,2025.09.25 18:30,AUDUSD,41.7504518646
M30,58,2025.09.25 18:30,CADCHF,81.2624769848
M30,58,2025.09.25 18:30,CADJPY,86.6666666667
M30,58,2025.09.25 18:30,CHFJPY,71.1444076306
M30,58,2025.09.25 18:30,EURAUD,40.3612650522
M30,58,2025.09.25 18:30,EURCAD,26.5826939314
M30,58,2025.09.25 18:30,EURCHF,57.9489662422
M30,58,2025.09.25 18:30,EURGBP,52.4538067495
M30,58,2025.09.25 18:30,EURJPY,72.1954119698
M30,58,2025.09.25 18:30,EURNZD,46.7095780210
M30,58,2025.09.25 18:30,EURUSD,24.9593918575
M30,58,2025.09.25 18:30,GBPAUD,34.6519548500
M30,58,2025.09.25 18:30,GBPCAD,23.3184942421
M30,58,2025.09.25 18:30,GBPCHF,55.2221389828
M30,58,2025.09.25 18:30,GBPJPY,52.1157168223
M30,58,2025.09.25 18:30,GBPNZD,42.1162761003
M30,58,2025.09.25 18:30,GBPUSD,42.1682045987
M30,58,2025.09.25 18:30,NZDCAD,41.9247388128
M30,58,2025.09.25 18:30,NZDCHF,54.9301442443
M30,58,2025.09.25 18:30,NZDJPY,60.7641293645
M30,58,2025.09.25 18:30,NZDUSD,40.3856184669
M30,58,2025.09.25 18:30,USDCAD,66.3467706253
M30,58,2025.09.25 18:30,USDCHF,75.4873943353
M30,58,2025.09.25 18:30,USDJPY,73.3333333333
M30,59,2025.09.25 18:00,AUDCAD,45.0727827998
M30,59,2025.09.25 18:00,AUDCHF,40.2108343273
M30,59,2025.09.25 18:00,AUDJPY,63.9882571656
M30,59,2025.09.25 18:00,AUDNZD,76.9139468994
M30,59,2025.09.25 18:00,AUDUSD,28.8974419045
M30,59,2025.09.25 18:00,CADCHF,59.0501802987
M30,59,2025.09.25 18:00,CADJPY,73.3333333333
M30,59,2025.09.25 18:00,CHFJPY,76.1483474139
M30,59,2025.09.25 18:00,EURAUD,60.9738178823
M30,59,2025.09.25 18:00,EURCAD,41.8782821765
M30,59,2025.09.25 18:00,EURCHF,56.0964021365
M30,59,2025.09.25 18:00,EURGBP,68.9468496924
M30,59,2025.09.25 18:00,EURJPY,77.9438944909
M30,59,2025.09.25 18:00,EURNZD,66.4604245873
M30,59,2025.09.25 18:00,EURUSD,26.6666666667
M30,59,2025.09.25 18:00,GBPAUD,30.6307359930
M30,59,2025.09.25 18:00,GBPCAD,34.6435420344
M30,59,2025.09.25 18:00,GBPCHF,25.7489209626
M30,59,2025.09.25 18:00,GBPJPY,58.2841699258
M30,59,2025.09.25 18:00,GBPNZD,55.9028795079
M30,59,2025.09.25 18:00,GBPUSD,20.0000000000
M30,59,2025.09.25 18:00,NZDCAD,29.9858683008
M30,59,2025.09.25 18:00,NZDCHF,28.4698359773
M30,59,2025.09.25 18:00,NZDJPY,45.2538067176
M30,59,2025.09.25 18:00,NZDUSD,21.5112974710
M30,59,2025.09.25 18:00,USDCAD,86.6666666667
M30,59,2025.09.25 18:00,USDCHF,73.3333333333
M30,59,2025.09.25 18:00,USDJPY,80.0000000000
M30,60,2025.09.25 17:30,AUDCAD,35.7820762118
M30,60,2025.09.25 17:30,AUDCHF,45.7130581793
M30,60,2025.09.25 17:30,AUDJPY,59.2191322419
M30,60,2025.09.25 17:30,AUDNZD,55.6659968396
M30,60,2025.09.25 17:30,AUDUSD,20.4722701941
M30,60,2025.09.25 17:30,CADCHF,73.3333333333
M30,60,2025.09.25 17:30,CADJPY,86.6666666667
M30,60,2025.09.25 17:30,CHFJPY,53.4546885256
M30,60,2025.09.25 17:30,EURAUD,49.0445845368
M30,60,2025.09.25 17:30,EURCAD,20.0000000000
M30,60,2025.09.25 17:30,EURCHF,51.9659267336
M30,60,2025.09.25 17:30,EURGBP,81.3512334548
M30,60,2025.09.25 17:30,EURJPY,67.2434568538
M30,60,2025.09.25 17:30,EURNZD,53.4546254772
M30,60,2025.09.25 17:30,EURUSD,20.0000000000
M30,60,2025.09.25 17:30,GBPAUD,35.2433174914
M30,60,2025.09.25 17:30,GBPCAD,20.0000000000
M30,60,2025.09.25 17:30,GBPCHF,20.0959924132
M30,60,2025.09.25 17:30,GBPJPY,28.1432773508
M30,60,2025.09.25 17:30,GBPNZD,43.9469359358
M30,60,2025.09.25 17:30,GBPUSD,20.0000000000
M30,60,2025.09.25 17:30,NZDCAD,47.7183833059
M30,60,2025.09.25 17:30,NZDCHF,55.4287710212
M30,60,2025.09.25 17:30,NZDJPY,55.3228330252
M30,60,2025.09.25 17:30,NZDUSD,40.0000000000
M30,60,2025.09.25 17:30,USDCAD,80.0000000000
M30,60,2025.09.25 17:30,USDCHF,80.0000000000
M30,60,2025.09.25 17:30,USDJPY,86.6666666667
M30,61,2025.09.25 17:00,AUDCAD,33.3333333333
M30,61,2025.09.25 17:00,AUDCHF,46.1041288526
M30,61,2025.09.25 17:00,AUDJPY,45.0126160622
M30,61,2025.09.25 17:00,AUDNZD,73.3333333333
M30,61,2025.09.25 17:00,AUDUSD,33.3333333333
M30,61,2025.09.25 17:00,CADCHF,86.6666666667
M30,61,2025.09.25 17:00,CADJPY,73.3333333333
M30,61,2025.09.25 17:00,CHFJPY,33.2366066968
M30,61,2025.09.25 17:00,EURAUD,48.9091136475
M30,61,2025.09.25 17:00,EURCAD,20.0000000000
M30,61,2025.09.25 17:00,EURCHF,65.8433519494
M30,61,2025.09.25 17:00,EURGBP,47.0063914901
M30,61,2025.09.25 17:00,EURJPY,45.8493064016
M30,61,2025.09.25 17:00,EURNZD,73.3333333333
M30,61,2025.09.25 17:00,EURUSD,20.0000000000
M30,61,2025.09.25 17:00,GBPAUD,46.3209602985
M30,61,2025.09.25 17:00,GBPCAD,20.6988357843
M30,61,2025.09.25 17:00,GBPCHF,45.4567476725
M30,61,2025.09.25 17:00,GBPJPY,43.9414168621
M30,61,2025.09.25 17:00,GBPNZD,73.3333333333
M30,61,2025.09.25 17:00,GBPUSD,20.0000000000
M30,61,2025.09.25 17:00,NZDCAD,20.0000000000
M30,61,2025.09.25 17:00,NZDCHF,33.3333333333
M30,61,2025.09.25 17:00,NZDJPY,33.3333333333
M30,61,2025.09.25 17:00,NZDUSD,20.0000000000
M30,61,2025.09.25 17:00,USDCAD,73.3333333333
M30,61,2025.09.25 17:00,USDCHF,80.0000000000
M30,61,2025.09.25 17:00,USDJPY,73.3333333333
M30,62,2025.09.25 16:30,AUDCAD,20.0000000000
M30,62,2025.09.25 16:30,AUDCHF,20.0000000000
M30,62,2025.09.25 16:30,AUDJPY,20.0000000000
M30,62,2025.09.25 16:30,AUDNZD,86.6666666667
M30,62,2025.09.25 16:30,AUDUSD,20.0000000000
M30,62,2025.09.25 16:30,CADCHF,58.1601349135
M30,62,2025.09.25 16:30,CADJPY,86.6666666667
M30,62,2025.09.25 16:30,CHFJPY,68.2282547640
M30,62,2025.09.25 16:30,EURAUD,73.3333333333
M30,62,2025.09.25 16:30,EURCAD,13.3333333333
M30,62,2025.09.25 16:30,EURCHF,25.2556268046
M30,62,2025.09.25 16:30,EURGBP,57.5740341201
M30,62,2025.09.25 16:30,EURJPY,49.2881431306
M30,62,2025.09.25 16:30,EURNZD,86.6666666667
M30,62,2025.09.25 16:30,EURUSD,20.0000000000
M30,62,2025.09.25 16:30,GBPAUD,86.6666666667
M30,62,2025.09.25 16:30,GBPCAD,20.0000000000
M30,62,2025.09.25 16:30,GBPCHF,29.4482546001
M30,62,2025.09.25 16:30,GBPJPY,51.5244448043
M30,62,2025.09.25 16:30,GBPNZD,86.6666666667
M30,62,2025.09.25 16:30,GBPUSD,20.0000000000
M30,62,2025.09.25 16:30,NZDCAD,20.0000000000
M30,62,2025.09.25 16:30,NZDCHF,20.0000000000
M30,62,2025.09.25 16:30,NZDJPY,13.3333333333
M30,62,2025.09.25 16:30,NZDUSD,20.0000000000
M30,62,2025.09.25 16:30,USDCAD,80.0000000000
M30,62,2025.09.25 16:30,USDCHF,73.3333333333
M30,62,2025.09.25 16:30,USDJPY,86.6666666667
M30,63,2025.09.25 16:00,AUDCAD,20.0000000000
M30,63,2025.09.25 16:00,AUDCHF,23.0875866342
M30,63,2025.09.25 16:00,AUDJPY,20.0000000000
M30,63,2025.09.25 16:00,AUDNZD,58.0543970540
M30,63,2025.09.25 16:00,AUDUSD,20.0000000000
M30,63,2025.09.25 16:00,CADCHF,60.0000000000
M30,63,2025.09.25 16:00,CADJPY,60.0000000000
M30,63,2025.09.25 16:00,CHFJPY,39.3638010855
M30,63,2025.09.25 16:00,EURAUD,86.6666666667
M30,63,2025.09.25 16:00,EURCAD,33.3333333333
M30,63,2025.09.25 16:00,EURCHF,52.4337558167
M30,63,2025.09.25 16:00,EURGBP,67.6576747020
M30,63,2025.09.25 16:00,EURJPY,25.8688964031
M30,63,2025.09.25 16:00,EURNZD,85.7175378867
M30,63,2025.09.25 16:00,EURUSD,20.0000000000
M30,63,2025.09.25 16:00,GBPAUD,77.4486457243
M30,63,2025.09.25 16:00,GBPCAD,33.3333333333
M30,63,2025.09.25 16:00,GBPCHF,28.0044947247
M30,63,2025.09.25 16:00,GBPJPY,20.0296474230
M30,63,2025.09.25 16:00,GBPNZD,73.2208494494
M30,63,2025.09.25 16:00,GBPUSD,20.0000000000
M30,63,2025.09.25 16:00,NZDCAD,20.0000000000
M30,63,2025.09.25 16:00,NZDCHF,25.2073877397
M30,63,2025.09.25 16:00,NZDJPY,20.0000000000
M30,63,2025.09.25 16:00,NZDUSD,20.0000000000
M30,63,2025.09.25 16:00,USDCAD,73.3333333333
M30,63,2025.09.25 16:00,USDCHF,73.3333333333
M30,63,2025.09.25 16:00,USDJPY,73.3333333333
M30,64,2025.09.25 15:30,AUDCAD,13.3333333333
M30,64,2025.09.25 15:30,AUDCHF,49.0384116846
M30,64,2025.09.25 15:30,AUDJPY,20.0000000000
M30,64,2025.09.25 15:30,AUDNZD,21.6619413700
M30,64,2025.09.25 15:30,AUDUSD,20.0000000000
M30,64,2025.09.25 15:30,CADCHF,86.6666666667
M30,64,2025.09.25 15:30,CADJPY,86.6666666667
M30,64,2025.09.25 15:30,CHFJPY,22.6014283748
M30,64,2025.09.25 15:30,EURAUD,54.5354309357
M30,64,2025.09.25 15:30,EURCAD,20.0000000000
M30,64,2025.09.25 15:30,EURCHF,65.6576583637
M30,64,2025.09.25 15:30,EURGBP,47.8258561612
M30,64,2025.09.25 15:30,EURJPY,23.5473594091
M30,64,2025.09.25 15:30,EURNZD,40.4454493475
M30,64,2025.09.25 15:30,EURUSD,20.0000000000
M30,64,2025.09.25 15:30,GBPAUD,54.8757979617
M30,64,2025.09.25 15:30,GBPCAD,20.0000000000
M30,64,2025.09.25 15:30,GBPCHF,54.9625835769
M30,64,2025.09.25 15:30,GBPJPY,33.3333333333
M30,64,2025.09.25 15:30,GBPNZD,45.6697581142
M30,64,2025.09.25 15:30,GBPUSD,20.0000000000
M30,64,2025.09.25 15:30,NZDCAD,20.0000000000
M30,64,2025.09.25 15:30,NZDCHF,59.0389395927
M30,64,2025.09.25 15:30,NZDJPY,33.3333333333
M30,64,2025.09.25 15:30,NZDUSD,20.0000000000
M30,64,2025.09.25 15:30,USDCAD,86.6666666667
M30,64,2025.09.25 15:30,USDCHF,86.6666666667
M30,64,2025.09.25 15:30,USDJPY,86.6666666667
M30,65,2025.09.25 15:00,AUDCAD,20.0000000000
M30,65,2025.09.25 15:00,AUDCHF,20.6144601800
M30,65,2025.09.25 15:00,AUDJPY,13.3333333333
M30,65,2025.09.25 15:00,AUDNZD,24.1788342586
M30,65,2025.09.25 15:00,AUDUSD,20.0000000000
M30,65,2025.09.25 15:00,CADCHF,52.7996753553
M30,65,2025.09.25 15:00,CADJPY,55.1343023627
M30,65,2025.09.25 15:00,CHFJPY,42.8573786702
M30,65,2025.09.25 15:00,EURAUD,80.0000000000
M30,65,2025.09.25 15:00,EURCAD,27.7647350651
M30,65,2025.09.25 15:00,EURCHF,32.9159489677
M30,65,2025.09.25 15:00,EURGBP,73.3333333333
M30,65,2025.09.25 15:00,EURJPY,42.8300699780
M30,65,2025.09.25 15:00,EURNZD,56.4568467272
M30,65,2025.09.25 15:00,EURUSD,31.7350880496
M30,65,2025.09.25 15:00,GBPAUD,46.7372170492
M30,65,2025.09.25 15:00,GBPCAD,20.0000000000
M30,65,2025.09.25 15:00,GBPCHF,13.3333333333
M30,65,2025.09.25 15:00,GBPJPY,20.0000000000
M30,65,2025.09.25 15:00,GBPNZD,27.8289308556
M30,65,2025.09.25 15:00,GBPUSD,20.0000000000
M30,65,2025.09.25 15:00,NZDCAD,13.3333333333
M30,65,2025.09.25 15:00,NZDCHF,23.9551337388
M30,65,2025.09.25 15:00,NZDJPY,20.0000000000
M30,65,2025.09.25 15:00,NZDUSD,20.0000000000
M30,65,2025.09.25 15:00,USDCAD,42.7174029440
M30,65,2025.09.25 15:00,USDCHF,47.4737933832
M30,65,2025.09.25 15:00,USDJPY,52.6102064567
M30,66,2025.09.25 14:30,AUDCAD,13.3333333333
M30,66,2025.09.25 14:30,AUDCHF,21.3376089383
M30,66,2025.09.25 14:30,AUDJPY,21.6694898328
M30,66,2025.09.25 14:30,AUDNZD,36.9873807828
M30,66,2025.09.25 14:30,AUDUSD,13.3333333333
M30,66,2025.09.25 14:30,CADCHF,73.7585609407
M30,66,2025.09.25 14:30,CADJPY,57.9112155758
M30,66,2025.09.25 14:30,CHFJPY,37.5427211365
M30,66,2025.09.25 14:30,EURAUD,86.6666666667
M30,66,2025.09.25 14:30,EURCAD,30.7995092202
M30,66,2025.09.25 14:30,EURCHF,51.2978797516
M30,66,2025.09.25 14:30,EURGBP,80.0000000000
M30,66,2025.09.25 14:30,EURJPY,43.5159625391
M30,66,2025.09.25 14:30,EURNZD,82.8139530391
M30,66,2025.09.25 14:30,EURUSD,33.2027127988
M30,66,2025.09.25 14:30,GBPAUD,30.4679157402
M30,66,2025.09.25 14:30,GBPCAD,13.3333333333
M30,66,2025.09.25 14:30,GBPCHF,13.3333333333
M30,66,2025.09.25 14:30,GBPJPY,20.0000000000
M30,66,2025.09.25 14:30,GBPNZD,23.9862496495
M30,66,2025.09.25 14:30,GBPUSD,13.3333333333
M30,66,2025.09.25 14:30,NZDCAD,13.3333333333
M30,66,2025.09.25 14:30,NZDCHF,37.3403451160
M30,66,2025.09.25 14:30,NZDJPY,24.1271568667
M30,66,2025.09.25 14:30,NZDUSD,13.3333333333
M30,66,2025.09.25 14:30,USDCAD,43.2309365578
M30,66,2025.09.25 14:30,USDCHF,64.4045493613
M30,66,2025.09.25 14:30,USDJPY,55.5332787374
M30,67,2025.09.25 14:00,AUDCAD,17.0686490675
M30,67,2025.09.25 14:00,AUDCHF,35.1572406927
M30,67,2025.09.25 14:00,AUDJPY,35.2206830625
M30,67,2025.09.25 14:00,AUDNZD,55.0459531980
M30,67,2025.09.25 14:00,AUDUSD,15.2280794717
M30,67,2025.09.25 14:00,CADCHF,70.2334122748
M30,67,2025.09.25 14:00,CADJPY,86.6666666667
M30,67,2025.09.25 14:00,CHFJPY,56.1219991262
M30,67,2025.09.25 14:00,EURAUD,68.2978871266
M30,67,2025.09.25 14:00,EURCAD,30.1420312293
M30,67,2025.09.25 14:00,EURCHF,49.6119458523
M30,67,2025.09.25 14:00,EURGBP,86.6666666667
M30,67,2025.09.25 14:00,EURJPY,54.7693865759
M30,67,2025.09.25 14:00,EURNZD,65.3436314818
M30,67,2025.09.25 14:00,EURUSD,25.9974312449
M30,67,2025.09.25 14:00,GBPAUD,35.3498371593
M30,67,2025.09.25 14:00,GBPCAD,20.0000000000
M30,67,2025.09.25 14:00,GBPCHF,25.7239939820
M30,67,2025.09.25 14:00,GBPJPY,25.1279777803
M30,67,2025.09.25 14:00,GBPNZD,36.8961012026
M30,67,2025.09.25 14:00,GBPUSD,20.0000000000
M30,67,2025.09.25 14:00,NZDCAD,19.9134992547
M30,67,2025.09.25 14:00,NZDCHF,35.2234747953
M30,67,2025.09.25 14:00,NZDJPY,35.7111225304
M30,67,2025.09.25 14:00,NZDUSD,17.6690121859
M30,67,2025.09.25 14:00,USDCAD,54.3816306494
M30,67,2025.09.25 14:00,USDCHF,69.7983670749
M30,67,2025.09.25 14:00,USDJPY,86.6666666667
M30,68,2025.09.25 13:30,AUDCAD,32.5744572105
M30,68,2025.09.25 13:30,AUDCHF,35.7343566556
M30,68,2025.09.25 13:30,AUDJPY,35.0602100162
M30,68,2025.09.25 13:30,AUDNZD,43.0691667973
M30,68,2025.09.25 13:30,AUDUSD,30.2110855610
M30,68,2025.09.25 13:30,CADCHF,43.8306999859
M30,68,2025.09.25 13:30,CADJPY,62.3849641409
M30,68,2025.09.25 13:30,CHFJPY,68.2357146322
M30,68,2025.09.25 13:30,EURAUD,75.9415054863
M30,68,2025.09.25 13:30,EURCAD,65.2867298598
M30,68,2025.09.25 13:30,EURCHF,50.5230419962
M30,68,2025.09.25 13:30,EURGBP,80.0000000000
M30,68,2025.09.25 13:30,EURJPY,72.4426500635
M30,68,2025.09.25 13:30,EURNZD,70.9658145778
M30,68,2025.09.25 13:30,EURUSD,50.7893429816
M30,68,2025.09.25 13:30,GBPAUD,62.3864233230
M30,68,2025.09.25 13:30,GBPCAD,36.9535615484
M30,68,2025.09.25 13:30,GBPCHF,30.9150056658
M30,68,2025.09.25 13:30,GBPJPY,53.4587576906
M30,68,2025.09.25 13:30,GBPNZD,61.5232201582
M30,68,2025.09.25 13:30,GBPUSD,33.8073894772
M30,68,2025.09.25 13:30,NZDCAD,34.6380780471
M30,68,2025.09.25 13:30,NZDCHF,39.3720802678
M30,68,2025.09.25 13:30,NZDJPY,36.1680183618
M30,68,2025.09.25 13:30,NZDUSD,32.5275595977
M30,68,2025.09.25 13:30,USDCAD,69.2003379256
M30,68,2025.09.25 13:30,USDCHF,49.1365241327
M30,68,2025.09.25 13:30,USDJPY,69.0087641680
M30,69,2025.09.25 13:00,AUDCAD,45.1010581203
M30,69,2025.09.25 13:00,AUDCHF,45.3871857095
M30,69,2025.09.25 13:00,AUDJPY,45.1027798780
M30,69,2025.09.25 13:00,AUDNZD,53.6252367787
M30,69,2025.09.25 13:00,AUDUSD,44.1023203840
M30,69,2025.09.25 13:00,CADCHF,51.0528672768
M30,69,2025.09.25 13:00,CADJPY,42.6355411583
M30,69,2025.09.25 13:00,CHFJPY,52.2600077643
M30,69,2025.09.25 13:00,EURAUD,64.4597509696
M30,69,2025.09.25 13:00,EURCAD,78.6027686597
M30,69,2025.09.25 13:00,EURCHF,73.9613634651
M30,69,2025.09.25 13:00,EURGBP,83.3333333333
M30,69,2025.09.25 13:00,EURJPY,69.1560814420
M30,69,2025.09.25 13:00,EURNZD,60.2237857812
M30,69,2025.09.25 13:00,EURUSD,66.9970837191
M30,69,2025.09.25 13:00,GBPAUD,49.6047870398
M30,69,2025.09.25 13:00,GBPCAD,30.6600932626
M30,69,2025.09.25 13:00,GBPCHF,44.5961130978
M30,69,2025.09.25 13:00,GBPJPY,31.5135659304
M30,69,2025.09.25 13:00,GBPNZD,52.0578888240
M30,69,2025.09.25 13:00,GBPUSD,47.1029643561
M30,69,2025.09.25 13:00,NZDCAD,44.1424170420
M30,69,2025.09.25 13:00,NZDCHF,47.8349816202
M30,69,2025.09.25 13:00,NZDJPY,44.9259781756
M30,69,2025.09.25 13:00,NZDUSD,44.4638695801
M30,69,2025.09.25 13:00,USDCAD,53.2343221489
M30,69,2025.09.25 13:00,USDCHF,46.8111862751
M30,69,2025.09.25 13:00,USDJPY,42.6081282446
M30,70,2025.09.25 12:30,AUDCAD,52.6551955924
M30,70,2025.09.25 12:30,AUDCHF,53.2238330608
M30,70,2025.09.25 12:30,AUDJPY,54.0261979251
M30,70,2025.09.25 12:30,AUDNZD,50.0492277624
M30,70,2025.09.25 12:30,AUDUSD,48.9270255468
M30,70,2025.09.25 12:30,CADCHF,71.6463143923
M30,70,2025.09.25 12:30,CADJPY,75.4434313214
M30,70,2025.09.25 12:30,CHFJPY,55.2900086904
M30,70,2025.09.25 12:30,EURAUD,48.0777927086
M30,70,2025.09.25 12:30,EURCAD,39.1727847446
M30,70,2025.09.25 12:30,EURCHF,66.9356769079
M30,70,2025.09.25 12:30,EURGBP,86.6666666667
M30,70,2025.09.25 12:30,EURJPY,75.7271917349
M30,70,2025.09.25 12:30,EURNZD,55.6053029662
M30,70,2025.09.25 12:30,EURUSD,37.1533026342
M30,70,2025.09.25 12:30,GBPAUD,36.3773758566
M30,70,2025.09.25 12:30,GBPCAD,22.9728451416
M30,70,2025.09.25 12:30,GBPCHF,51.6145831892
M30,70,2025.09.25 12:30,GBPJPY,40.2653606148
M30,70,2025.09.25 12:30,GBPNZD,38.0664410328
M30,70,2025.09.25 12:30,GBPUSD,29.1109124768
M30,70,2025.09.25 12:30,NZDCAD,54.9564766619
M30,70,2025.09.25 12:30,NZDCHF,59.1014526954
M30,70,2025.09.25 12:30,NZDJPY,57.3348052169
M30,70,2025.09.25 12:30,NZDUSD,49.4886987882
M30,70,2025.09.25 12:30,USDCAD,49.3409866133
M30,70,2025.09.25 12:30,USDCHF,70.2897938958
M30,70,2025.09.25 12:30,USDJPY,64.6719700795
M30,71,2025.09.25 12:00,AUDCAD,72.7703018262
M30,71,2025.09.25 12:00,AUDCHF,57.6892493119
M30,71,2025.09.25 12:00,AUDJPY,84.1304914874
M30,71,2025.09.25 12:00,AUDNZD,45.4576564079
M30,71,2025.09.25 12:00,AUDUSD,68.3102443592
M30,71,2025.09.25 12:00,CADCHF,50.9620104876
M30,71,2025.09.25 12:00,CADJPY,57.9100343990
M30,71,2025.09.25 12:00,CHFJPY,50.9940595437
M30,71,2025.09.25 12:00,EURAUD,35.4059344168
M30,71,2025.09.25 12:00,EURCAD,57.7012536216
M30,71,2025.09.25 12:00,EURCHF,61.0538103382
M30,71,2025.09.25 12:00,EURGBP,61.9799834054
M30,71,2025.09.25 12:00,EURJPY,64.7794321105
M30,71,2025.09.25 12:00,EURNZD,35.3268109932
M30,71,2025.09.25 12:00,EURUSD,53.0916747589
M30,71,2025.09.25 12:00,GBPAUD,20.0000000000
M30,71,2025.09.25 12:00,GBPCAD,57.7854101124
M30,71,2025.09.25 12:00,GBPCHF,56.7266611067
M30,71,2025.09.25 12:00,GBPJPY,54.9361349714
M30,71,2025.09.25 12:00,GBPNZD,33.3333333333
M30,71,2025.09.25 12:00,GBPUSD,55.9190061616
M30,71,2025.09.25 12:00,NZDCAD,76.6666666667
M30,71,2025.09.25 12:00,NZDCHF,57.6823730975
M30,71,2025.09.25 12:00,NZDJPY,75.8926032062
M30,71,2025.09.25 12:00,NZDUSD,56.8908566664
M30,71,2025.09.25 12:00,USDCAD,64.6208523901
M30,71,2025.09.25 12:00,USDCHF,49.9912105259
M30,71,2025.09.25 12:00,USDJPY,66.7444328027
M30,72,2025.09.25 11:30,AUDCAD,68.8989072131
M30,72,2025.09.25 11:30,AUDCHF,59.4528311273
M30,72,2025.09.25 11:30,AUDJPY,66.1061605594
M30,72,2025.09.25 11:30,AUDNZD,31.0111880150
M30,72,2025.09.25 11:30,AUDUSD,64.2198038394
M30,72,2025.09.25 11:30,CADCHF,59.4207837779
M30,72,2025.09.25 11:30,CADJPY,59.8345835906
M30,72,2025.09.25 11:30,CHFJPY,48.7574037110
M30,72,2025.09.25 11:30,EURAUD,33.3639093734
M30,72,2025.09.25 11:30,EURCAD,45.2834120386
M30,72,2025.09.25 11:30,EURCHF,55.3538210205
M30,72,2025.09.25 11:30,EURGBP,43.1439301408
M30,72,2025.09.25 11:30,EURJPY,58.0744433592
M30,72,2025.09.25 11:30,EURNZD,20.0000000000
M30,72,2025.09.25 11:30,EURUSD,54.7207288253
M30,72,2025.09.25 11:30,GBPAUD,34.2349124906
M30,72,2025.09.25 11:30,GBPCAD,45.5691701649
M30,72,2025.09.25 11:30,GBPCHF,60.8534746663
M30,72,2025.09.25 11:30,GBPJPY,61.2634407803
M30,72,2025.09.25 11:30,GBPNZD,26.6666666667
M30,72,2025.09.25 11:30,GBPUSD,44.2842694024
M30,72,2025.09.25 11:30,NZDCAD,72.6358563774
M30,72,2025.09.25 11:30,NZDCHF,73.3333333333
M30,72,2025.09.25 11:30,NZDJPY,84.4745834815
M30,72,2025.09.25 11:30,NZDUSD,69.2955469597
M30,72,2025.09.25 11:30,USDCAD,43.4387730056
M30,72,2025.09.25 11:30,USDCHF,57.7118277163
M30,72,2025.09.25 11:30,USDJPY,56.6649785728
M30,73,2025.09.25 11:00,AUDCAD,78.3483432998
M30,73,2025.09.25 11:00,AUDCHF,86.6666666667
M30,73,2025.09.25 11:00,AUDJPY,74.6955099141
M30,73,2025.09.25 11:00,AUDNZD,64.1519467737
M30,73,2025.09.25 11:00,AUDUSD,72.3365773678
M30,73,2025.09.25 11:00,CADCHF,73.3333333333
M30,73,2025.09.25 11:00,CADJPY,33.6842239996
M30,73,2025.09.25 11:00,CHFJPY,20.0000000000
M30,73,2025.09.25 11:00,EURAUD,20.0000000000
M30,73,2025.09.25 11:00,EURCAD,20.0000000000
M30,73,2025.09.25 11:00,EURCHF,70.9192071944
M30,73,2025.09.25 11:00,EURGBP,38.6082199952
M30,73,2025.09.25 11:00,EURJPY,22.6831712988
M30,73,2025.09.25 11:00,EURNZD,20.0000000000
M30,73,2025.09.25 11:00,EURUSD,20.0000000000
M30,73,2025.09.25 11:00,GBPAUD,20.0000000000
M30,73,2025.09.25 11:00,GBPCAD,24.0200914734
M30,73,2025.09.25 11:00,GBPCHF,67.1255115133
M30,73,2025.09.25 11:00,GBPJPY,24.3600746825
M30,73,2025.09.25 11:00,GBPNZD,13.3333333333
M30,73,2025.09.25 11:00,GBPUSD,33.3333333333
